4193 //  007 Racing //  $4.36 //  $6.57 //  $18.93 // 
12664 //  Ballistic //  $4.54 //  $6.72 //  $18.09 // 
12665 //  Barbie Explorer //  $5.58 //  $11.40 //  $24.99 // 
4239 //  Barbie Gotta Have Games //  $3.64 //  $6.56 //  $7.15 // 
4240 //  Barbie Race and Ride //  $3.94 //  $5.48 //  $12.87 // 
4241 //  Barbie Super Sports //  $4.12 //  $6.18 //  $8.71 // 
19220 //  Bases Loaded 96: Double Header //  $5.03 //  $9.65 //  $26.00 // 
4242 //  Bass Championship //  $3.94 //  $5.50 //  $12.99 // 
4243 //  Bass Landing //  $11.65 //  $12.15 //  $37.29 // 
12666 //  Bass Rise //  $3.51 //  $6.50 //  $15.19 // 
4245 //  Batman Beyond //  $8.19 //  $15.00 //  $38.50 // 
4246 //  Batman Forever Arcade //  $49.99 //  $101.93 //  $208.53 // 
4247 //  Batman Gotham City Racer //  $9.99 //  $28.82 //  $48.20 // 
4244 //  Batman and Robin //  $13.16 //  $17.99 //  $87.31 // 
4248 //  Battle Arena Toshinden //  $4.75 //  $10.44 //  $66.56 // 
4249 //  Battle Arena Toshinden 2 //  $7.49 //  $14.13 //  $105.90 // 
38418 //  Battle Arena Toshinden 2 [Long Box] //  $17.47 //  $19.99 //  $699.99 // 
4250 //  Battle Arena Toshinden 3 //  $10.71 //  $20.31 //  $96.40 // 
37619 //  Battle Arena Toshinden [Greatest Hits] //  $5.00 //  $10.57 //  $20.00 // 
38417 //  Battle Arena Toshinden [Long Box] //  $9.99 //  $14.75 //  $189.06 // 
63132 //  Battle Arena Toshinden [Not for Resale] //  $11.23 //  $16.84 //  $44.04 // 
4251 //  Battle Hunter //  $8.88 //  $12.00 //  $19.99 // 
12667 //  Battle Stations //  $3.26 //  $5.93 //  $9.84 // 
34013 //  Battlesport //  $7.79 //  $17.54 //  $42.65 // 
4252 //  Battletanx Global Assault //  $5.59 //  $7.49 //  $13.72 // 
4253 //  Bear in the Big Blue House //  $4.13 //  $6.21 //  $10.30 // 
4254 //  Beast Wars Transformers //  $7.51 //  $15.59 //  $49.30 // 
12668 //  Beyblade Let It Rip //  $2.98 //  $4.94 //  $8.89 // 
4255 //  Beyond the Beyond //  $13.22 //  $26.82 //  $102.50 // 
13963 //  Big Air //  $2.81 //  $4.42 //  $6.30 // 
4256 //  Big Bass Fishing //  $3.98 //  $4.47 //  $8.41 // 
4257 //  Big Bass World Championship //  $3.09 //  $5.42 //  $14.99 // 
4258 //  Big Game Hunter Ultimate Challenge //  $3.13 //  $4.95 //  $8.49 // 
14348 //  Big League Slugger Baseball //  $3.58 //  $6.46 //  $8.43 // 
4259 //  "Big Ol Bass" //  $6.57 //  $8.42 //  $19.34 // 
14396 //  "Big Ol Bass 2" //  $7.95 //  $9.99 //  $31.80 // 
49713 //  "Big Ol Bass [Greatest Hits]" //   //   //   // 
12669 //  Big Strike Bowling //  $3.15 //  $5.06 //  $8.56 // 
4260 //  Billiards //  $3.48 //  $3.98 //  $8.50 // 
12670 //  Biofreaks //  $5.21 //  $7.41 //  $25.63 // 
12671 //  Black Bass/Blue Marlin //  $3.62 //  $7.20 //  $22.84 // 
12672 //  Black Dawn //  $4.69 //  $6.12 //  $16.43 // 
4261 //  Blade //  $7.89 //  $16.42 //  $23.30 // 
4262 //  Blast Chamber //  $6.95 //  $10.43 //  $26.25 // 
12673 //  Blast Lacrosse //  $6.98 //  $11.05 //  $28.78 // 
12674 //  Blast Radius //  $4.04 //  $5.99 //  $12.79 // 
12675 //  Blaster Master Blasting Again //  $5.01 //  $9.00 //  $18.81 // 
12676 //  Blasto //  $9.59 //  $18.99 //  $59.95 // 
4263 //  Blazing Dragons //  $8.00 //  $14.97 //  $36.82 // 
4265 //  Blockids //  $5.13 //  $10.01 //  $13.53 // 
4266 //  Blood Omen //  $11.84 //  $17.99 //  $47.72 // 
4267 //  Bloody Roar //  $13.75 //  $22.49 //  $70.00 // 
4268 //  Bloody Roar 2 //  $13.00 //  $25.73 //  $60.14 // 
4269 //  "Blues Clues Blues Big Musical" //  $3.25 //  $6.41 //  $9.43 // 
4270 //  Bob the Builder Can We Fix It //  $2.70 //  $3.77 //  $7.52 // 
12677 //  Bogey Dead 6 //  $4.16 //  $7.02 //  $45.99 // 
12678 //  Bomberman Fantasy Race //  $17.50 //  $24.99 //  $71.12 // 
4271 //  Bomberman Party Edition //  $7.47 //  $12.12 //  $30.76 // 
4272 //  Bomberman World //  $8.45 //  $21.74 //  $58.56 // 
4273 //  Bombing Islands //  $3.43 //  $4.24 //  $11.84 // 
4274 //  Boombots //  $7.99 //  $11.55 //  $30.03 // 
15000 //  Bottom of the 9th //  $4.83 //  $7.68 //  $26.00 // 
18499 //  "Bottom of the 9th 97" //  $6.09 //  $6.48 //  $10.49 // 
20099 //  Bottom of the 9th 99 //  $2.91 //  $4.81 //  $6.48 // 
38456 //  Bottom of the 9th [Long Box] //  $6.67 //  $10.62 //  $26.00 // 
12679 //  Bowling //  $2.99 //  $4.12 //  $7.68 // 
12680 //  Boxing //  $3.76 //  $4.95 //  $5.31 // 
4275 //  Brain Dead 13 //  $24.95 //  $41.98 //  $132.13 // 
38419 //  Brain Dead 13 [Long Box] //  $30.00 //  $45.00 //  $519.99 // 
4276 //  Bratz //  $3.72 //  $3.88 //  $11.99 // 
4277 //  Brave Fencer Musashi //  $29.99 //  $65.02 //  $120.00 // 
4278 //  Bravo Air Race //  $5.32 //  $8.15 //  $22.49 // 
4279 //  Breakout //  $5.00 //  $8.49 //  $13.98 // 
4280 //  Breath of Fire 3 //  $21.93 //  $39.99 //  $124.94 // 
4281 //  Breath of Fire IV //  $29.67 //  $48.50 //  $122.32 // 
4282 //  Brigandine The Legend of Forsena //  $79.99 //  $118.76 //  $170.00 // 
12681 //  Broken Helix //  $5.59 //  $9.50 //  $14.70 // 
4283 //  Broken Sword 2 //  $6.07 //  $10.68 //  $29.50 // 
4284 //  Broken Sword The Shadow of the Templars //  $7.55 //  $11.22 //  $55.30 // 
4285 //  Brunswick Circuit Pro Bowling //  $5.46 //  $8.41 //  $23.95 // 
4286 //  Brunswick Circuit Pro Bowling 2 //  $6.62 //  $9.30 //  $19.23 // 
4287 //  Bubble Bobble Featuring Rainbow Islands //  $13.20 //  $19.20 //  $48.00 // 
7284 //  Bubsy 3D //  $11.02 //  $15.42 //  $29.99 // 
12682 //  Bug Riders //  $4.80 //  $9.17 //  $10.14 // 
4289 //  Bugs Bunny Lost in Time //  $12.49 //  $21.90 //  $41.53 // 
4288 //  Bugs Bunny and Taz Time Busters //  $11.52 //  $23.47 //  $65.15 // 
4291 //  Builders Block //  $8.02 //  $15.31 //  $27.20 // 
4292 //  Burning Road //  $5.43 //  $8.35 //  $21.72 // 
12683 //  BursTrick Wakeboarding //  $2.16 //  $3.51 //  $5.87 // 
4293 //  Bushido Blade //  $11.97 //  $19.05 //  $108.26 // 
4294 //  Bushido Blade 2 //  $15.06 //  $21.52 //  $53.66 // 
4295 //  Bust A Groove //  $25.97 //  $41.54 //  $93.26 // 
4296 //  Bust A Groove 2 //  $43.24 //  $69.98 //  $172.96 // 
4297 //  Bust-A-Move 2 //  $6.92 //  $10.00 //  $74.55 // 
38420 //  Bust-A-Move 2 [Long Box] //  $8.58 //  $16.60 //  $34.32 // 
4298 //  Bust-A-Move 4 //  $7.29 //  $10.39 //  $32.79 // 
4299 //  Bust-A-Move 99 //  $5.91 //  $8.99 //  $40.84 // 
4300 //  Buster Bros. Collection //  $12.15 //  $19.95 //  $49.65 // 
4301 //  Buzz Lightyear of Star Command //  $5.53 //  $9.49 //  $21.96 // 
14077 //  C-12 Final Resistance //  $4.06 //  $6.90 //  $8.65 // 
12684 //  CART World Series //  $2.89 //  $5.87 //  $18.95 // 
4340 //  CTR Crash Team Racing //  $9.63 //  $17.49 //  $55.48 // 
53920 //  "CTR Crash Team Racing [Collectors Edition]" //  $10.55 //  $17.04 //  $42.51 // 
37621 //  CTR Crash Team Racing [Greatest Hits] //  $8.95 //  $14.16 //  $55.92 // 
4303 //  "Cabelas Ultimate Deer Hunt" //  $3.15 //  $5.84 //  $12.50 // 
12685 //  "Caesars Palace" //  $3.29 //  $4.20 //  $8.93 // 
7286 //  "Caesars Palace 2" //  $3.20 //  $4.39 //  $17.95 // 
12686 //  "Caesars Palace 2000" //  $3.29 //  $4.54 //  $12.21 // 
4304 //  Capcom vs SNK Pro //  $18.89 //  $39.95 //  $84.99 // 
14287 //  Car and Driver Presents Grand Tour Racing 98 //  $3.42 //  $4.44 //  $9.99 // 
12687 //  Card Games //  $3.13 //  $4.04 //  $6.15 // 
4305 //  Cardinal Syn //  $6.20 //  $7.83 //  $17.59 // 
4306 //  Carnage Heart //  $17.15 //  $28.00 //  $35.50 // 
4307 //  Casper //  $4.65 //  $8.00 //  $34.51 // 
4308 //  Casper Friends Around the World //  $4.76 //  $5.23 //  $21.27 // 
37620 //  Casper [Greatest Hits] //  $6.48 //  $9.73 //  $25.21 // 
4309 //  Castlevania Chronicles //  $58.74 //  $88.02 //  $186.30 // 
4310 //  Castlevania Symphony of the Night //  $35.53 //  $73.97 //  $119.65 // 
37589 //  Castlevania Symphony of the Night [Greatest Hits] //  $39.67 //  $65.97 //  $129.45 // 
12688 //  Castrol Honda Superbike Racing //  $4.01 //  $4.80 //  $9.99 // 
4313 //  Centipede //  $5.11 //  $6.88 //  $15.00 // 
12690 //  Championship Motocross //  $3.49 //  $5.44 //  $9.99 // 
4314 //  Championship Motocross 2001 //  $3.87 //  $8.39 //  $18.97 // 
12689 //  Championship Surfer //  $2.92 //  $4.56 //  $5.33 // 
12904 //  Chess //  $3.53 //  $3.55 //  $8.56 // 
4315 //  Chessmaster 3D //  $3.49 //  $5.99 //  $40.52 // 
38421 //  Chessmaster 3D [Long Box] //  $4.99 //  $11.55 //  $19.96 // 
4316 //  Chessmaster II //  $5.89 //  $5.89 //  $23.60 // 
4317 //  Chicken Run //  $4.97 //  $11.18 //  $18.34 // 
4318 //  Chocobo Racing //  $22.85 //  $37.55 //  $91.73 // 
4319 //  "Chocobos Dungeon 2" //  $17.03 //  $40.00 //  $100.01 // 
8733 //  Chronicles of the Sword //  $6.21 //  $9.32 //  $24.84 // 
4320 //  Chrono Cross //  $7.02 //  $15.90 //  $22.40 // 
37587 //  Chrono Cross [Greatest Hits] //  $6.04 //  $10.60 //  $12.69 // 
4321 //  Circuit Breakers //  $6.57 //  $8.80 //  $27.85 // 
4322 //  Civilization II //  $10.55 //  $14.99 //  $36.17 // 
39951 //  Clear Blue Dual Shock Controller //  $12.00 //  $18.00 //  $48.00 // 
53813 //  Clear Dual Shock Controller //  $11.50 //  $17.25 //  $46.00 // 
39950 //  Clear Green Dual Shock Controller //  $12.00 //  $17.99 //  $48.00 // 
58121 //  Clear Red Dual Shock Controller //   //   //   // 
12691 //  "Cleopatras Fortune" //  $4.64 //  $6.58 //  $7.91 // 
4323 //  Clock Tower //  $44.18 //  $82.50 //  $399.99 // 
4324 //  Clock Tower 2 //  $62.50 //  $111.46 //  $204.57 // 
12692 //  Codename Tenka //  $6.50 //  $11.95 //  $37.50 // 
18581 //  Colin McRae Rally //  $6.74 //  $10.34 //  $26.13 // 
4325 //  Colin Mcrae Rally 2.0 //  $18.80 //  $36.73 //  $37.80 // 
12585 //  Collection of Intellivision Classic Games //  $4.97 //  $7.49 //  $13.00 // 
67582 //  "Collectors Edition: 007: Racing & Medal of Honor & 007: Tomorrow Never Dies" //   //   //   // 
17615 //  College Slam //  $7.99 //  $9.23 //  $12.29 // 
38422 //  College Slam [Long Box] //  $4.51 //  $10.54 //  $18.00 // 
4326 //  Colony Wars //  $5.74 //  $12.99 //  $24.31 // 
4327 //  Colony Wars Red Sun //  $5.27 //  $7.62 //  $18.71 // 
4328 //  Colony Wars Vengeance //  $4.33 //  $9.45 //  $19.51 // 
4329 //  Command and Conquer //  $8.38 //  $9.59 //  $47.05 // 
4330 //  Command and Conquer Red Alert //  $11.47 //  $14.97 //  $48.70 // 
4332 //  Command and Conquer Red Alert Retaliation //  $8.75 //  $16.21 //  $38.38 // 
12693 //  Contender //  $3.01 //  $4.46 //  $9.09 // 
12694 //  Contender 2 //  $3.91 //  $4.10 //  $8.95 // 
4333 //  Contra Adventure //  $19.99 //  $38.46 //  $100.00 // 
4334 //  Contra Legacy of War //  $7.99 //  $14.99 //  $96.39 // 
12695 //  Cool Boarders //  $5.60 //  $10.00 //  $23.40 // 
12696 //  Cool Boarders 2 //  $4.07 //  $5.71 //  $14.84 // 
49705 //  Cool Boarders 2 [Greatest Hits] //  $2.61 //  $3.97 //  $9.95 // 
12698 //  Cool Boarders 2001 //  $2.95 //  $3.23 //  $8.83 // 
12697 //  Cool Boarders 3 //  $3.44 //  $5.39 //  $13.74 // 
49706 //  Cool Boarders 3 [Greatest Hits] //  $2.69 //  $4.99 //  $10.76 // 
13098 //  Cool Boarders 4 //  $3.31 //  $4.99 //  $6.95 // 
49707 //  Cool Boarders 4 [Greatest Hits] //  $3.83 //  $3.84 //  $9.97 // 
4335 //  Countdown Vampires //  $29.99 //  $55.21 //  $119.96 // 
12699 //  Courier Crisis //  $5.17 //  $12.01 //  $30.67 // 
7301 //  Covert Ops Nuclear Dawn //  $5.53 //  $9.97 //  $37.58 // 
4336 //  Crash Bandicoot //  $11.19 //  $19.72 //  $36.93 // 
4337 //  Crash Bandicoot 2 Cortex Strikes Back //  $6.27 //  $11.48 //  $39.99 // 
37613 //  Crash Bandicoot 2 Cortex Strikes Back [Greatest Hits] //  $7.00 //  $9.97 //  $21.81 // 
15026 //  "Crash Bandicoot Collectors Edition" //  $36.02 //  $40.00 //  $143.92 // 
4338 //  Crash Bandicoot Warped //  $6.08 //  $11.30 //  $42.23 // 
53919 //  "Crash Bandicoot Warped [Collectors Edition]" //  $9.74 //  $13.89 //  $36.24 // 
37591 //  Crash Bandicoot Warped [Greatest Hits] //  $6.46 //  $9.71 //  $49.99 // 
37590 //  Crash Bandicoot [Greatest Hits] //  $11.99 //  $19.18 //  $70.39 // 
4339 //  Crash Bash //  $8.99 //  $12.56 //  $48.94 // 
53918 //  "Crash Bash [Collectors Edition]" //  $9.99 //  $14.01 //  $37.73 // 
37622 //  Crash Bash [Greatest Hits] //  $9.90 //  $12.50 //  $31.69 // 
4341 //  Creatures //  $4.30 //  $6.65 //  $11.60 // 
4342 //  Creatures Raised In Space //  $4.97 //  $10.47 //  $10.48 // 
12700 //  Crime Killer //  $3.71 //  $7.19 //  $16.72 // 
4343 //  Critical Depth //  $3.79 //  $8.00 //  $14.38 // 
12701 //  Criticom //  $6.46 //  $9.00 //  $32.00 // 
38423 //  Criticom [Long Box] //  $8.51 //  $12.69 //  $49.99 // 
4344 //  Croc //  $5.65 //  $10.57 //  $36.57 // 
4345 //  Croc 2 //  $8.66 //  $12.99 //  $54.67 // 
37623 //  Croc [Greatest Hits] //  $5.99 //  $10.39 //  $31.00 // 
12702 //  Crossroad Crisis //  $3.42 //  $5.39 //  $6.49 // 
4346 //  Crusader-No Remorse //  $11.99 //  $26.34 //  $33.41 // 
4347 //  Crusaders of Might and Magic //  $3.77 //  $6.83 //  $15.02 // 
4348 //  Crypt Killer //  $14.35 //  $20.25 //  $46.50 // 
12703 //  Cubix Robots for Everyone Race N Robots //  $3.19 //  $5.11 //  $7.35 // 
4349 //  Cyber Sled //  $7.99 //  $11.99 //  $57.01 // 
38424 //  Cyber Sled [Long Box] //  $6.99 //  $14.00 //  $89.99 // 
12704 //  CyberSpeed //  $4.60 //  $9.14 //  $30.85 // 
38425 //  CyberSpeed [Long Box] //  $5.82 //  $7.04 //  $77.00 // 
12705 //  CyberTiger //  $2.49 //  $3.30 //  $9.95 // 
12706 //  Cyberia //  $5.05 //  $10.68 //  $38.17 // 
38426 //  Cyberia [Long Box] //  $10.89 //  $16.39 //  $73.41 // 
14051 //  D //  $12.40 //  $52.00 //  $140.00 // 
38427 //  D [Long Box] //  $39.10 //  $66.47 //  $156.40 // 
4350 //  Dance Dance Revolution //  $4.88 //  $8.48 //  $14.08 // 
4351 //  Dance Dance Revolution Bundle //  $10.11 //  $31.19 //  $278.27 // 
4352 //  Dance Dance Revolution Disney Mix //  $8.86 //  $14.78 //  $40.69 // 
4353 //  Dance Dance Revolution Konamix //  $4.72 //  $5.77 //  $18.73 // 
49708 //  Dance Dance Revolution Konamix [Greatest Hits] //  $5.34 //  $5.96 //  $10.72 // 
4354 //  Danger Girl //  $10.00 //  $17.24 //  $37.81 // 
12708 //  Dare Devil Derby 3D //  $3.02 //  $5.82 //  $19.99 // 
12709 //  Darklight Conflict //  $2.97 //  $7.58 //  $18.73 // 
4355 //  Darkstalkers 3 //  $21.90 //  $43.86 //  $82.19 // 
4356 //  Darkstalkers The Night Warriors //  $20.95 //  $75.00 //  $201.86 // 
38429 //  Darkstalkers The Night Warriors [Long Box] //  $25.85 //  $50.10 //  $103.40 // 
4357 //  Darkstone //  $4.78 //  $6.11 //  $18.88 // 
14363 //  Dave Mirra Freestyle BMX //  $4.49 //  $6.98 //  $30.39 // 
14140 //  Dave Mirra Freestyle BMX Maximum Remix //  $4.43 //  $10.52 //  $12.99 // 
49709 //  Dave Mirra Freestyle BMX [Greatest Hits] //  $3.99 //  $7.99 //  $7.99 // 
18699 //  David Beckham Soccer //  $3.91 //  $5.42 //  $9.76 // 
18630 //  Dead Ball Zone //  $4.21 //  $10.38 //  $39.69 // 
4358 //  Dead in the Water //  $5.21 //  $12.00 //  $26.79 // 
4359 //  Dead or Alive //  $11.87 //  $27.18 //  $93.74 // 
12710 //  Deathtrap Dungeon //  $5.35 //  $6.13 //  $21.96 // 
12711 //  Deception III Dark Delusion //  $21.22 //  $30.00 //  $62.99 // 
12707 //  Defcon 5 //  $5.06 //  $8.37 //  $21.75 // 
38430 //  Defcon 5 [Long Box] //  $8.89 //  $11.38 //  $35.56 // 
4360 //  Delta Force Urban Warfare //  $3.87 //  $6.64 //  $14.01 // 
4361 //  Demolition Racer //  $5.50 //  $10.18 //  $39.42 // 
13836 //  Descent //  $7.76 //  $12.97 //  $41.51 // 
4362 //  Descent Maximum //  $7.03 //  $10.14 //  $49.61 // 
38431 //  Descent [Long Box] //  $9.54 //  $13.40 //  $39.95 // 
4363 //  Destrega //  $11.94 //  $18.95 //  $35.97 // 
4364 //  Destruction Derby //  $5.14 //  $7.25 //  $31.99 // 
4365 //  Destruction Derby 2 //  $5.73 //  $8.54 //  $33.63 // 
37625 //  Destruction Derby 2 [Greatest Hits] //  $6.21 //  $9.94 //  $20.70 // 
4366 //  Destruction Derby Raw //  $8.00 //  $13.95 //  $31.36 // 
37624 //  Destruction Derby [Greatest Hits] //  $5.30 //  $7.19 //  $19.07 // 
38432 //  Destruction Derby [Long Box] //  $10.46 //  $11.89 //  $100.00 // 
4367 //  Detective Barbie The Mystery Cruise //  $4.68 //  $5.06 //  $9.25 // 
4368 //  Devil Dice //  $11.38 //  $13.15 //  $25.17 // 
4369 //  "Dexters Laboratory Mandarks Lab" //  $6.25 //  $7.97 //  $14.37 // 
4370 //  Diablo //  $35.77 //  $59.99 //  $349.99 // 
