4193 //  007 Racing //  $4.36 //  $6.57 //  $18.93 // 
4371 //  Die Hard Trilogy //  $6.07 //  $7.58 //  $25.04 // 
4372 //  Die Hard Trilogy 2 //  $5.99 //  $11.21 //  $24.46 // 
37626 //  Die Hard Trilogy [Greatest Hits] //  $5.87 //  $9.86 //  $28.05 // 
4373 //  Digimon Digital Card Battle //  $16.24 //  $22.96 //  $43.04 // 
4374 //  Digimon Rumble Arena //  $7.43 //  $14.38 //  $54.58 // 
37627 //  Digimon Rumble Arena [Greatest Hits] //  $10.42 //  $15.63 //  $41.69 // 
4375 //  Digimon World //  $15.04 //  $29.99 //  $146.41 // 
4376 //  Digimon World 2 //  $20.53 //  $29.95 //  $100.00 // 
4377 //  Digimon World 3 //  $16.02 //  $23.97 //  $97.49 // 
37594 //  Digimon World 3 [Greatest Hits] //  $16.67 //  $25.00 //  $66.68 // 
37592 //  Digimon World [Greatest Hits] //  $19.77 //  $30.78 //  $79.10 // 
4378 //  Dino Crisis //  $11.82 //  $27.19 //  $80.89 // 
4379 //  Dino Crisis 2 //  $19.91 //  $50.27 //  $127.25 // 
37628 //  Dino Crisis [Greatest Hits] //  $15.53 //  $23.30 //  $149.99 // 
4380 //  Dirt Jockey Heavy Equipment Operator //  $3.99 //  $4.17 //  $13.21 // 
14018 //  DiscWorld //  $28.21 //  $33.48 //  $156.31 // 
14019 //  DiscWorld II Mortality Bytes //  $21.24 //  $22.23 //  $60.00 // 
38433 //  DiscWorld [Long Box] //  $27.50 //  $41.13 //  $110.00 // 
35966 //  "Disney Action Games Collectors Edition" //  $15.29 //  $23.49 //  $31.84 // 
4382 //  "Disneys Collectors Edition" //  $18.16 //  $28.43 //  $61.16 // 
4383 //  "Disneys Dinosaur" //  $4.24 //  $5.99 //  $16.94 // 
4385 //  "Disneys Goofys Fun House" //  $6.16 //  $7.22 //  $25.20 // 
4386 //  "Disneys Story Studio Mulan" //  $3.68 //  $4.83 //  $14.72 // 
4387 //  Disruptor //  $15.12 //  $27.15 //  $100.21 // 
10894 //  Donald Duck Going Quackers //  $9.15 //  $13.73 //  $35.71 // 
37629 //  Doom //  $15.25 //  $20.55 //  $73.25 // 
4388 //  Doom [Black Label] //  $19.00 //  $26.45 //  $198.88 // 
38434 //  Doom [Long Box] //  $20.32 //  $38.61 //  $81.11 // 
10895 //  Dora the Explorer Barnyard Buddies //  $3.48 //  $3.71 //  $9.95 // 
4389 //  Dracula The Resurrection //  $9.04 //  $10.90 //  $23.65 // 
12713 //  Dracula the Last Sanctuary //  $7.97 //  $11.88 //  $24.95 // 
4390 //  Dragon Ball GT Final Bout //  $9.13 //  $23.97 //  $36.81 // 
14352 //  Dragon Ball GT Final Bout [Atari] //  $9.29 //  $13.94 //  $36.25 // 
12714 //  Dragon Ball Z Ultimate Battle 22 //  $3.75 //  $6.62 //  $12.40 // 
49712 //  Dragon Ball Z Ultimate Battle 22 [Greatest Hits] //  $0.31 //  $0.48 //  $1.25 // 
4391 //  Dragon Seeds //  $22.90 //  $43.64 //  $94.93 // 
4392 //  Dragon Tales Dragon Seek //  $4.00 //  $5.38 //  $9.00 // 
4393 //  Dragon Valor //  $16.29 //  $40.35 //  $73.01 // 
4394 //  Dragon Warrior 7 //  $29.81 //  $37.00 //  $105.04 // 
12715 //  Dragonheart Fire & Steel //  $6.25 //  $13.75 //  $38.62 // 
4395 //  Driver //  $5.05 //  $6.80 //  $21.72 // 
13749 //  Driver 1 and 2 Compilation //  $12.16 //  $18.24 //  $42.50 // 
7314 //  Driver 2 //  $4.87 //  $7.38 //  $24.02 // 
45711 //  Driver 2 [Greatest Hits] //  $5.61 //  $8.69 //  $22.44 // 
37768 //  Driver [Greatest Hits] //  $6.31 //  $7.44 //  $26.24 // 
4396 //  Ducati World Racing Challenge //  $3.74 //  $5.56 //  $14.96 // 
7315 //  Duke Nukem Land of the Babes //  $13.23 //  $22.65 //  $42.98 // 
4397 //  Duke Nukem Time to Kill //  $6.90 //  $9.86 //  $26.86 // 
37630 //  Duke Nukem Time to Kill [Greatest Hits] //  $5.87 //  $9.86 //  $29.88 // 
4398 //  Duke Nukem Total Meltdown //  $8.98 //  $13.99 //  $50.93 // 
4399 //  Dukes of Hazzard II Daisy Dukes It Out //  $5.02 //  $8.31 //  $21.43 // 
4400 //  Dukes of Hazzard Racing for Home //  $4.53 //  $8.03 //  $27.05 // 
49742 //  Dukes of Hazzard Racing for Home [Greatest Hits] //  $5.10 //  $7.44 //  $20.40 // 
4401 //  Dune 2000 //  $8.49 //  $19.25 //  $37.74 // 
4402 //  Dynasty Warriors //  $9.07 //  $18.49 //  $65.91 // 
35967 //  "EA Action Collectors Edition" //  $9.09 //  $14.00 //  $36.39 // 
12716 //  "EA Racing Pack Collectors Edition" //  $15.42 //  $16.70 //  $16.97 // 
18596 //  EA Sports Pack //  $5.99 //  $6.87 //  $14.95 // 
4406 //  ECW Anarchy Rulz //  $9.38 //  $17.40 //  $44.99 // 
12717 //  ECW Hardcore Revolution //  $4.37 //  $6.83 //  $15.98 // 
35447 //  ESPN Extreme Games //  $6.50 //  $9.99 //  $48.50 // 
38435 //  ESPN Extreme Games [Long Box] //  $12.17 //  $15.25 //  $48.69 // 
4414 //  ESPN MLS GameNight //  $8.00 //  $23.99 //  $24.51 // 
12719 //  ESPN X Games Pro Boarder //  $4.14 //  $4.22 //  $7.72 // 
12586 //  ET the Extra Terrestrial: Interplanetary Mission //  $4.85 //  $7.34 //  $13.79 // 
4403 //  Eagle One Harrier Attack //  $5.00 //  $7.99 //  $23.86 // 
4404 //  "Easter Bunnys Big Day" //  $9.23 //  $16.08 //  $24.46 // 
4405 //  Echo Night //  $18.97 //  $49.88 //  $90.00 // 
4407 //  Eggs of Steel //  $15.11 //  $37.75 //  $98.35 // 
4408 //  Ehrgeiz //  $20.49 //  $43.13 //  $135.73 // 
12720 //  Einhander //  $51.00 //  $92.04 //  $301.73 // 
4409 //  Elemental Gearbolt //  $46.26 //  $103.53 //  $170.00 // 
32461 //  Elemental Gearbolt Assassin Case //  $2136.00 //  $2203.06 //   // 
12721 //  Eliminator //  $4.29 //  $7.97 //  $12.33 // 
4410 //  "Elmos Letter Adventure" //  $4.86 //  $6.85 //  $15.59 // 
4411 //  "Elmos Number Journey" //  $3.72 //  $7.10 //  $13.40 // 
4412 //  "Emperors New Groove" //  $6.97 //  $9.42 //  $17.99 // 
12722 //  Epidemic //  $4.86 //  $12.20 //  $24.99 // 
4413 //  Equestrian Showcase //  $4.50 //  $6.51 //  $16.94 // 
12723 //  Eternal Eyes //  $7.98 //  $10.91 //  $28.99 // 
4415 //  Evil Dead Hail to the King //  $12.20 //  $21.50 //  $53.58 // 
12583 //  Evil Zone //  $8.68 //  $17.99 //  $50.01 // 
4416 //  Excalibur 2555 AD //  $6.46 //  $8.04 //  $29.79 // 
12724 //  Expendable //  $7.22 //  $12.98 //  $34.99 // 
12725 //  Extreme Go-Kart Racing //  $5.09 //  $7.81 //  $17.99 // 
12726 //  Extreme Pinball //  $3.04 //  $7.30 //  $16.10 // 
38529 //  Extreme Pinball [Long Box] //  $9.35 //  $9.47 //  $37.41 // 
4418 //  F1 2000 //  $4.24 //  $7.30 //  $19.93 // 
12727 //  F1 Championship Season 2000 //  $4.31 //  $5.22 //  $10.02 // 
12728 //  F1 Racing Championship //  $5.18 //  $19.67 //  $30.48 // 
40543 //  F1 World Grand Prix //  $7.99 //  $23.49 //  $40.00 // 
14222 //  F1 World Grand Prix 1999 //  $6.50 //  $8.90 //  $16.84 // 
4423 //  FIFA 2000 //  $3.71 //  $7.65 //  $21.52 // 
4424 //  FIFA 2001 //  $3.99 //  $5.61 //  $13.57 // 
4425 //  FIFA 2002 //  $4.52 //  $6.95 //  $18.06 // 
20104 //  FIFA 2002 World Cup //  $8.18 //  $12.33 //  $26.05 // 
4426 //  FIFA 2003 //  $3.97 //  $7.49 //  $7.62 // 
4427 //  FIFA 2004 //  $5.21 //  $5.46 //  $7.92 // 
4428 //  FIFA 2005 //  $10.05 //  $16.98 //  $25.92 // 
4429 //  FIFA 96 //  $6.00 //  $11.08 //  $29.53 // 
38437 //  FIFA 96 [Long Box] //  $12.75 //  $18.86 //  $109.99 // 
4430 //  FIFA 99 //  $4.24 //  $6.07 //  $17.86 // 
4431 //  FIFA Road to World Cup 98 //  $8.69 //  $14.06 //  $27.99 // 
18642 //  FIFA Soccer 97 //  $6.04 //  $8.49 //  $34.99 // 
12731 //  Fade to Black //  $4.75 //  $9.19 //  $37.73 // 
38436 //  Fade to Black [Long Box] //  $19.99 //  $20.50 //  $79.96 // 
12624 //  Family Card Games Fun Pack //  $3.02 //  $3.72 //  $5.00 // 
12623 //  Family Feud //  $5.72 //  $5.82 //  $14.85 // 
12622 //  Family Game Pack //  $4.79 //  $4.99 //  $14.99 // 
4419 //  Fantastic 4 //  $8.57 //  $14.13 //  $81.23 // 
4420 //  Fatal Fury Wild Ambition //  $19.29 //  $25.49 //  $65.74 // 
4421 //  Fear Effect //  $9.37 //  $18.78 //  $59.95 // 
4422 //  Fear Effect 2 Retro Helix //  $21.37 //  $27.99 //  $84.99 // 
12625 //  Felony 11-79 //  $5.94 //  $12.98 //  $46.47 // 
4432 //  Fighter Maker //  $6.63 //  $11.26 //  $13.36 // 
4433 //  Fighting Force //  $7.93 //  $11.99 //  $34.07 // 
4434 //  Fighting Force 2 //  $6.19 //  $9.07 //  $29.61 // 
37631 //  Fighting Force [Greatest Hits] //  $8.99 //  $12.00 //  $29.87 // 
4435 //  Final Doom //  $16.90 //  $30.87 //  $95.57 // 
4438 //  Final Fantasy Anthology //  $7.18 //  $13.23 //  $15.75 // 
37635 //  Final Fantasy Anthology [Greatest Hits] //  $7.99 //  $10.71 //  $12.99 // 
4439 //  Final Fantasy Chronicles //  $8.82 //  $13.58 //  $19.48 // 
37636 //  Final Fantasy Chronicles [Greatest Hits] //  $11.24 //  $13.83 //  $17.33 // 
4437 //  Final Fantasy IX //  $7.39 //  $11.14 //  $42.18 // 
37634 //  Final Fantasy IX [Greatest Hits] //  $7.32 //  $9.99 //  $15.81 // 
4440 //  Final Fantasy Origins //  $7.14 //  $14.72 //  $14.97 // 
37637 //  Final Fantasy Origins [Greatest Hits] //  $10.35 //  $12.49 //  $12.99 // 
4441 //  Final Fantasy Tactics //  $10.41 //  $24.83 //  $50.00 // 
37638 //  Final Fantasy Tactics [Greatest Hits] //  $10.99 //  $16.62 //  $42.89 // 
4442 //  Final Fantasy VII //  $11.09 //  $25.65 //  $148.46 // 
37632 //  Final Fantasy VII [Greatest Hits] //  $8.79 //  $19.74 //  $80.45 // 
4436 //  Final Fantasy VIII //  $8.49 //  $14.99 //  $95.25 // 
37633 //  Final Fantasy VIII [Greatest Hits] //  $5.45 //  $10.66 //  $33.88 // 
12626 //  Final Round //  $2.99 //  $6.41 //  $6.95 // 
4443 //  "Fishermans Bait" //  $5.83 //  $5.97 //  $14.99 // 
4445 //  Floating Runner Quest for the 7 Crystals //  $10.88 //  $24.80 //  $49.18 // 
12628 //  Ford Racing //  $2.25 //  $3.51 //  $7.50 // 
12627 //  Ford Truck Mania //  $3.48 //  $4.14 //  $9.05 // 
14144 //  Formula 1 //  $3.45 //  $6.32 //  $17.26 // 
20098 //  Formula 1 98 //  $4.20 //  $4.87 //  $13.70 // 
15616 //  Formula 1 Championship Edition //  $3.26 //  $6.61 //  $13.04 // 
49714 //  Formula 1 [Greatest Hits] //  $3.53 //  $5.29 //  $13.75 // 
35857 //  Formula One 99 //  $3.99 //  $9.27 //  $13.25 // 
12630 //  Forsaken //  $3.90 //  $6.89 //  $19.25 // 
4446 //  Fox Hunt //  $53.18 //  $126.10 //  $368.20 // 
12730 //  Fox Sports Golf 99 //  $2.66 //  $3.29 //  $8.66 // 
12729 //  Fox Sports Soccer 99 //  $2.48 //  $6.47 //  $15.95 // 
18599 //  Frank Thomas Big Hurt Baseball //  $5.83 //  $7.21 //  $21.96 // 
38439 //  Frank Thomas Big Hurt Baseball [Long Box] //  $5.99 //  $8.99 //  $23.37 // 
16203 //  "Freestyle Boardin 99" //  $2.41 //  $5.40 //  $14.71 // 
4447 //  Freestyle Motorcross McGrath vs. Pastrana //  $2.81 //  $4.63 //  $17.94 // 
4448 //  Frogger //  $5.10 //  $7.27 //  $22.76 // 
4449 //  "Frogger 2 Swampys Revenge" //  $5.53 //  $7.75 //  $19.24 // 
37640 //  "Frogger 2 Swampys Revenge [Greatest Hits]" //  $4.85 //  $6.20 //  $15.90 // 
37639 //  Frogger [Greatest Hits] //  $4.65 //  $8.13 //  $34.24 // 
4450 //  Front Mission 3 //  $11.00 //  $24.26 //  $62.61 // 
4451 //  Future Cop LAPD //  $9.07 //  $15.25 //  $26.94 // 
4452 //  G Darius //  $26.70 //  $44.95 //  $88.39 // 
12631 //  G-Police //  $4.96 //  $8.92 //  $21.99 // 
12632 //  G-Police Weapons of Justice //  $5.72 //  $8.89 //  $25.24 // 
4453 //  Galaga Destination Earth //  $5.29 //  $8.99 //  $20.84 // 
4454 //  Galerians //  $18.46 //  $31.02 //  $65.44 // 
4455 //  Gallop Racer //  $8.35 //  $11.51 //  $31.54 // 
4456 //  Gameshark //  $14.58 //  $23.02 //  $36.16 // 
53706 //  Gameshark Lite //  $11.95 //  $12.99 //  $33.77 // 
4457 //  Gauntlet Legends //  $8.71 //  $13.60 //  $41.32 // 
4458 //  Gekido Urban Fighters //  $12.29 //  $24.24 //  $32.50 // 
12633 //  Gekioh Shooting King //  $19.66 //  $39.78 //  $55.94 // 
4459 //  Geom Cube //  $5.75 //  $7.47 //  $22.57 // 
38440 //  Geom Cube [Long Box] //  $10.24 //  $14.54 //  $40.96 // 
4460 //  Gex //  $7.63 //  $9.99 //  $104.04 // 
4461 //  Gex 3: Deep Cover Gecko //  $6.77 //  $11.49 //  $39.68 // 
4462 //  Gex Enter the Gecko //  $10.00 //  $16.99 //  $48.41 // 
38441 //  Gex [Long Box] //  $17.97 //  $22.47 //  $58.71 // 
4463 //  Ghost in the Shell //  $25.83 //  $58.57 //  $112.04 // 
4464 //  Glover //  $7.79 //  $11.99 //  $21.39 // 
38442 //  Goal Storm //  $8.63 //  $13.04 //  $79.09 // 
4465 //  "Goal Storm 97" //  $13.33 //  $28.78 //  $39.70 // 
4466 //  Gold and Glory The Road to El Dorado //  $5.49 //  $9.56 //  $20.79 // 
12635 //  Golden Nugget //  $3.21 //  $4.29 //  $18.90 // 
4467 //  Golden Tee Golf //  $8.21 //  $12.92 //  $24.73 // 
4468 //  Gran Turismo //  $4.86 //  $10.15 //  $20.55 // 
4469 //  Gran Turismo 2 //  $4.62 //  $10.50 //  $33.20 // 
37642 //  Gran Turismo 2 [Greatest Hits] //  $4.49 //  $7.80 //  $25.43 // 
37641 //  Gran Turismo [Greatest Hits] //  $4.97 //  $7.71 //  $30.00 // 
35759 //  Grand Slam //  $5.54 //  $5.54 //  $21.08 // 
12636 //  Grand Theft Auto //  $6.45 //  $13.47 //  $37.47 // 
63128 //  "Grand Theft Auto (GTA) [Collectors Edition]" //   //   //   // 
4470 //  Grand Theft Auto 2 //  $5.95 //  $8.28 //  $24.85 // 
63127 //  "Grand Theft Auto 2 [Collectors Edition]" //  $15.00 //  $15.00 //  $109.00 // 
37644 //  Grand Theft Auto 2 [Greatest Hits] //  $1.34 //  $8.96 //  $17.51 // 
4471 //  "Grand Theft Auto Collectors Edition" //  $10.38 //  $26.00 //  $59.97 // 
4472 //  "Grand Theft Auto Directors Cut" //  $9.23 //  $14.35 //  $155.27 // 
12637 //  Grand Theft Auto Mission Pack #1 London //  $6.12 //  $8.95 //  $25.99 // 
63126 //  "Grand Theft Auto Mission Pack #1: London 1969 [Collectors Edition]" //  $4.00 //  $6.00 //  $15.60 // 
37643 //  Grand Theft Auto [Greatest Hits] //  $6.99 //  $9.25 //  $25.73 // 
4473 //  Grandia //  $31.05 //  $38.23 //  $128.24 // 
9061 //  Granstream Saga //  $8.10 //  $14.95 //  $38.97 // 
58011 //  Gray Dual Analog Controller //  $41.57 //  $46.32 //  $99.99 // 
10395 //  Gray Dual Shock Controller //  $11.50 //  $17.25 //  $46.00 // 
12638 //  Grid Runner //  $3.82 //  $7.71 //  $19.99 // 
12639 //  Grind Session //  $4.37 //  $8.50 //  $18.05 // 
12640 //  Grudge Warriors //  $3.59 //  $5.89 //  $12.63 // 
4475 //  "Guardians Crusade" //  $13.49 //  $29.97 //  $61.12 // 
4476 //  Gubble //  $3.85 //  $5.78 //  $8.64 // 
12641 //  Guilty Gear //  $24.74 //  $45.58 //  $126.11 // 
4477 //  Gundam Battle Assault //  $10.84 //  $15.00 //  $56.75 // 
4478 //  Gundam Battle Assault 2 //  $10.50 //  $19.40 //  $50.22 // 
4479 //  Gunfighter The Legend of Jesse James //  $5.06 //  $6.21 //  $10.00 // 
32531 //  "Gunners Heaven [Japan]" //  $25.42 //  $45.32 //   // 
4480 //  Gunship //  $4.37 //  $7.34 //  $43.66 // 
38443 //  Gunship [Long Box] //  $5.88 //  $12.14 //  $23.52 // 
4483 //  HBO Boxing //  $4.78 //  $5.24 //  $9.32 // 
18597 //  "HardBall 99" //  $3.81 //  $4.38 //  $11.54 // 
18496 //  HardBall 5 //  $3.70 //  $6.07 //  $14.81 // 
38444 //  HardBall 5 [Long Box] //  $7.80 //  $11.10 //  $31.20 // 
4481 //  Harry Potter Chamber of Secrets //  $6.82 //  $10.28 //  $29.99 // 
4482 //  Harry Potter Sorcerers Stone //  $4.87 //  $9.48 //  $28.93 // 
49715 //  Harry Potter Sorcerers Stone [Greatest Hits] //  $4.63 //  $7.52 //  $18.52 // 
12642 //  Harvest Moon Back to Nature //  $18.78 //  $29.99 //  $96.18 // 
4484 //  Heart of Darkness //  $13.55 //  $28.00 //  $72.47 // 
4485 //  Hellboy Asylum Seeker //  $13.00 //  $15.45 //  $34.34 // 
10586 //  Hello Kitty Cube Frenzy //  $4.30 //  $6.81 //  $15.00 // 
13702 //  "Hercs Adventures" //  $49.92 //  $85.00 //  $169.42 // 
4486 //  Hercules //  $12.25 //  $19.37 //  $46.24 // 
12643 //  Hexen //  $9.28 //  $18.42 //  $32.20 // 
12644 //  Hi Octane //  $7.44 //  $13.54 //  $31.21 // 
38445 //  Hi Octane [Long Box] //  $10.68 //  $14.59 //  $42.72 // 
12645 //  High Heat Baseball 2000 //  $3.99 //  $4.44 //  $7.99 // 
12646 //  High Heat Baseball 2002 //  $3.01 //  $4.29 //  $11.77 // 
12647 //  Hogs of War //  $23.29 //  $42.81 //  $93.12 // 
4487 //  Hooters Road Trip //  $4.57 //  $9.47 //  $16.95 // 
11947 //  Hoshigami Ruining Blue Earth //  $18.21 //  $37.03 //  $83.05 // 
4488 //  Hot Shots Golf //  $5.49 //  $9.00 //  $17.12 // 
4489 //  Hot Shots Golf 2 //  $6.43 //  $9.99 //  $25.12 // 
14562 //  Hot Wheels Extreme Racing //  $5.42 //  $8.75 //  $21.87 // 
4490 //  Hot Wheels Turbo Racing //  $6.59 //  $11.95 //  $34.95 // 
49716 //  Hot Wheels Turbo Racing [Greatest Hits] //  $46.24 //  $49.99 //  $184.96 // 
14304 //  Hugo The Evil Mirror //  $5.85 //  $8.59 //  $19.95 // 
4491 //  Hydro Thunder //  $9.75 //  $12.99 //  $39.00 // 
12648 //  IHRA Drag Racing //  $2.84 //  $4.61 //  $6.50 // 
4501 //  ISS Pro 98 //  $33.70 //  $50.19 //  $63.84 // 
4502 //  ISS Pro Evolution //  $40.89 //  $123.03 //  $124.95 // 
9139 //  Impact Racing //  $5.42 //  $15.00 //  $25.71 // 
4492 //  In Cold Blood //  $5.65 //  $32.25 //  $32.44 // 
4493 //  In the Hunt //  $45.36 //  $89.51 //  $122.25 // 
38446 //  In the Hunt [Long Box] //  $55.00 //  $91.92 //  $245.06 // 
4494 //  Incredible Crisis //  $14.99 //  $27.99 //  $53.74 // 
4495 //  Incredible Hulk The Pantheon Saga //  $5.85 //  $10.31 //  $30.24 // 
12649 //  Independence Day //  $4.18 //  $5.34 //  $18.11 // 
4496 //  Inspector Gadget //  $3.65 //  $5.92 //  $14.16 // 
4497 //  Intelligent Qube //  $26.70 //  $34.94 //  $109.21 // 
65601 //  Interactive CD Sampler Disk Volume 4 //   //   //   // 
67651 //  Interactive CD Sampler Disk Volume 5 //   //   //   // 
58232 //  Interactive Sampler CD Vol 6 //   //   //   // 
66671 //  Interactive Sampler CD Vol 7 //   //   //   // 
12652 //  International Track & Field //  $5.08 //  $7.93 //  $13.54 // 
38447 //  International Track & Field [Long Box] //  $6.50 //  $9.75 //  $25.47 // 
12651 //  International Track and Field 2000 //  $3.97 //  $5.71 //  $12.45 // 
12650 //  Interplay Sports Baseball 2000 //  $4.00 //  $5.63 //  $19.99 // 
4498 //  Inuyasha A Feudal Fairy Tale //  $9.49 //  $12.99 //  $24.54 // 
12653 //  Invasion from Beyond //  $4.00 //  $7.22 //  $12.90 // 
4500 //  Iron Man X-O Manowar in Heavy Metal //  $9.71 //  $12.59 //  $47.04 // 
12654 //  Iron Soldier 3 //  $8.00 //  $14.71 //  $20.50 // 
12655 //  Irritating Stick //  $10.41 //  $21.29 //  $26.49 // 
12906 //  Italian Job //  $3.25 //  $4.15 //  $7.87 // 
4503 //  "Jackie Chans Stunt Master" //  $22.24 //  $49.98 //  $49.99 // 
4504 //  Jade Cocoon Story of the Tamamayu //  $19.99 //  $31.67 //  $90.47 // 
4505 //  Jarret and Labonte Stock Car Racing //  $2.49 //  $4.36 //  $8.00 // 
4506 //  Jeopardy //  $3.26 //  $4.14 //  $12.14 // 
4507 //  Jeopardy 2nd Edition //  $3.05 //  $3.57 //  $7.92 // 
12657 //  Jeremy McGrath Supercross 2000 //  $3.42 //  $5.00 //  $9.09 // 
12656 //  Jeremy McGrath Supercross 98 //  $3.29 //  $3.65 //  $9.99 // 
49717 //  Jeremy McGrath Supercross 98 [Greatest Hits] //  $1.35 //  $2.03 //  $5.24 // 
4508 //  Jersey Devil //  $18.92 //  $32.51 //  $121.19 // 
12732 //  Jet Moto //  $4.44 //  $6.68 //  $20.35 // 
12733 //  Jet Moto 2 //  $4.24 //  $6.96 //  $18.05 // 
45710 //  Jet Moto 2 [Greatest Hits] //  $4.01 //  $7.15 //  $26.99 // 
4509 //  Jet Moto 3 //  $5.86 //  $7.03 //  $33.53 // 
49718 //  Jet Moto [Greatest Hits] //  $4.49 //  $6.45 //  $17.96 // 
4510 //  Jigsaw Madness //  $3.65 //  $5.05 //  $6.98 // 
16386 //  "Jimmy Johnsons VR Football 98" //  $1.86 //  $6.50 //  $7.44 // 
14584 //  "Jimmy Whites 2 Cueball" //  $2.40 //  $2.55 //  $5.79 // 
4511 //  "JoJos Bizarre Adventure" //  $110.00 //  $188.86 //  $237.50 // 
12734 //  Johnny Bazookatone //  $7.94 //  $14.65 //  $35.00 // 
38448 //  Johnny Bazookatone [Long Box] //  $17.16 //  $23.94 //  $68.65 // 
12735 //  Judge Dredd //  $5.35 //  $8.30 //  $19.88 // 
10587 //  Juggernaut //  $15.99 //  $45.50 //  $65.00 // 
4515 //  JumpStart Wildlife Safari //  $3.51 //  $5.98 //  $14.00 // 
4512 //  Jumping Flash //  $22.12 //  $34.18 //  $79.94 // 
4513 //  Jumping Flash 2 //  $14.03 //  $25.58 //  $42.78 // 
38449 //  Jumping Flash [Long Box] //  $29.32 //  $43.00 //  $117.29 // 
4516 //  Jungle Book Rhythm n Groove //  $5.06 //  $7.00 //  $19.99 // 
4517 //  Jupiter Strike //  $6.38 //  $11.68 //  $31.70 // 
38450 //  Jupiter Strike [Long Box] //  $8.73 //  $13.08 //  $34.17 // 
13705 //  K-1 Grand Prix //  $4.95 //  $12.75 //  $29.99 // 
12736 //  K-1 Revenge //  $4.86 //  $7.12 //  $12.50 // 
12737 //  K-1 the Arena Fighters //  $4.76 //  $5.62 //  $26.14 // 
67366 //  K9.5: Live in Airedale //   //   //   // 
67364 //  K9.5: We Are the Dogs //   //   //   // 
67365 //  K9.5: Web Tunes //   //   //   // 
4518 //  Kagero Deception II //  $14.63 //  $24.35 //  $49.09 // 
4520 //  Kartia Word of Fate //  $15.04 //  $47.05 //  $123.33 // 
4521 //  Kensei Sacred Fist //  $15.99 //  $29.00 //  $101.89 // 
12738 //  Kickboxing //  $3.03 //  $4.64 //  $7.30 // 
12739 //  Kileak the DNA Imperative //  $5.02 //  $12.23 //  $20.01 // 
12740 //  Killer Loop //  $3.00 //  $5.97 //  $10.87 // 
12741 //  Killing Zone //  $6.39 //  $12.99 //  $18.99 // 
10745 //  King of Fighters 95 //  $11.96 //  $24.50 //  $84.99 // 
4523 //  King of Fighters 99 //  $7.72 //  $12.99 //  $30.42 // 
4524 //  "Kings Field" //  $19.10 //  $42.31 //  $104.00 // 
4525 //  "Kings Field 2" //  $18.99 //  $31.12 //  $84.53 // 
38451 //  "Kings Field [Long Box]" //  $30.57 //  $47.32 //  $159.98 // 
4526 //  "Kingsleys Adventures" //  $19.99 //  $27.46 //  $63.58 // 
4527 //  Kiss Pinball //  $4.10 //  $5.99 //  $9.88 // 
12742 //  Klonoa Door to Phantomile //  $89.74 //  $175.00 //  $364.33 // 
12743 //  Knockout Kings //  $3.99 //  $4.16 //  $15.95 // 
12744 //  Knockout Kings 2000 //  $3.84 //  $4.22 //  $18.19 // 
4528 //  Knockout Kings 2001 //  $3.51 //  $4.96 //  $13.16 // 
63100 //  Kokumeikan Trap Simulation Game //   //   //   // 
12745 //  Konami Arcade Classics //  $21.69 //  $32.15 //  $65.67 // 
7370 //  Koudelka //  $48.50 //  $89.67 //  $191.25 // 
12746 //  Krazy Ivan //  $7.79 //  $10.36 //  $46.77 // 
38452 //  Krazy Ivan [Long Box] //  $10.17 //  $14.89 //  $117.00 // 
4529 //  "Kurt Warners Arena Football Unleashed" //  $5.05 //  $7.99 //  $16.73 // 
4537 //  LEGO Island 2 //  $7.57 //  $11.40 //  $24.99 // 
10454 //  LEGO Racers //  $6.99 //  $10.49 //  $20.90 // 
4538 //  LEGO Rock Raiders //  $6.93 //  $14.12 //  $26.39 // 
33012 //  LSD: Dream Emulator [Japan] //  $202.51 //  $202.51 //   // 
4530 //  Land Before Time Big Water Adventure //  $4.46 //  $6.22 //  $10.50 // 
4531 //  Land Before Time Great Valley Racing Adventure //  $4.60 //  $4.85 //  $8.25 // 
4532 //  Land Before Time Return to the Great Valley //  $4.50 //  $6.05 //  $12.76 // 
12747 //  Largo Winch //  $3.29 //  $4.17 //  $6.46 // 
12748 //  League of Pain //  $3.89 //  $7.38 //  $11.38 // 
14578 //  "Legacy of Kain Collectors Edition" //  $12.48 //  $17.43 //  $37.77 // 
4533 //  Legacy of Kain Soul Reaver //  $8.77 //  $15.50 //  $52.14 // 
37645 //  Legacy of Kain Soul Reaver [Greatest Hits] //  $9.99 //  $14.70 //  $40.02 // 
4534 //  Legend of Dragoon //  $12.16 //  $36.99 //  $73.12 // 
37684 //  Legend of Dragoon [Greatest Hits] //  $10.46 //  $19.99 //  $64.40 // 
4535 //  Legend of Legaia //  $22.87 //  $35.00 //  $133.33 // 
4536 //  Legend of Mana //  $23.02 //  $38.46 //  $100.00 // 
4539 //  Lemmings 3D //  $9.05 //  $13.29 //  $100.03 // 
38453 //  Lemmings 3D [Long Box] //  $12.00 //  $15.94 //  $297.69 // 
12749 //  Lemmings and Oh No More Lemmings //  $6.97 //  $11.68 //  $45.01 // 
4540 //  Lethal Enforcers 1 and 2 //  $17.74 //  $32.62 //  $50.24 // 
59567 //  Lightspan Adventures //   //   //   // 
4541 //  Lilo and Stitch //  $5.96 //  $8.62 //  $20.06 // 
4827 //  Little Mermaid II //  $7.19 //  $10.75 //  $30.00 // 
12750 //  Loaded //  $9.45 //  $12.54 //  $35.91 // 
