4193 //  007 Racing //  $4.22 //  $4.74 //  $18.93 // 
12613 //  "Aquanauts Holiday" //  $8.00 //  $16.37 //  $45.43 // 
4216 //  Arc The Lad Collection //  $17.61 //  $73.41 //  $119.05 // 
12614 //  Arcade Party Pak //  $5.55 //  $8.35 //  $13.02 // 
4232 //  "Arcades Greatest Hits Atari Collection 1" //  $4.02 //  $6.00 //  $14.86 // 
8519 //  "Arcades Greatest Hits Atari Collection 2" //  $6.98 //  $7.92 //  $29.99 // 
4577 //  "Arcades Greatest Hits Midway Collection 2" //  $5.90 //  $8.75 //  $40.55 // 
4217 //  Area 51 //  $7.60 //  $13.88 //  $64.99 // 
4218 //  Armored Core //  $12.05 //  $19.99 //  $73.47 // 
12615 //  Armored Core Master of Arena //  $13.50 //  $23.96 //  $29.99 // 
4219 //  Armored Core Project Phantasma //  $13.74 //  $28.26 //  $116.01 // 
12616 //  Armorines Project SWARM //  $3.33 //  $8.52 //  $14.18 // 
12578 //  Army Men 3D //  $4.86 //  $6.84 //  $23.30 // 
62530 //  "Army Men 3D [Collectors Edition]" //  $3.98 //  $5.99 //  $15.57 // 
49703 //  Army Men 3D [Greatest Hits] //  $2.66 //  $3.99 //  $6.71 // 
4220 //  Army Men Air Attack //  $3.96 //  $5.99 //  $18.31 // 
4221 //  Army Men Air Attack 2 //  $4.57 //  $6.40 //  $21.99 // 
62532 //  "Army Men Air Attack [Collectors Edition]" //   //   //   // 
49704 //  Army Men Air Attack [Greatest Hits] //  $5.33 //  $8.00 //  $29.95 // 
4222 //  Army Men Gold //  $15.00 //  $23.13 //  $60.14 // 
12617 //  Army Men Green Rogue //  $4.78 //  $9.25 //  $21.35 // 
4228 //  "Army Men Sarges Heroes" //  $6.42 //  $7.99 //  $37.02 // 
12093 //  "Army Men Sarges Heroes 2" //  $6.48 //  $8.75 //  $25.92 // 
62531 //  "Army Men Sarges Heroes [Collectors Edition]" //  $9.33 //  $13.99 //  $36.37 // 
4224 //  Army Men World War //  $5.79 //  $8.20 //  $30.79 // 
4225 //  Army Men World War Final Front //  $6.97 //  $10.25 //  $28.48 // 
4226 //  Army Men World War Land Sea Air //  $5.99 //  $7.93 //  $37.04 // 
4227 //  Army Men World War Team Assault //  $4.64 //  $7.73 //  $20.09 // 
12618 //  Arthur Ready to Race //  $4.26 //  $5.98 //  $15.27 // 
12619 //  Assault Retribution //  $5.10 //  $9.99 //  $20.81 // 
4229 //  Assault Rigs //  $8.07 //  $9.65 //  $53.61 // 
38414 //  Assault Rigs [Long Box] //  $11.99 //  $14.47 //  $120.00 // 
4230 //  Asteroids //  $3.79 //  $5.99 //  $10.69 // 
37618 //  Asteroids [Greatest Hits] //  $2.89 //  $4.55 //  $11.57 // 
4231 //  Atari Anniversary Redux //  $3.67 //  $4.17 //  $11.31 // 
4233 //  Atlantis The Lost Empire //  $7.96 //  $13.97 //  $23.82 // 
12621 //  Austin Powers Pinball //  $3.40 //  $4.93 //  $6.60 // 
4236 //  Auto Destruct //  $7.17 //  $10.97 //  $27.20 // 
12658 //  Azure Dreams //  $36.93 //  $55.37 //  $114.62 // 
12659 //  BRAHMA Force the Assault on Beltlogger 9 //  $4.99 //  $8.61 //  $19.73 // 
4237 //  Backstreet Billiards //  $7.23 //  $9.59 //  $17.42 // 
12660 //  Backyard Soccer //  $2.99 //  $4.49 //  $9.30 // 
12661 //  Baldies //  $5.27 //  $8.50 //  $11.96 // 
12662 //  Ball Breakers //  $2.75 //  $4.85 //  $8.14 // 
12663 //  Ballblazer Champions //  $3.99 //  $6.16 //  $10.00 // 
4238 //  Ballerburg Castle Chaos //  $4.78 //  $5.96 //  $9.15 // 
12664 //  Ballistic //  $4.45 //  $7.00 //  $16.64 // 
12665 //  Barbie Explorer //  $5.57 //  $11.80 //  $25.57 // 
4239 //  Barbie Gotta Have Games //  $3.39 //  $6.39 //  $7.15 // 
4240 //  Barbie Race and Ride //  $3.94 //  $5.91 //  $12.87 // 
4241 //  Barbie Super Sports //  $4.17 //  $6.44 //  $8.90 // 
19220 //  Bases Loaded 96: Double Header //  $5.04 //  $10.55 //  $26.57 // 
4242 //  Bass Championship //  $3.94 //  $5.90 //  $12.99 // 
4243 //  Bass Landing //  $7.44 //  $15.75 //  $37.29 // 
12666 //  Bass Rise //  $3.51 //  $6.99 //  $15.48 // 
4245 //  Batman Beyond //  $8.55 //  $15.00 //  $38.35 // 
4246 //  Batman Forever Arcade //  $53.91 //  $104.11 //  $208.53 // 
4247 //  Batman Gotham City Racer //  $10.34 //  $22.38 //  $48.15 // 
4244 //  Batman and Robin //  $12.94 //  $16.97 //  $94.89 // 
4248 //  Battle Arena Toshinden //  $4.46 //  $9.62 //  $66.56 // 
4249 //  Battle Arena Toshinden 2 //  $7.44 //  $13.66 //  $105.90 // 
38418 //  Battle Arena Toshinden 2 [Long Box] //  $19.99 //  $20.48 //  $699.99 // 
4250 //  Battle Arena Toshinden 3 //  $10.59 //  $19.41 //  $96.40 // 
37619 //  Battle Arena Toshinden [Greatest Hits] //  $5.00 //  $10.59 //  $20.00 // 
38417 //  Battle Arena Toshinden [Long Box] //  $9.99 //  $15.00 //  $189.06 // 
63132 //  Battle Arena Toshinden [Not for Resale] //  $11.01 //  $13.99 //  $44.04 // 
4251 //  Battle Hunter //  $8.86 //  $10.98 //  $19.99 // 
12667 //  Battle Stations //  $3.34 //  $5.93 //  $10.40 // 
34013 //  Battlesport //  $7.79 //  $18.04 //  $42.65 // 
4252 //  Battletanx Global Assault //  $5.51 //  $7.43 //  $19.01 // 
4253 //  Bear in the Big Blue House //  $4.03 //  $5.95 //  $10.17 // 
4254 //  Beast Wars Transformers //  $7.51 //  $15.35 //  $49.30 // 
12668 //  Beyblade Let It Rip //  $2.98 //  $5.30 //  $9.32 // 
4255 //  Beyond the Beyond //  $12.11 //  $29.57 //  $117.69 // 
13963 //  Big Air //  $2.81 //  $4.40 //  $6.69 // 
4256 //  Big Bass Fishing //  $3.98 //  $4.73 //  $8.41 // 
4257 //  Big Bass World Championship //  $3.09 //  $5.97 //  $15.52 // 
4258 //  Big Game Hunter Ultimate Challenge //  $3.01 //  $4.85 //  $8.95 // 
14348 //  Big League Slugger Baseball //  $3.58 //  $6.25 //  $8.06 // 
4259 //  "Big Ol Bass" //  $7.62 //  $8.16 //  $19.33 // 
14396 //  "Big Ol Bass 2" //  $7.95 //  $9.99 //  $31.80 // 
49713 //  "Big Ol Bass [Greatest Hits]" //   //   //   // 
12669 //  Big Strike Bowling //  $3.15 //  $5.74 //  $8.46 // 
4260 //  Billiards //  $3.50 //  $4.50 //  $9.60 // 
12670 //  Biofreaks //  $5.48 //  $8.49 //  $25.54 // 
12671 //  Black Bass/Blue Marlin //  $4.01 //  $7.97 //  $22.84 // 
12672 //  Black Dawn //  $4.69 //  $6.36 //  $13.00 // 
4261 //  Blade //  $9.15 //  $16.72 //  $23.68 // 
4262 //  Blast Chamber //  $7.31 //  $12.25 //  $26.25 // 
12673 //  Blast Lacrosse //  $6.99 //  $11.28 //  $29.32 // 
12674 //  Blast Radius //  $4.04 //  $5.99 //  $12.79 // 
12675 //  Blaster Master Blasting Again //  $5.14 //  $8.50 //  $17.61 // 
12676 //  Blasto //  $9.82 //  $16.55 //  $64.41 // 
4263 //  Blazing Dragons //  $8.00 //  $16.07 //  $36.88 // 
4265 //  Blockids //  $5.13 //  $8.93 //  $13.53 // 
4266 //  Blood Omen //  $10.95 //  $18.50 //  $50.76 // 
4267 //  Bloody Roar //  $13.99 //  $21.96 //  $88.47 // 
4268 //  Bloody Roar 2 //  $13.48 //  $24.45 //  $60.48 // 
4269 //  "Blues Clues Blues Big Musical" //  $3.27 //  $7.00 //  $9.67 // 
4270 //  Bob the Builder Can We Fix It //  $2.70 //  $4.02 //  $8.34 // 
12677 //  Bogey Dead 6 //  $3.64 //  $7.51 //  $45.99 // 
12678 //  Bomberman Fantasy Race //  $18.43 //  $25.46 //  $67.36 // 
4271 //  Bomberman Party Edition //  $8.90 //  $12.54 //  $32.07 // 
4272 //  Bomberman World //  $8.50 //  $20.25 //  $57.74 // 
4273 //  Bombing Islands //  $3.43 //  $5.13 //  $10.31 // 
4274 //  Boombots //  $7.99 //  $13.34 //  $30.03 // 
15000 //  Bottom of the 9th //  $5.09 //  $6.52 //  $26.00 // 
18499 //  "Bottom of the 9th 97" //  $6.23 //  $7.55 //  $10.49 // 
20099 //  Bottom of the 9th 99 //  $2.91 //  $4.83 //  $5.49 // 
38456 //  Bottom of the 9th [Long Box] //  $6.67 //  $10.61 //  $26.00 // 
12679 //  Bowling //  $2.98 //  $4.89 //  $7.66 // 
12680 //  Boxing //  $3.73 //  $4.99 //  $5.23 // 
4275 //  Brain Dead 13 //  $24.95 //  $41.98 //  $132.13 // 
38419 //  Brain Dead 13 [Long Box] //  $33.33 //  $50.00 //  $519.99 // 
4276 //  Bratz //  $3.63 //  $4.09 //  $11.76 // 
4277 //  Brave Fencer Musashi //  $32.03 //  $63.98 //  $131.85 // 
4278 //  Bravo Air Race //  $5.17 //  $8.10 //  $22.49 // 
4279 //  Breakout //  $4.99 //  $7.01 //  $13.99 // 
4280 //  Breath of Fire 3 //  $22.83 //  $39.50 //  $119.33 // 
4281 //  Breath of Fire IV //  $28.98 //  $51.50 //  $121.98 // 
4282 //  Brigandine The Legend of Forsena //  $83.64 //  $133.69 //  $189.76 // 
12681 //  Broken Helix //  $5.80 //  $9.50 //  $14.63 // 
4283 //  Broken Sword 2 //  $6.13 //  $12.15 //  $29.76 // 
4284 //  Broken Sword The Shadow of the Templars //  $7.65 //  $17.85 //  $55.10 // 
4285 //  Brunswick Circuit Pro Bowling //  $5.73 //  $7.42 //  $23.95 // 
4286 //  Brunswick Circuit Pro Bowling 2 //  $6.60 //  $9.30 //  $18.26 // 
4287 //  Bubble Bobble Featuring Rainbow Islands //  $13.71 //  $19.49 //  $48.00 // 
7284 //  Bubsy 3D //  $10.00 //  $16.99 //  $29.99 // 
12682 //  Bug Riders //  $4.79 //  $8.61 //  $10.14 // 
4289 //  Bugs Bunny Lost in Time //  $12.88 //  $22.00 //  $42.03 // 
4288 //  Bugs Bunny and Taz Time Busters //  $11.95 //  $18.05 //  $64.27 // 
4291 //  Builders Block //  $7.97 //  $16.31 //  $27.20 // 
4292 //  Burning Road //  $5.60 //  $7.74 //  $23.14 // 
12683 //  BursTrick Wakeboarding //  $2.40 //  $3.71 //  $5.88 // 
4293 //  Bushido Blade //  $10.76 //  $20.00 //  $105.73 // 
4294 //  Bushido Blade 2 //  $13.00 //  $20.38 //  $52.99 // 
4295 //  Bust A Groove //  $25.43 //  $38.85 //  $93.12 // 
4296 //  Bust A Groove 2 //  $42.18 //  $67.35 //  $167.50 // 
4297 //  Bust-A-Move 2 //  $6.67 //  $10.63 //  $74.55 // 
38420 //  Bust-A-Move 2 [Long Box] //  $8.58 //  $15.34 //  $34.32 // 
4298 //  Bust-A-Move 4 //  $7.15 //  $9.92 //  $32.79 // 
4299 //  Bust-A-Move 99 //  $5.71 //  $8.50 //  $40.82 // 
4300 //  Buster Bros. Collection //  $11.91 //  $17.95 //  $47.67 // 
4301 //  Buzz Lightyear of Star Command //  $6.27 //  $8.64 //  $20.96 // 
14077 //  C-12 Final Resistance //  $4.08 //  $6.21 //  $8.48 // 
12684 //  CART World Series //  $2.89 //  $6.70 //  $18.95 // 
4340 //  CTR Crash Team Racing //  $8.47 //  $14.99 //  $55.99 // 
53920 //  "CTR Crash Team Racing [Collectors Edition]" //  $10.55 //  $16.11 //  $42.51 // 
37621 //  CTR Crash Team Racing [Greatest Hits] //  $8.96 //  $13.55 //  $55.06 // 
4303 //  "Cabelas Ultimate Deer Hunt" //  $3.11 //  $6.11 //  $12.39 // 
12685 //  "Caesars Palace" //  $2.90 //  $4.14 //  $8.35 // 
7286 //  "Caesars Palace 2" //  $3.20 //  $4.85 //  $17.95 // 
12686 //  "Caesars Palace 2000" //  $3.29 //  $4.83 //  $12.41 // 
4304 //  Capcom vs SNK Pro //  $17.98 //  $37.34 //  $85.57 // 
14287 //  Car and Driver Presents Grand Tour Racing 98 //  $3.42 //  $4.73 //  $9.99 // 
12687 //  Card Games //  $3.13 //  $4.29 //  $6.16 // 
4305 //  Cardinal Syn //  $6.21 //  $7.22 //  $17.95 // 
4306 //  Carnage Heart //  $17.15 //  $28.50 //  $35.50 // 
4307 //  Casper //  $4.32 //  $6.89 //  $35.79 // 
4308 //  Casper Friends Around the World //  $4.68 //  $5.37 //  $21.07 // 
37620 //  Casper [Greatest Hits] //  $7.00 //  $9.74 //  $29.99 // 
4309 //  Castlevania Chronicles //  $58.00 //  $100.00 //  $186.43 // 
4310 //  Castlevania Symphony of the Night //  $40.70 //  $73.37 //  $158.41 // 
37589 //  Castlevania Symphony of the Night [Greatest Hits] //  $42.92 //  $63.97 //  $135.36 // 
12688 //  Castrol Honda Superbike Racing //  $4.12 //  $4.76 //  $9.99 // 
4313 //  Centipede //  $5.14 //  $7.00 //  $15.00 // 
12690 //  Championship Motocross //  $3.58 //  $5.60 //  $9.99 // 
4314 //  Championship Motocross 2001 //  $3.85 //  $9.99 //  $18.95 // 
12689 //  Championship Surfer //  $2.92 //  $4.95 //  $5.33 // 
12904 //  Chess //  $3.01 //  $3.60 //  $8.73 // 
4315 //  Chessmaster 3D //  $3.49 //  $5.49 //  $40.10 // 
38421 //  Chessmaster 3D [Long Box] //  $4.99 //  $12.70 //  $19.96 // 
4316 //  Chessmaster II //  $5.89 //  $7.07 //  $23.60 // 
4317 //  Chicken Run //  $6.49 //  $12.37 //  $18.34 // 
4318 //  Chocobo Racing //  $22.24 //  $40.53 //  $90.02 // 
4319 //  "Chocobos Dungeon 2" //  $15.51 //  $49.23 //  $97.00 // 
8733 //  Chronicles of the Sword //  $6.21 //  $8.91 //  $24.84 // 
4320 //  Chrono Cross //  $7.00 //  $16.86 //  $24.32 // 
37587 //  Chrono Cross [Greatest Hits] //  $6.04 //  $10.99 //  $14.00 // 
4321 //  Circuit Breakers //  $6.60 //  $11.98 //  $27.85 // 
4322 //  Civilization II //  $10.00 //  $15.00 //  $36.17 // 
39951 //  Clear Blue Dual Shock Controller //  $12.00 //  $18.00 //  $48.00 // 
53813 //  Clear Dual Shock Controller //  $11.50 //  $17.25 //  $46.00 // 
39950 //  Clear Green Dual Shock Controller //  $12.00 //  $17.99 //  $48.00 // 
58121 //  Clear Red Dual Shock Controller //   //   //   // 
12691 //  "Cleopatras Fortune" //  $4.63 //  $6.58 //  $7.84 // 
4323 //  Clock Tower //  $44.26 //  $83.84 //  $399.99 // 
4324 //  Clock Tower 2 //  $65.00 //  $135.00 //  $206.71 // 
12692 //  Codename Tenka //  $6.50 //  $12.21 //  $37.50 // 
18581 //  Colin McRae Rally //  $6.69 //  $9.93 //  $26.26 // 
4325 //  Colin Mcrae Rally 2.0 //  $18.78 //  $35.58 //  $37.56 // 
12585 //  Collection of Intellivision Classic Games //  $5.00 //  $7.48 //  $12.99 // 
67582 //  "Collectors Edition: 007: Racing & Medal of Honor & 007: Tomorrow Never Dies" //   //   //   // 
17615 //  College Slam //  $6.69 //  $9.49 //  $12.29 // 
38422 //  College Slam [Long Box] //  $4.51 //  $10.01 //  $18.04 // 
4326 //  Colony Wars //  $5.77 //  $10.00 //  $24.39 // 
4327 //  Colony Wars Red Sun //  $5.40 //  $7.91 //  $16.00 // 
4328 //  Colony Wars Vengeance //  $4.33 //  $8.38 //  $21.31 // 
4329 //  Command and Conquer //  $8.98 //  $10.27 //  $47.30 // 
4330 //  Command and Conquer Red Alert //  $12.44 //  $19.64 //  $48.75 // 
4332 //  Command and Conquer Red Alert Retaliation //  $9.68 //  $17.06 //  $39.20 // 
12693 //  Contender //  $3.08 //  $4.63 //  $9.25 // 
12694 //  Contender 2 //  $3.88 //  $4.69 //  $8.95 // 
4333 //  Contra Adventure //  $18.99 //  $45.00 //  $100.00 // 
4334 //  Contra Legacy of War //  $8.01 //  $14.99 //  $95.26 // 
12695 //  Cool Boarders //  $5.65 //  $8.50 //  $23.38 // 
12696 //  Cool Boarders 2 //  $4.12 //  $5.49 //  $27.77 // 
49705 //  Cool Boarders 2 [Greatest Hits] //  $2.94 //  $4.47 //  $9.95 // 
12698 //  Cool Boarders 2001 //  $3.23 //  $4.54 //  $8.75 // 
12697 //  Cool Boarders 3 //  $3.19 //  $6.53 //  $13.97 // 
49706 //  Cool Boarders 3 [Greatest Hits] //  $2.69 //  $4.99 //  $10.76 // 
13098 //  Cool Boarders 4 //  $3.25 //  $4.62 //  $6.77 // 
49707 //  Cool Boarders 4 [Greatest Hits] //  $3.83 //  $3.84 //  $9.98 // 
4335 //  Countdown Vampires //  $29.99 //  $50.73 //  $119.96 // 
12699 //  Courier Crisis //  $5.17 //  $9.92 //  $30.67 // 
7301 //  Covert Ops Nuclear Dawn //  $5.65 //  $8.96 //  $34.92 // 
4336 //  Crash Bandicoot //  $9.04 //  $20.83 //  $36.00 // 
4337 //  Crash Bandicoot 2 Cortex Strikes Back //  $6.87 //  $11.95 //  $39.99 // 
37613 //  Crash Bandicoot 2 Cortex Strikes Back [Greatest Hits] //  $7.00 //  $9.99 //  $23.02 // 
15026 //  "Crash Bandicoot Collectors Edition" //  $35.59 //  $41.21 //  $143.92 // 
4338 //  Crash Bandicoot Warped //  $6.66 //  $10.29 //  $43.82 // 
53919 //  "Crash Bandicoot Warped [Collectors Edition]" //  $9.74 //  $13.47 //  $36.37 // 
37591 //  Crash Bandicoot Warped [Greatest Hits] //  $5.94 //  $9.24 //  $50.37 // 
37590 //  Crash Bandicoot [Greatest Hits] //  $10.65 //  $17.95 //  $78.23 // 
4339 //  Crash Bash //  $8.99 //  $11.21 //  $52.50 // 
53918 //  "Crash Bash [Collectors Edition]" //  $10.37 //  $13.99 //  $37.73 // 
37622 //  Crash Bash [Greatest Hits] //  $9.90 //  $11.14 //  $40.75 // 
4341 //  Creatures //  $4.30 //  $6.63 //  $11.01 // 
4342 //  Creatures Raised In Space //  $4.97 //  $10.47 //  $10.80 // 
12700 //  Crime Killer //  $3.70 //  $7.27 //  $16.72 // 
4343 //  Critical Depth //  $3.79 //  $7.97 //  $14.47 // 
12701 //  Criticom //  $6.60 //  $7.73 //  $32.00 // 
38423 //  Criticom [Long Box] //  $8.57 //  $12.89 //  $49.99 // 
4344 //  Croc //  $6.26 //  $13.00 //  $35.84 // 
4345 //  Croc 2 //  $8.61 //  $14.95 //  $54.68 // 
37623 //  Croc [Greatest Hits] //  $5.69 //  $8.71 //  $31.00 // 
12702 //  Crossroad Crisis //  $3.41 //  $5.25 //  $6.49 // 
4346 //  Crusader-No Remorse //  $11.99 //  $26.36 //  $33.41 // 
4347 //  Crusaders of Might and Magic //  $3.98 //  $6.21 //  $14.97 // 
4348 //  Crypt Killer //  $13.24 //  $23.11 //  $46.50 // 
12703 //  Cubix Robots for Everyone Race N Robots //  $3.19 //  $4.05 //  $7.92 // 
4349 //  Cyber Sled //  $7.94 //  $10.88 //  $57.01 // 
38424 //  Cyber Sled [Long Box] //  $6.99 //  $14.50 //  $89.99 // 
12704 //  CyberSpeed //  $4.60 //  $7.77 //  $30.85 // 
38425 //  CyberSpeed [Long Box] //  $5.83 //  $8.75 //  $77.00 // 
12705 //  CyberTiger //  $2.49 //  $3.74 //  $9.96 // 
12706 //  Cyberia //  $5.02 //  $11.25 //  $37.04 // 
38426 //  Cyberia [Long Box] //  $10.92 //  $16.38 //  $73.41 // 
14051 //  D //  $12.43 //  $52.50 //  $121.00 // 
38427 //  D [Long Box] //  $47.50 //  $81.66 //  $190.00 // 
4350 //  Dance Dance Revolution //  $5.00 //  $8.99 //  $20.92 // 
4351 //  Dance Dance Revolution Bundle //  $10.09 //  $31.18 //  $277.94 // 
4352 //  Dance Dance Revolution Disney Mix //  $8.91 //  $13.59 //  $40.69 // 
4353 //  Dance Dance Revolution Konamix //  $4.89 //  $5.55 //  $18.73 // 
49708 //  Dance Dance Revolution Konamix [Greatest Hits] //  $5.30 //  $5.96 //  $11.41 // 
4354 //  Danger Girl //  $10.11 //  $15.17 //  $37.48 // 
12708 //  Dare Devil Derby 3D //  $3.01 //  $5.95 //  $19.99 // 
12709 //  Darklight Conflict //  $2.97 //  $8.35 //  $18.66 // 
4355 //  Darkstalkers 3 //  $23.67 //  $40.44 //  $84.68 // 
4356 //  Darkstalkers The Night Warriors //  $23.30 //  $71.15 //  $185.00 // 
38429 //  Darkstalkers The Night Warriors [Long Box] //  $32.23 //  $46.21 //  $128.36 // 
4357 //  Darkstone //  $5.01 //  $7.42 //  $19.99 // 
14363 //  Dave Mirra Freestyle BMX //  $4.79 //  $6.43 //  $35.29 // 
14140 //  Dave Mirra Freestyle BMX Maximum Remix //  $4.99 //  $10.52 //  $12.99 // 
49709 //  Dave Mirra Freestyle BMX [Greatest Hits] //  $3.99 //  $7.46 //  $7.99 // 
18699 //  David Beckham Soccer //  $3.92 //  $5.42 //  $10.84 // 
18630 //  Dead Ball Zone //  $4.21 //  $12.76 //  $39.69 // 
4358 //  Dead in the Water //  $4.89 //  $13.62 //  $26.74 // 
4359 //  Dead or Alive //  $10.79 //  $24.99 //  $94.83 // 
12710 //  Deathtrap Dungeon //  $6.04 //  $8.47 //  $23.91 // 
12711 //  Deception III Dark Delusion //  $21.59 //  $35.00 //  $62.99 // 
12707 //  Defcon 5 //  $5.06 //  $8.07 //  $27.00 // 
38430 //  Defcon 5 [Long Box] //  $8.89 //  $10.41 //  $35.56 // 
4360 //  Delta Force Urban Warfare //  $3.79 //  $6.54 //  $13.01 // 
4361 //  Demolition Racer //  $5.50 //  $9.85 //  $37.19 // 
13836 //  Descent //  $7.76 //  $14.11 //  $41.51 // 
4362 //  Descent Maximum //  $7.20 //  $9.99 //  $52.17 // 
38431 //  Descent [Long Box] //  $9.54 //  $13.47 //  $39.95 // 
4363 //  Destrega //  $11.76 //  $18.10 //  $36.34 // 
4364 //  Destruction Derby //  $4.93 //  $8.34 //  $31.99 // 
4365 //  Destruction Derby 2 //  $5.95 //  $7.77 //  $33.63 // 
37625 //  Destruction Derby 2 [Greatest Hits] //  $6.21 //  $9.98 //  $20.70 // 
4366 //  Destruction Derby Raw //  $7.71 //  $12.99 //  $30.90 // 
37624 //  Destruction Derby [Greatest Hits] //  $5.40 //  $7.01 //  $18.49 // 
38432 //  Destruction Derby [Long Box] //  $11.48 //  $11.89 //  $100.00 // 
4367 //  Detective Barbie The Mystery Cruise //  $4.68 //  $5.22 //  $9.25 // 
4368 //  Devil Dice //  $11.37 //  $14.61 //  $26.06 // 
4369 //  "Dexters Laboratory Mandarks Lab" //  $6.15 //  $9.09 //  $14.53 // 
4370 //  Diablo //  $36.88 //  $55.00 //  $340.50 // 
