4193 //  007 Racing //  $4.07 //  $7.00 //  $18.93 // 
4265 //  Blockids //  $5.13 //  $10.01 //  $13.53 // 
4266 //  Blood Omen //  $11.48 //  $17.27 //  $48.36 // 
4267 //  Bloody Roar //  $12.01 //  $22.86 //  $70.00 // 
4268 //  Bloody Roar 2 //  $12.62 //  $26.30 //  $59.59 // 
4269 //  "Blues Clues Blues Big Musical" //  $3.48 //  $6.06 //  $8.53 // 
4270 //  Bob the Builder Can We Fix It //  $2.63 //  $3.85 //  $6.55 // 
12677 //  Bogey Dead 6 //  $4.35 //  $6.40 //  $45.99 // 
12678 //  Bomberman Fantasy Race //  $17.50 //  $27.34 //  $71.11 // 
4271 //  Bomberman Party Edition //  $8.49 //  $12.13 //  $31.46 // 
4272 //  Bomberman World //  $8.00 //  $20.27 //  $59.52 // 
4273 //  Bombing Islands //  $3.41 //  $4.28 //  $11.86 // 
4274 //  Boombots //  $8.24 //  $11.75 //  $29.99 // 
15000 //  Bottom of the 9th //  $4.70 //  $7.54 //  $26.00 // 
18499 //  "Bottom of the 9th 97" //  $6.09 //  $6.48 //  $10.49 // 
20099 //  Bottom of the 9th 99 //  $2.91 //  $4.81 //  $6.48 // 
38456 //  Bottom of the 9th [Long Box] //  $6.67 //  $11.21 //  $26.00 // 
12679 //  Bowling //  $3.13 //  $4.68 //  $7.69 // 
12680 //  Boxing //  $4.14 //  $4.95 //  $4.97 // 
4275 //  Brain Dead 13 //  $24.92 //  $41.98 //  $132.13 // 
38419 //  Brain Dead 13 [Long Box] //  $26.78 //  $45.00 //  $106.97 // 
4276 //  Bratz //  $3.88 //  $4.63 //  $11.99 // 
4277 //  Brave Fencer Musashi //  $30.00 //  $55.00 //  $120.00 // 
4278 //  Bravo Air Race //  $5.33 //  $7.99 //  $22.49 // 
4279 //  Breakout //  $5.00 //  $8.15 //  $13.65 // 
4280 //  Breath of Fire 3 //  $19.91 //  $39.04 //  $129.00 // 
4281 //  Breath of Fire IV //  $28.16 //  $49.50 //  $129.94 // 
4282 //  Brigandine The Legend of Forsena //  $67.50 //  $122.77 //  $170.00 // 
12681 //  Broken Helix //  $5.59 //  $9.50 //  $14.75 // 
4283 //  Broken Sword 2 //  $6.52 //  $10.00 //  $29.15 // 
4284 //  Broken Sword The Shadow of the Templars //  $8.90 //  $11.11 //  $56.63 // 
4285 //  Brunswick Circuit Pro Bowling //  $4.60 //  $7.83 //  $23.95 // 
4286 //  Brunswick Circuit Pro Bowling 2 //  $6.62 //  $9.43 //  $21.84 // 
4287 //  Bubble Bobble Featuring Rainbow Islands //  $13.20 //  $18.47 //  $47.77 // 
7284 //  Bubsy 3D //  $11.07 //  $15.99 //  $29.99 // 
12682 //  Bug Riders //  $4.81 //  $9.16 //  $10.00 // 
4289 //  Bugs Bunny Lost in Time //  $12.69 //  $19.68 //  $41.57 // 
4288 //  Bugs Bunny and Taz Time Busters //  $11.60 //  $24.95 //  $65.65 // 
4291 //  Builders Block //  $8.04 //  $14.97 //  $27.20 // 
4292 //  Burning Road //  $5.43 //  $8.35 //  $21.72 // 
12683 //  BursTrick Wakeboarding //  $2.16 //  $3.27 //  $5.87 // 
4293 //  Bushido Blade //  $12.48 //  $19.99 //  $108.44 // 
4294 //  Bushido Blade 2 //  $13.49 //  $21.20 //  $53.67 // 
4295 //  Bust A Groove //  $25.92 //  $39.99 //  $93.55 // 
4296 //  Bust A Groove 2 //  $42.30 //  $69.00 //  $136.25 // 
4297 //  Bust-A-Move 2 //  $7.05 //  $10.45 //  $74.55 // 
38420 //  Bust-A-Move 2 [Long Box] //  $8.58 //  $15.47 //  $34.32 // 
4298 //  Bust-A-Move 4 //  $6.84 //  $11.23 //  $32.79 // 
4299 //  Bust-A-Move 99 //  $5.88 //  $8.99 //  $40.96 // 
4300 //  Buster Bros. Collection //  $12.11 //  $18.75 //  $48.60 // 
4301 //  Buzz Lightyear of Star Command //  $5.56 //  $9.32 //  $21.96 // 
14077 //  C-12 Final Resistance //  $4.09 //  $6.60 //  $8.53 // 
12684 //  CART World Series //  $2.89 //  $5.84 //  $18.95 // 
4340 //  CTR Crash Team Racing //  $9.97 //  $17.61 //  $55.48 // 
53920 //  "CTR Crash Team Racing [Collectors Edition]" //  $10.22 //  $17.31 //  $42.51 // 
37621 //  CTR Crash Team Racing [Greatest Hits] //  $9.28 //  $14.86 //  $55.04 // 
4303 //  "Cabelas Ultimate Deer Hunt" //  $3.63 //  $5.89 //  $12.63 // 
12685 //  "Caesars Palace" //  $3.59 //  $4.20 //  $8.95 // 
7286 //  "Caesars Palace 2" //  $3.20 //  $4.76 //  $17.95 // 
12686 //  "Caesars Palace 2000" //  $3.36 //  $4.21 //  $13.00 // 
4304 //  Capcom vs SNK Pro //  $18.49 //  $37.75 //  $82.40 // 
14287 //  Car and Driver Presents Grand Tour Racing 98 //  $3.42 //  $4.64 //  $9.99 // 
12687 //  Card Games //  $3.13 //  $4.49 //  $5.74 // 
4305 //  Cardinal Syn //  $6.21 //  $7.99 //  $15.41 // 
4306 //  Carnage Heart //  $17.15 //  $28.50 //  $35.50 // 
4307 //  Casper //  $5.13 //  $7.14 //  $38.03 // 
4308 //  Casper Friends Around the World //  $4.69 //  $4.76 //  $21.28 // 
37620 //  Casper [Greatest Hits] //  $6.33 //  $9.68 //  $22.83 // 
4309 //  Castlevania Chronicles //  $59.92 //  $97.00 //  $188.77 // 
4310 //  Castlevania Symphony of the Night //  $40.09 //  $76.11 //  $131.98 // 
37589 //  Castlevania Symphony of the Night [Greatest Hits] //  $43.63 //  $59.09 //  $128.72 // 
12688 //  Castrol Honda Superbike Racing //  $3.99 //  $4.01 //  $9.99 // 
4313 //  Centipede //  $5.20 //  $6.73 //  $15.00 // 
12690 //  Championship Motocross //  $4.01 //  $5.40 //  $9.99 // 
4314 //  Championship Motocross 2001 //  $3.85 //  $7.46 //  $19.65 // 
12689 //  Championship Surfer //  $2.86 //  $4.64 //  $5.33 // 
12904 //  Chess //  $3.50 //  $3.52 //  $8.49 // 
4315 //  Chessmaster 3D //  $3.49 //  $5.72 //  $28.18 // 
38421 //  Chessmaster 3D [Long Box] //  $4.99 //  $12.99 //  $19.96 // 
4316 //  Chessmaster II //  $5.88 //  $5.89 //  $23.60 // 
4317 //  Chicken Run //  $5.00 //  $10.38 //  $18.34 // 
4318 //  Chocobo Racing //  $24.37 //  $38.99 //  $91.99 // 
4319 //  "Chocobos Dungeon 2" //  $19.63 //  $40.00 //  $100.26 // 
8733 //  Chronicles of the Sword //  $6.21 //  $8.95 //  $25.28 // 
4320 //  Chrono Cross //  $7.19 //  $19.70 //  $27.77 // 
37587 //  Chrono Cross [Greatest Hits] //  $6.04 //  $10.50 //  $12.51 // 
4321 //  Circuit Breakers //  $6.57 //  $7.96 //  $27.85 // 
4322 //  Civilization II //  $9.99 //  $16.24 //  $36.08 // 
39951 //  Clear Blue Dual Shock Controller //  $12.00 //  $18.00 //  $48.00 // 
53813 //  Clear Dual Shock Controller //  $11.50 //  $17.25 //  $46.00 // 
39950 //  Clear Green Dual Shock Controller //  $12.00 //  $17.99 //  $48.00 // 
58121 //  Clear Red Dual Shock Controller //   //   //   // 
12691 //  "Cleopatras Fortune" //  $4.68 //  $6.58 //  $6.68 // 
4323 //  Clock Tower //  $46.08 //  $79.99 //  $399.99 // 
4324 //  Clock Tower 2 //  $54.67 //  $115.00 //  $211.02 // 
12692 //  Codename Tenka //  $6.99 //  $11.97 //  $43.40 // 
18581 //  Colin McRae Rally //  $6.49 //  $10.59 //  $25.96 // 
4325 //  Colin Mcrae Rally 2.0 //  $18.83 //  $36.73 //  $37.95 // 
12585 //  Collection of Intellivision Classic Games //  $4.95 //  $7.34 //  $13.05 // 
17615 //  College Slam //  $7.99 //  $8.99 //  $12.29 // 
38422 //  College Slam [Long Box] //  $4.51 //  $10.61 //  $18.00 // 
4326 //  Colony Wars //  $6.04 //  $9.98 //  $24.20 // 
4327 //  Colony Wars Red Sun //  $5.28 //  $8.80 //  $18.71 // 
4328 //  Colony Wars Vengeance //  $4.20 //  $8.58 //  $19.77 // 
4329 //  Command and Conquer //  $8.62 //  $10.19 //  $46.86 // 
4330 //  Command and Conquer Red Alert //  $11.39 //  $14.50 //  $48.97 // 
4332 //  Command and Conquer Red Alert Retaliation //  $9.99 //  $14.89 //  $40.91 // 
12693 //  Contender //  $2.27 //  $4.39 //  $8.90 // 
12694 //  Contender 2 //  $3.93 //  $4.55 //  $8.96 // 
4333 //  Contra Adventure //  $19.99 //  $44.99 //  $100.00 // 
4334 //  Contra Legacy of War //  $8.66 //  $14.75 //  $86.67 // 
12695 //  Cool Boarders //  $5.85 //  $11.43 //  $23.40 // 
12696 //  Cool Boarders 2 //  $4.00 //  $5.29 //  $13.75 // 
49705 //  Cool Boarders 2 [Greatest Hits] //  $2.74 //  $2.74 //  $9.95 // 
12698 //  Cool Boarders 2001 //  $2.39 //  $3.23 //  $9.05 // 
12697 //  Cool Boarders 3 //  $2.98 //  $5.32 //  $16.12 // 
49706 //  Cool Boarders 3 [Greatest Hits] //  $2.69 //  $4.80 //  $10.76 // 
13098 //  Cool Boarders 4 //  $3.26 //  $4.41 //  $6.75 // 
49707 //  Cool Boarders 4 [Greatest Hits] //  $3.83 //  $3.83 //  $9.79 // 
4335 //  Countdown Vampires //  $29.49 //  $43.08 //  $92.56 // 
12699 //  Courier Crisis //  $5.15 //  $10.64 //  $30.67 // 
7301 //  Covert Ops Nuclear Dawn //  $4.92 //  $10.38 //  $37.26 // 
4336 //  Crash Bandicoot //  $10.75 //  $16.05 //  $36.19 // 
4337 //  Crash Bandicoot 2 Cortex Strikes Back //  $6.35 //  $11.75 //  $35.50 // 
37613 //  Crash Bandicoot 2 Cortex Strikes Back [Greatest Hits] //  $7.00 //  $8.36 //  $24.58 // 
15026 //  "Crash Bandicoot Collectors Edition" //  $37.24 //  $47.05 //  $143.92 // 
4338 //  Crash Bandicoot Warped //  $6.00 //  $10.63 //  $42.23 // 
53919 //  "Crash Bandicoot Warped [Collectors Edition]" //  $9.74 //  $13.94 //  $36.24 // 
37591 //  Crash Bandicoot Warped [Greatest Hits] //  $6.50 //  $9.21 //  $49.99 // 
37590 //  Crash Bandicoot [Greatest Hits] //  $10.80 //  $19.95 //  $70.59 // 
4339 //  Crash Bash //  $8.65 //  $15.17 //  $48.39 // 
53918 //  "Crash Bash [Collectors Edition]" //  $9.99 //  $14.20 //  $36.69 // 
37622 //  Crash Bash [Greatest Hits] //  $9.95 //  $11.95 //  $31.15 // 
4341 //  Creatures //  $4.30 //  $6.71 //  $12.29 // 
4342 //  Creatures Raised In Space //  $4.97 //  $10.30 //  $10.48 // 
12700 //  Crime Killer //  $3.73 //  $6.99 //  $16.72 // 
4343 //  Critical Depth //  $3.59 //  $8.75 //  $15.13 // 
12701 //  Criticom //  $6.46 //  $9.06 //  $32.00 // 
38423 //  Criticom [Long Box] //  $8.51 //  $12.59 //  $49.99 // 
4344 //  Croc //  $5.37 //  $10.00 //  $36.62 // 
4345 //  Croc 2 //  $9.05 //  $13.54 //  $45.57 // 
37623 //  Croc [Greatest Hits] //  $5.99 //  $10.16 //  $31.00 // 
12702 //  Crossroad Crisis //  $2.98 //  $5.39 //  $6.49 // 
4346 //  Crusader-No Remorse //  $11.99 //  $25.41 //  $33.41 // 
4347 //  Crusaders of Might and Magic //  $3.57 //  $7.11 //  $15.11 // 
4348 //  Crypt Killer //  $14.46 //  $22.89 //  $48.45 // 
12703 //  Cubix Robots for Everyone Race N Robots //  $3.48 //  $5.11 //  $7.73 // 
4349 //  Cyber Sled //  $7.99 //  $12.30 //  $57.01 // 
38424 //  Cyber Sled [Long Box] //  $11.69 //  $14.00 //  $89.99 // 
12704 //  CyberSpeed //  $4.60 //  $9.04 //  $30.85 // 
38425 //  CyberSpeed [Long Box] //  $5.82 //  $7.47 //  $77.00 // 
12705 //  CyberTiger //  $2.68 //  $3.59 //  $9.95 // 
12706 //  Cyberia //  $5.28 //  $9.05 //  $38.63 // 
38426 //  Cyberia [Long Box] //  $10.66 //  $16.16 //  $73.13 // 
14051 //  D //  $12.35 //  $58.50 //  $140.50 // 
38427 //  D [Long Box] //  $39.10 //  $58.60 //  $249.99 // 
4350 //  Dance Dance Revolution //  $5.76 //  $8.48 //  $13.92 // 
4351 //  Dance Dance Revolution Bundle //  $10.11 //  $31.40 //  $278.16 // 
4352 //  Dance Dance Revolution Disney Mix //  $7.81 //  $14.90 //  $40.69 // 
4353 //  Dance Dance Revolution Konamix //  $4.38 //  $6.15 //  $17.50 // 
49708 //  Dance Dance Revolution Konamix [Greatest Hits] //  $5.16 //  $5.96 //  $10.54 // 
4354 //  Danger Girl //  $9.94 //  $19.02 //  $31.62 // 
12708 //  Dare Devil Derby 3D //  $3.12 //  $6.25 //  $19.42 // 
12709 //  Darklight Conflict //  $2.97 //  $7.20 //  $18.73 // 
4355 //  Darkstalkers 3 //  $21.16 //  $40.00 //  $68.16 // 
4356 //  Darkstalkers The Night Warriors //  $20.50 //  $74.20 //  $199.99 // 
38429 //  Darkstalkers The Night Warriors [Long Box] //  $25.85 //  $52.20 //  $103.40 // 
4357 //  Darkstone //  $4.99 //  $6.68 //  $18.52 // 
14363 //  Dave Mirra Freestyle BMX //  $4.43 //  $6.94 //  $24.49 // 
14140 //  Dave Mirra Freestyle BMX Maximum Remix //  $4.43 //  $10.52 //  $14.22 // 
49709 //  Dave Mirra Freestyle BMX [Greatest Hits] //  $3.99 //  $7.99 //  $7.99 // 
18699 //  David Beckham Soccer //  $3.89 //  $5.94 //  $9.91 // 
18630 //  Dead Ball Zone //  $4.21 //  $10.49 //  $39.69 // 
4358 //  Dead in the Water //  $5.71 //  $13.29 //  $26.76 // 
4359 //  Dead or Alive //  $11.88 //  $24.60 //  $84.30 // 
12710 //  Deathtrap Dungeon //  $5.50 //  $8.00 //  $29.69 // 
12711 //  Deception III Dark Delusion //  $21.45 //  $31.97 //  $62.99 // 
12707 //  Defcon 5 //  $5.42 //  $8.37 //  $21.75 // 
38430 //  Defcon 5 [Long Box] //  $8.89 //  $11.55 //  $35.56 // 
4360 //  Delta Force Urban Warfare //  $4.08 //  $6.75 //  $14.01 // 
4361 //  Demolition Racer //  $5.50 //  $10.23 //  $39.51 // 
13836 //  Descent //  $8.69 //  $12.96 //  $41.51 // 
4362 //  Descent Maximum //  $6.50 //  $11.19 //  $49.64 // 
38431 //  Descent [Long Box] //  $9.54 //  $13.71 //  $39.95 // 
4363 //  Destrega //  $11.89 //  $19.27 //  $35.75 // 
4364 //  Destruction Derby //  $5.42 //  $8.62 //  $31.99 // 
4365 //  Destruction Derby 2 //  $6.03 //  $7.98 //  $33.63 // 
37625 //  Destruction Derby 2 [Greatest Hits] //  $6.21 //  $9.59 //  $20.70 // 
4366 //  Destruction Derby Raw //  $8.00 //  $13.95 //  $31.36 // 
37624 //  Destruction Derby [Greatest Hits] //  $5.48 //  $8.04 //  $18.08 // 
38432 //  Destruction Derby [Long Box] //  $11.89 //  $12.69 //  $100.00 // 
4367 //  Detective Barbie The Mystery Cruise //  $4.70 //  $5.76 //  $9.25 // 
4368 //  Devil Dice //  $11.68 //  $14.38 //  $34.99 // 
4369 //  "Dexters Laboratory Mandarks Lab" //  $6.25 //  $6.74 //  $14.37 // 
4370 //  Diablo //  $36.10 //  $57.97 //  $589.59 // 
4371 //  Die Hard Trilogy //  $5.92 //  $8.79 //  $22.90 // 
