4193 //  007 Racing //  $4.38 //  $6.13 //  $18.93 // 
4371 //  Die Hard Trilogy //  $6.26 //  $9.21 //  $27.12 // 
4372 //  Die Hard Trilogy 2 //  $5.99 //  $10.00 //  $23.38 // 
37626 //  Die Hard Trilogy [Greatest Hits] //  $6.53 //  $9.52 //  $28.05 // 
4373 //  Digimon Digital Card Battle //  $18.79 //  $28.09 //  $43.13 // 
4374 //  Digimon Rumble Arena //  $9.27 //  $14.99 //  $54.58 // 
37627 //  Digimon Rumble Arena [Greatest Hits] //  $10.42 //  $15.63 //  $41.69 // 
4375 //  Digimon World //  $16.28 //  $31.99 //  $142.91 // 
4376 //  Digimon World 2 //  $21.57 //  $35.00 //  $112.79 // 
4377 //  Digimon World 3 //  $15.49 //  $25.99 //  $97.49 // 
37594 //  Digimon World 3 [Greatest Hits] //  $16.67 //  $25.00 //  $66.68 // 
37592 //  Digimon World [Greatest Hits] //  $19.01 //  $27.12 //  $78.67 // 
4378 //  Dino Crisis //  $11.81 //  $22.45 //  $87.91 // 
4379 //  Dino Crisis 2 //  $22.94 //  $48.91 //  $130.50 // 
37628 //  Dino Crisis [Greatest Hits] //  $15.53 //  $23.30 //  $149.99 // 
4380 //  Dirt Jockey Heavy Equipment Operator //  $3.99 //  $4.17 //  $11.57 // 
14018 //  DiscWorld //  $28.11 //  $30.50 //  $156.26 // 
14019 //  DiscWorld II Mortality Bytes //  $21.23 //  $21.84 //  $60.00 // 
38433 //  DiscWorld [Long Box] //  $27.50 //  $43.75 //  $111.66 // 
35966 //  "Disney Action Games Collectors Edition" //  $15.51 //  $23.25 //  $31.59 // 
4382 //  "Disneys Collectors Edition" //  $18.16 //  $28.39 //  $60.80 // 
4383 //  "Disneys Dinosaur" //  $4.25 //  $6.46 //  $16.95 // 
4385 //  "Disneys Goofys Fun House" //  $6.20 //  $7.92 //  $25.04 // 
4386 //  "Disneys Story Studio Mulan" //  $3.68 //  $4.83 //  $14.42 // 
4387 //  Disruptor //  $16.06 //  $25.00 //  $100.21 // 
10894 //  Donald Duck Going Quackers //  $9.19 //  $14.50 //  $35.93 // 
37629 //  Doom //  $16.24 //  $28.62 //  $79.34 // 
4388 //  Doom [Black Label] //  $18.72 //  $26.45 //  $199.86 // 
38434 //  Doom [Long Box] //  $21.53 //  $38.55 //  $84.89 // 
10895 //  Dora the Explorer Barnyard Buddies //  $3.74 //  $4.11 //  $9.94 // 
4389 //  Dracula The Resurrection //  $8.99 //  $11.74 //  $23.95 // 
12713 //  Dracula the Last Sanctuary //  $7.97 //  $11.88 //  $23.21 // 
4390 //  Dragon Ball GT Final Bout //  $8.99 //  $20.48 //  $45.00 // 
14352 //  Dragon Ball GT Final Bout [Atari] //  $8.74 //  $13.94 //  $36.16 // 
12714 //  Dragon Ball Z Ultimate Battle 22 //  $3.75 //  $7.29 //  $13.81 // 
49712 //  Dragon Ball Z Ultimate Battle 22 [Greatest Hits] //  $0.31 //  $0.48 //  $1.25 // 
4391 //  Dragon Seeds //  $22.97 //  $40.00 //  $94.55 // 
4392 //  Dragon Tales Dragon Seek //  $4.22 //  $5.58 //  $9.00 // 
4393 //  Dragon Valor //  $16.26 //  $39.99 //  $73.00 // 
4394 //  Dragon Warrior 7 //  $27.97 //  $38.48 //  $103.39 // 
12715 //  Dragonheart Fire & Steel //  $6.25 //  $13.75 //  $38.62 // 
4395 //  Driver //  $5.28 //  $7.75 //  $20.18 // 
13749 //  Driver 1 and 2 Compilation //  $12.09 //  $16.75 //  $42.50 // 
7314 //  Driver 2 //  $5.13 //  $7.46 //  $25.50 // 
45711 //  Driver 2 [Greatest Hits] //  $5.61 //  $8.24 //  $22.44 // 
37768 //  Driver [Greatest Hits] //  $6.31 //  $7.81 //  $26.23 // 
4396 //  Ducati World Racing Challenge //  $3.74 //  $5.56 //  $14.96 // 
7315 //  Duke Nukem Land of the Babes //  $13.60 //  $21.52 //  $42.98 // 
4397 //  Duke Nukem Time to Kill //  $6.95 //  $10.30 //  $26.86 // 
37630 //  Duke Nukem Time to Kill [Greatest Hits] //  $5.62 //  $7.99 //  $29.51 // 
4398 //  Duke Nukem Total Meltdown //  $9.40 //  $12.58 //  $50.89 // 
4399 //  Dukes of Hazzard II Daisy Dukes It Out //  $5.03 //  $7.49 //  $21.42 // 
4400 //  Dukes of Hazzard Racing for Home //  $4.58 //  $7.49 //  $27.05 // 
49742 //  Dukes of Hazzard Racing for Home [Greatest Hits] //  $5.10 //  $7.49 //  $20.40 // 
4401 //  Dune 2000 //  $8.00 //  $19.95 //  $34.10 // 
4402 //  Dynasty Warriors //  $8.82 //  $18.46 //  $65.91 // 
35967 //  "EA Action Collectors Edition" //  $9.09 //  $14.00 //  $36.39 // 
12716 //  "EA Racing Pack Collectors Edition" //  $15.42 //  $16.70 //  $16.96 // 
18596 //  EA Sports Pack //  $5.46 //  $5.93 //  $14.95 // 
4406 //  ECW Anarchy Rulz //  $9.41 //  $17.51 //  $45.34 // 
12717 //  ECW Hardcore Revolution //  $4.73 //  $7.14 //  $15.98 // 
35447 //  ESPN Extreme Games //  $6.50 //  $9.99 //  $48.30 // 
38435 //  ESPN Extreme Games [Long Box] //  $12.17 //  $14.40 //  $48.69 // 
4414 //  ESPN MLS GameNight //  $8.00 //  $23.99 //  $24.51 // 
12719 //  ESPN X Games Pro Boarder //  $4.14 //  $4.49 //  $7.72 // 
12586 //  ET the Extra Terrestrial: Interplanetary Mission //  $4.85 //  $7.34 //  $13.79 // 
4403 //  Eagle One Harrier Attack //  $4.99 //  $7.49 //  $29.85 // 
4404 //  "Easter Bunnys Big Day" //  $9.49 //  $15.94 //  $24.46 // 
4405 //  Echo Night //  $18.74 //  $49.40 //  $90.00 // 
4407 //  Eggs of Steel //  $15.11 //  $37.75 //  $98.35 // 
4408 //  Ehrgeiz //  $19.99 //  $43.87 //  $127.99 // 
12720 //  Einhander //  $49.95 //  $93.24 //  $302.93 // 
4409 //  Elemental Gearbolt //  $49.38 //  $117.50 //  $170.00 // 
32461 //  Elemental Gearbolt Assassin Case //  $2136.00 //  $2202.86 //   // 
12721 //  Eliminator //  $4.33 //  $7.97 //  $12.42 // 
4410 //  "Elmos Letter Adventure" //  $4.78 //  $6.72 //  $15.58 // 
4411 //  "Elmos Number Journey" //  $3.65 //  $7.19 //  $13.40 // 
4412 //  "Emperors New Groove" //  $6.97 //  $10.04 //  $17.99 // 
12722 //  Epidemic //  $4.86 //  $14.33 //  $24.99 // 
4413 //  Equestrian Showcase //  $4.50 //  $6.51 //  $16.94 // 
12723 //  Eternal Eyes //  $8.14 //  $9.47 //  $28.65 // 
4415 //  Evil Dead Hail to the King //  $10.93 //  $21.31 //  $57.59 // 
12583 //  Evil Zone //  $8.84 //  $15.99 //  $50.01 // 
4416 //  Excalibur 2555 AD //  $6.52 //  $7.00 //  $29.76 // 
12724 //  Expendable //  $7.22 //  $14.80 //  $34.99 // 
12725 //  Extreme Go-Kart Racing //  $5.09 //  $7.85 //  $17.99 // 
12726 //  Extreme Pinball //  $3.04 //  $6.71 //  $12.53 // 
38529 //  Extreme Pinball [Long Box] //  $9.35 //  $11.25 //  $37.41 // 
4418 //  F1 2000 //  $4.24 //  $7.90 //  $19.87 // 
12727 //  F1 Championship Season 2000 //  $4.34 //  $5.22 //  $10.02 // 
12728 //  F1 Racing Championship //  $5.18 //  $16.28 //  $31.24 // 
40543 //  F1 World Grand Prix //  $7.99 //  $17.50 //  $40.00 // 
14222 //  F1 World Grand Prix 1999 //  $6.50 //  $8.09 //  $16.84 // 
4423 //  FIFA 2000 //  $3.74 //  $7.99 //  $21.48 // 
4424 //  FIFA 2001 //  $4.01 //  $5.54 //  $13.32 // 
4425 //  FIFA 2002 //  $4.52 //  $6.99 //  $18.08 // 
20104 //  FIFA 2002 World Cup //  $8.18 //  $12.33 //  $26.05 // 
4426 //  FIFA 2003 //  $3.97 //  $7.49 //  $7.73 // 
4427 //  FIFA 2004 //  $5.25 //  $5.30 //  $7.92 // 
4428 //  FIFA 2005 //  $10.05 //  $18.89 //  $25.55 // 
4429 //  FIFA 96 //  $6.00 //  $11.18 //  $29.51 // 
38437 //  FIFA 96 [Long Box] //  $12.75 //  $18.99 //  $109.99 // 
4430 //  FIFA 99 //  $4.24 //  $6.64 //  $17.84 // 
4431 //  FIFA Road to World Cup 98 //  $8.82 //  $14.57 //  $27.99 // 
18642 //  FIFA Soccer 97 //  $6.00 //  $8.15 //  $34.99 // 
12731 //  Fade to Black //  $4.75 //  $9.05 //  $36.22 // 
38436 //  Fade to Black [Long Box] //  $19.99 //  $20.50 //  $79.96 // 
12624 //  Family Card Games Fun Pack //  $3.02 //  $3.72 //  $5.10 // 
12623 //  Family Feud //  $5.52 //  $5.67 //  $14.62 // 
12622 //  Family Game Pack //  $4.79 //  $4.99 //  $14.99 // 
4419 //  Fantastic 4 //  $8.66 //  $14.83 //  $81.12 // 
4420 //  Fatal Fury Wild Ambition //  $19.22 //  $28.00 //  $65.74 // 
4421 //  Fear Effect //  $9.37 //  $19.99 //  $59.95 // 
4422 //  Fear Effect 2 Retro Helix //  $21.38 //  $34.47 //  $84.99 // 
12625 //  Felony 11-79 //  $5.28 //  $12.83 //  $46.39 // 
4432 //  Fighter Maker //  $6.63 //  $11.26 //  $13.41 // 
4433 //  Fighting Force //  $7.77 //  $11.17 //  $34.01 // 
4434 //  Fighting Force 2 //  $6.08 //  $9.57 //  $29.97 // 
37631 //  Fighting Force [Greatest Hits] //  $8.99 //  $12.02 //  $31.07 // 
4435 //  Final Doom //  $17.50 //  $32.58 //  $107.71 // 
4438 //  Final Fantasy Anthology //  $7.24 //  $12.97 //  $13.99 // 
37635 //  Final Fantasy Anthology [Greatest Hits] //  $7.99 //  $10.42 //  $12.98 // 
4439 //  Final Fantasy Chronicles //  $7.61 //  $21.99 //  $26.41 // 
37636 //  Final Fantasy Chronicles [Greatest Hits] //  $11.24 //  $14.47 //  $17.03 // 
4437 //  Final Fantasy IX //  $6.52 //  $10.85 //  $37.10 // 
37634 //  Final Fantasy IX [Greatest Hits] //  $7.32 //  $10.53 //  $15.77 // 
4440 //  Final Fantasy Origins //  $6.95 //  $12.71 //  $14.86 // 
37637 //  Final Fantasy Origins [Greatest Hits] //  $10.42 //  $11.57 //  $12.83 // 
4441 //  Final Fantasy Tactics //  $9.99 //  $24.99 //  $58.45 // 
37638 //  Final Fantasy Tactics [Greatest Hits] //  $11.19 //  $17.73 //  $45.86 // 
4442 //  Final Fantasy VII //  $12.68 //  $26.99 //  $119.86 // 
37632 //  Final Fantasy VII [Greatest Hits] //  $10.99 //  $20.87 //  $94.04 // 
4436 //  Final Fantasy VIII //  $8.25 //  $15.49 //  $75.00 // 
37633 //  Final Fantasy VIII [Greatest Hits] //  $5.45 //  $9.55 //  $33.50 // 
12626 //  Final Round //  $2.99 //  $6.09 //  $6.95 // 
4443 //  "Fishermans Bait" //  $5.85 //  $5.97 //  $14.99 // 
4445 //  Floating Runner Quest for the 7 Crystals //  $10.94 //  $25.00 //  $49.24 // 
12628 //  Ford Racing //  $2.25 //  $3.51 //  $7.50 // 
12627 //  Ford Truck Mania //  $3.45 //  $4.26 //  $9.05 // 
14144 //  Formula 1 //  $4.21 //  $6.95 //  $17.76 // 
20098 //  Formula 1 98 //  $4.18 //  $4.98 //  $14.00 // 
15616 //  Formula 1 Championship Edition //  $3.26 //  $6.61 //  $13.04 // 
49714 //  Formula 1 [Greatest Hits] //  $3.53 //  $5.29 //  $13.75 // 
35857 //  Formula One 99 //  $3.99 //  $8.57 //  $13.25 // 
12630 //  Forsaken //  $3.94 //  $7.31 //  $19.30 // 
4446 //  Fox Hunt //  $53.20 //  $155.00 //  $369.56 // 
12730 //  Fox Sports Golf 99 //  $2.44 //  $3.29 //  $8.56 // 
12729 //  Fox Sports Soccer 99 //  $2.48 //  $6.47 //  $15.95 // 
18599 //  Frank Thomas Big Hurt Baseball //  $5.09 //  $7.47 //  $21.90 // 
38439 //  Frank Thomas Big Hurt Baseball [Long Box] //  $5.99 //  $8.99 //  $23.37 // 
16203 //  "Freestyle Boardin 99" //  $2.41 //  $5.40 //  $14.55 // 
4447 //  Freestyle Motorcross McGrath vs. Pastrana //  $2.83 //  $4.72 //  $17.94 // 
4448 //  Frogger //  $5.69 //  $7.00 //  $22.76 // 
4449 //  "Frogger 2 Swampys Revenge" //  $5.54 //  $8.07 //  $19.29 // 
37640 //  "Frogger 2 Swampys Revenge [Greatest Hits]" //  $4.85 //  $6.70 //  $17.99 // 
37639 //  Frogger [Greatest Hits] //  $4.67 //  $8.79 //  $33.77 // 
4450 //  Front Mission 3 //  $10.70 //  $23.61 //  $62.97 // 
4451 //  Future Cop LAPD //  $9.36 //  $16.00 //  $26.47 // 
4452 //  G Darius //  $24.98 //  $39.99 //  $88.62 // 
12631 //  G-Police //  $5.03 //  $9.99 //  $21.99 // 
12632 //  G-Police Weapons of Justice //  $5.72 //  $8.87 //  $25.24 // 
4453 //  Galaga Destination Earth //  $5.17 //  $9.28 //  $20.66 // 
4454 //  Galerians //  $18.90 //  $28.71 //  $71.70 // 
4455 //  Gallop Racer //  $8.35 //  $12.06 //  $31.54 // 
4456 //  Gameshark //  $14.15 //  $21.00 //  $36.06 // 
53706 //  Gameshark Lite //  $11.96 //  $12.99 //  $33.77 // 
4457 //  Gauntlet Legends //  $9.04 //  $13.68 //  $39.98 // 
4458 //  Gekido Urban Fighters //  $12.28 //  $26.58 //  $49.90 // 
12633 //  Gekioh Shooting King //  $19.74 //  $39.55 //  $56.00 // 
4459 //  Geom Cube //  $5.75 //  $7.44 //  $22.57 // 
38440 //  Geom Cube [Long Box] //  $10.24 //  $14.59 //  $40.96 // 
4460 //  Gex //  $7.87 //  $11.99 //  $104.04 // 
4461 //  Gex 3: Deep Cover Gecko //  $6.70 //  $11.86 //  $39.27 // 
4462 //  Gex Enter the Gecko //  $9.09 //  $17.81 //  $48.41 // 
38441 //  Gex [Long Box] //  $17.06 //  $22.42 //  $58.37 // 
4463 //  Ghost in the Shell //  $25.00 //  $62.47 //  $112.04 // 
4464 //  Glover //  $7.74 //  $11.61 //  $21.39 // 
38442 //  Goal Storm //  $8.67 //  $13.01 //  $79.09 // 
4465 //  "Goal Storm 97" //  $13.33 //  $30.87 //  $39.70 // 
4466 //  Gold and Glory The Road to El Dorado //  $5.69 //  $8.64 //  $20.78 // 
12635 //  Golden Nugget //  $3.29 //  $4.29 //  $18.90 // 
4467 //  Golden Tee Golf //  $9.98 //  $10.67 //  $24.74 // 
4468 //  Gran Turismo //  $4.50 //  $9.20 //  $20.52 // 
4469 //  Gran Turismo 2 //  $4.82 //  $10.00 //  $42.34 // 
37642 //  Gran Turismo 2 [Greatest Hits] //  $4.49 //  $9.37 //  $25.30 // 
37641 //  Gran Turismo [Greatest Hits] //  $4.97 //  $7.79 //  $30.00 // 
35759 //  Grand Slam //  $5.54 //  $5.54 //  $20.06 // 
12636 //  Grand Theft Auto //  $6.82 //  $11.53 //  $27.62 // 
63128 //  "Grand Theft Auto (GTA) [Collectors Edition]" //   //   //   // 
4470 //  Grand Theft Auto 2 //  $5.95 //  $8.79 //  $24.85 // 
63127 //  "Grand Theft Auto 2 [Collectors Edition]" //  $15.00 //  $15.00 //  $113.50 // 
37644 //  Grand Theft Auto 2 [Greatest Hits] //  $1.44 //  $9.98 //  $17.99 // 
4471 //  "Grand Theft Auto Collectors Edition" //  $9.78 //  $26.00 //  $60.83 // 
4472 //  "Grand Theft Auto Directors Cut" //  $10.41 //  $15.62 //  $154.24 // 
12637 //  Grand Theft Auto Mission Pack #1 London //  $6.00 //  $9.12 //  $25.96 // 
63126 //  "Grand Theft Auto Mission Pack #1: London 1969 [Collectors Edition]" //  $4.00 //  $7.10 //  $15.60 // 
37643 //  Grand Theft Auto [Greatest Hits] //  $6.99 //  $8.89 //  $23.81 // 
4473 //  Grandia //  $30.00 //  $41.18 //  $128.20 // 
9061 //  Granstream Saga //  $7.96 //  $15.76 //  $39.31 // 
58011 //  Gray Dual Analog Controller //  $41.57 //  $46.32 //  $117.88 // 
10395 //  Gray Dual Shock Controller //  $11.50 //  $17.25 //  $46.00 // 
12638 //  Grid Runner //  $3.94 //  $6.37 //  $19.95 // 
12639 //  Grind Session //  $4.25 //  $7.64 //  $18.05 // 
12640 //  Grudge Warriors //  $3.49 //  $5.89 //  $12.72 // 
4475 //  "Guardians Crusade" //  $13.79 //  $28.53 //  $60.14 // 
4476 //  Gubble //  $3.85 //  $4.99 //  $8.64 // 
12641 //  Guilty Gear //  $23.00 //  $46.96 //  $126.11 // 
4477 //  Gundam Battle Assault //  $10.78 //  $15.72 //  $56.75 // 
4478 //  Gundam Battle Assault 2 //  $9.99 //  $19.99 //  $51.77 // 
4479 //  Gunfighter The Legend of Jesse James //  $5.27 //  $6.14 //  $10.00 // 
32531 //  "Gunners Heaven [Japan]" //  $25.42 //  $45.32 //   // 
4480 //  Gunship //  $4.66 //  $7.39 //  $41.00 // 
38443 //  Gunship [Long Box] //  $5.88 //  $12.07 //  $23.52 // 
4483 //  HBO Boxing //  $4.67 //  $4.76 //  $9.17 // 
18597 //  "HardBall 99" //  $3.80 //  $4.97 //  $12.92 // 
18496 //  HardBall 5 //  $3.70 //  $6.06 //  $14.81 // 
38444 //  HardBall 5 [Long Box] //  $7.80 //  $11.10 //  $31.20 // 
4481 //  Harry Potter Chamber of Secrets //  $6.51 //  $10.00 //  $29.99 // 
4482 //  Harry Potter Sorcerers Stone //  $4.42 //  $8.99 //  $33.00 // 
49715 //  Harry Potter Sorcerers Stone [Greatest Hits] //  $4.63 //  $7.52 //  $18.52 // 
12642 //  Harvest Moon Back to Nature //  $18.45 //  $30.50 //  $94.73 // 
4484 //  Heart of Darkness //  $13.51 //  $23.46 //  $87.85 // 
4485 //  Hellboy Asylum Seeker //  $13.00 //  $17.23 //  $33.95 // 
10586 //  Hello Kitty Cube Frenzy //  $4.31 //  $6.93 //  $15.00 // 
13702 //  "Hercs Adventures" //  $49.96 //  $85.50 //  $169.47 // 
4486 //  Hercules //  $12.25 //  $20.25 //  $44.00 // 
12643 //  Hexen //  $9.31 //  $17.82 //  $32.20 // 
12644 //  Hi Octane //  $7.44 //  $13.53 //  $31.14 // 
38445 //  Hi Octane [Long Box] //  $10.68 //  $14.56 //  $42.72 // 
12645 //  High Heat Baseball 2000 //  $3.99 //  $4.69 //  $7.99 // 
12646 //  High Heat Baseball 2002 //  $3.03 //  $4.78 //  $11.77 // 
12647 //  Hogs of War //  $23.14 //  $45.00 //  $91.38 // 
4487 //  Hooters Road Trip //  $4.57 //  $9.70 //  $16.95 // 
11947 //  Hoshigami Ruining Blue Earth //  $18.35 //  $37.91 //  $79.78 // 
4488 //  Hot Shots Golf //  $5.50 //  $9.00 //  $17.11 // 
4489 //  Hot Shots Golf 2 //  $6.33 //  $9.57 //  $25.03 // 
14562 //  Hot Wheels Extreme Racing //  $5.45 //  $8.60 //  $36.50 // 
4490 //  Hot Wheels Turbo Racing //  $6.72 //  $11.29 //  $44.42 // 
49716 //  Hot Wheels Turbo Racing [Greatest Hits] //  $46.24 //  $49.99 //  $184.96 // 
14304 //  Hugo The Evil Mirror //  $5.96 //  $7.99 //  $18.72 // 
4491 //  Hydro Thunder //  $9.86 //  $15.00 //  $39.00 // 
12648 //  IHRA Drag Racing //  $2.84 //  $4.61 //  $6.62 // 
4501 //  ISS Pro 98 //  $33.46 //  $49.97 //  $63.84 // 
4502 //  ISS Pro Evolution //  $40.89 //  $120.00 //  $124.95 // 
9139 //  Impact Racing //  $5.41 //  $16.26 //  $25.71 // 
4492 //  In Cold Blood //  $5.64 //  $27.58 //  $30.82 // 
4493 //  In the Hunt //  $45.00 //  $114.99 //  $198.50 // 
38446 //  In the Hunt [Long Box] //  $55.00 //  $87.64 //  $232.05 // 
4494 //  Incredible Crisis //  $14.47 //  $27.20 //  $49.53 // 
4495 //  Incredible Hulk The Pantheon Saga //  $5.85 //  $10.31 //  $30.24 // 
12649 //  Independence Day //  $4.68 //  $5.58 //  $18.11 // 
4496 //  Inspector Gadget //  $3.65 //  $5.82 //  $14.13 // 
4497 //  Intelligent Qube //  $24.45 //  $38.32 //  $109.21 // 
65601 //  Interactive CD Sampler Disk Volume 4 //   //   //   // 
67651 //  Interactive CD Sampler Disk Volume 5 //  $7.33 //  $10.99 //  $28.57 // 
58232 //  Interactive Sampler CD Vol 6 //   //   //   // 
66671 //  Interactive Sampler CD Vol 7 //   //   //   // 
12652 //  International Track & Field //  $5.17 //  $7.77 //  $13.54 // 
38447 //  International Track & Field [Long Box] //  $6.50 //  $9.75 //  $25.37 // 
12651 //  International Track and Field 2000 //  $3.97 //  $5.21 //  $12.90 // 
12650 //  Interplay Sports Baseball 2000 //  $4.00 //  $5.64 //  $19.99 // 
4498 //  Inuyasha A Feudal Fairy Tale //  $9.68 //  $12.99 //  $24.33 // 
12653 //  Invasion from Beyond //  $4.00 //  $6.79 //  $12.79 // 
4500 //  Iron Man X-O Manowar in Heavy Metal //  $9.66 //  $11.68 //  $47.04 // 
12654 //  Iron Soldier 3 //  $8.00 //  $14.71 //  $22.75 // 
12655 //  Irritating Stick //  $10.40 //  $19.99 //  $28.50 // 
12906 //  Italian Job //  $3.26 //  $4.53 //  $7.87 // 
4503 //  "Jackie Chans Stunt Master" //  $22.52 //  $49.50 //  $49.99 // 
4504 //  Jade Cocoon Story of the Tamamayu //  $19.99 //  $32.00 //  $92.18 // 
4505 //  Jarret and Labonte Stock Car Racing //  $2.49 //  $3.20 //  $8.00 // 
4506 //  Jeopardy //  $3.26 //  $4.39 //  $13.02 // 
4507 //  Jeopardy 2nd Edition //  $3.05 //  $3.57 //  $8.49 // 
12657 //  Jeremy McGrath Supercross 2000 //  $3.42 //  $5.00 //  $9.09 // 
12656 //  Jeremy McGrath Supercross 98 //  $3.27 //  $3.29 //  $9.99 // 
49717 //  Jeremy McGrath Supercross 98 [Greatest Hits] //  $1.35 //  $3.92 //  $5.24 // 
4508 //  Jersey Devil //  $20.20 //  $29.84 //  $122.61 // 
12732 //  Jet Moto //  $4.35 //  $7.12 //  $19.97 // 
12733 //  Jet Moto 2 //  $4.24 //  $6.87 //  $17.99 // 
45710 //  Jet Moto 2 [Greatest Hits] //  $4.01 //  $7.15 //  $26.99 // 
4509 //  Jet Moto 3 //  $5.61 //  $9.04 //  $34.53 // 
49718 //  Jet Moto [Greatest Hits] //  $4.49 //  $7.44 //  $17.96 // 
4510 //  Jigsaw Madness //  $3.64 //  $5.08 //  $6.98 // 
16386 //  "Jimmy Johnsons VR Football 98" //  $1.88 //  $5.19 //  $7.44 // 
14584 //  "Jimmy Whites 2 Cueball" //  $2.40 //  $2.99 //  $5.82 // 
4511 //  "JoJos Bizarre Adventure" //  $112.89 //  $200.73 //  $239.69 // 
12734 //  Johnny Bazookatone //  $7.96 //  $15.50 //  $35.00 // 
38448 //  Johnny Bazookatone [Long Box] //  $17.16 //  $23.50 //  $68.65 // 
12735 //  Judge Dredd //  $5.36 //  $8.54 //  $19.93 // 
10587 //  Juggernaut //  $15.99 //  $43.73 //  $73.12 // 
4515 //  JumpStart Wildlife Safari //  $3.55 //  $5.79 //  $14.00 // 
4512 //  Jumping Flash //  $22.81 //  $37.50 //  $79.94 // 
4513 //  Jumping Flash 2 //  $13.64 //  $24.48 //  $42.78 // 
38449 //  Jumping Flash [Long Box] //  $29.32 //  $43.00 //  $117.29 // 
4516 //  Jungle Book Rhythm n Groove //  $4.60 //  $6.97 //  $19.81 // 
4517 //  Jupiter Strike //  $6.38 //  $11.68 //  $31.70 // 
38450 //  Jupiter Strike [Long Box] //  $8.60 //  $12.11 //  $34.17 // 
13705 //  K-1 Grand Prix //  $4.94 //  $12.99 //  $29.99 // 
12736 //  K-1 Revenge //  $4.87 //  $7.72 //  $12.50 // 
12737 //  K-1 the Arena Fighters //  $5.22 //  $5.61 //  $26.14 // 
67366 //  K9.5: Live in Airedale //   //   //   // 
67364 //  K9.5: We Are the Dogs //   //   //   // 
67365 //  K9.5: Web Tunes //   //   //   // 
4518 //  Kagero Deception II //  $14.61 //  $25.05 //  $46.59 // 
4520 //  Kartia Word of Fate //  $16.35 //  $48.10 //  $123.50 // 
4521 //  Kensei Sacred Fist //  $16.74 //  $25.99 //  $101.89 // 
12738 //  Kickboxing //  $3.11 //  $5.18 //  $7.31 // 
12739 //  Kileak the DNA Imperative //  $5.01 //  $12.98 //  $20.01 // 
12740 //  Killer Loop //  $3.00 //  $5.61 //  $11.58 // 
12741 //  Killing Zone //  $6.66 //  $12.04 //  $18.99 // 
10745 //  King of Fighters 95 //  $11.96 //  $23.23 //  $84.99 // 
4523 //  King of Fighters 99 //  $7.38 //  $13.66 //  $29.14 // 
4524 //  "Kings Field" //  $18.99 //  $40.00 //  $104.00 // 
4525 //  "Kings Field 2" //  $18.99 //  $32.65 //  $84.93 // 
38451 //  "Kings Field [Long Box]" //  $30.72 //  $44.30 //  $159.98 // 
4526 //  "Kingsleys Adventures" //  $19.99 //  $29.95 //  $77.87 // 
4527 //  Kiss Pinball //  $4.10 //  $6.30 //  $9.89 // 
12742 //  Klonoa Door to Phantomile //  $85.76 //  $184.97 //  $361.98 // 
12743 //  Knockout Kings //  $3.90 //  $4.36 //  $15.79 // 
12744 //  Knockout Kings 2000 //  $3.70 //  $3.88 //  $19.33 // 
4528 //  Knockout Kings 2001 //  $3.51 //  $4.48 //  $13.16 // 
63100 //  Kokumeikan Trap Simulation Game //   //   //   // 
12745 //  Konami Arcade Classics //  $21.53 //  $30.93 //  $65.69 // 
7370 //  Koudelka //  $49.03 //  $89.50 //  $194.33 // 
12746 //  Krazy Ivan //  $7.76 //  $10.36 //  $46.77 // 
38452 //  Krazy Ivan [Long Box] //  $10.17 //  $14.89 //  $103.50 // 
4529 //  "Kurt Warners Arena Football Unleashed" //  $5.09 //  $7.99 //  $16.73 // 
4537 //  LEGO Island 2 //  $7.61 //  $13.48 //  $24.99 // 
10454 //  LEGO Racers //  $7.28 //  $11.99 //  $20.90 // 
4538 //  LEGO Rock Raiders //  $6.96 //  $14.75 //  $25.91 // 
33012 //  LSD: Dream Emulator [Japan] //  $202.51 //  $202.51 //   // 
4530 //  Land Before Time Big Water Adventure //  $4.47 //  $6.71 //  $10.50 // 
4531 //  Land Before Time Great Valley Racing Adventure //  $4.51 //  $4.85 //  $8.25 // 
4532 //  Land Before Time Return to the Great Valley //  $4.04 //  $6.11 //  $12.68 // 
12747 //  Largo Winch //  $3.29 //  $4.17 //  $6.96 // 
12748 //  League of Pain //  $4.59 //  $7.49 //  $11.36 // 
14578 //  "Legacy of Kain Collectors Edition" //  $12.48 //  $17.43 //  $37.77 // 
4533 //  Legacy of Kain Soul Reaver //  $9.99 //  $17.99 //  $54.85 // 
37645 //  Legacy of Kain Soul Reaver [Greatest Hits] //  $9.85 //  $14.77 //  $39.99 // 
4534 //  Legend of Dragoon //  $11.18 //  $29.85 //  $69.97 // 
37684 //  Legend of Dragoon [Greatest Hits] //  $10.46 //  $23.24 //  $64.40 // 
4535 //  Legend of Legaia //  $23.08 //  $35.50 //  $133.35 // 
4536 //  Legend of Mana //  $23.00 //  $46.97 //  $99.99 // 
4539 //  Lemmings 3D //  $9.05 //  $13.06 //  $97.57 // 
38453 //  Lemmings 3D [Long Box] //  $12.00 //  $15.87 //  $299.99 // 
12749 //  Lemmings and Oh No More Lemmings //  $7.13 //  $12.74 //  $45.06 // 
4540 //  Lethal Enforcers 1 and 2 //  $17.65 //  $36.00 //  $50.06 // 
59567 //  Lightspan Adventures //   //   //   // 
4541 //  Lilo and Stitch //  $5.89 //  $8.87 //  $23.70 // 
4827 //  Little Mermaid II //  $7.13 //  $10.70 //  $30.00 // 
