2888 //  007 James Bond //  $6.48 //  $18.50 //  $148.50 // 
13346 //  Double Dragon III The Arcade Game //  $9.99 //  $74.90 //  $149.99 // 
13347 //  Double Dribble 5 on 5 //  $4.31 //  $24.35 //  $28.88 // 
13348 //  Dr. Franken //  $8.21 //  $54.00 //  $124.20 // 
13349 //  Dr. Franken II //  $17.85 //  $145.57 //  $195.12 // 
2822 //  Dr. Mario //  $6.49 //  $15.99 //  $68.00 // 
34012 //  "Dragons Lair: The Legend" //  $7.56 //  $31.17 //  $78.49 // 
13352 //  Dragonheart Fire & Steel //  $10.72 //  $48.38 //  $100.00 // 
2835 //  Duck Tales //  $12.59 //  $43.14 //  $152.22 // 
2836 //  Duck Tales 2 //  $16.99 //  $53.59 //  $120.20 // 
13357 //  Earthworm Jim //  $9.79 //  $32.53 //  $80.50 // 
13358 //  Elevator Action //  $14.78 //  $31.99 //  $82.00 // 
13359 //  Elite Soccer //  $14.42 //  $85.91 //  $197.58 // 
21132 //  Exodus: Journey to the Promised Land //  $16.77 //  $32.03 //  $133.00 // 
13360 //  Extra Bases //  $6.21 //  $35.69 //  $81.00 // 
16874 //  Extreme Green Game Boy Pocket LE //  $26.92 //  $59.75 //  $183.50 // 
66942 //  F-1 Race [Four Player Adapter] //   //   //   // 
8930 //  F-15 Strike Eagle //  $7.46 //  $19.24 //  $44.48 // 
37335 //  F1 Pole Position //  $145.99 //  $286.21 //  $658.28 // 
14150 //  F1 Race //  $4.85 //  $12.99 //  $34.34 // 
46434 //  FIFA International Soccer //  $6.82 //  $30.00 //  $59.95 // 
21081 //  "FIFA Soccer 96" //  $12.28 //  $32.44 //  $44.60 // 
13362 //  FIFA Soccer 97 //  $8.02 //  $28.06 //  $64.72 // 
10441 //  Faceball 2000 //  $17.51 //  $21.89 //  $39.18 // 
13363 //  Fastest Lap //  $25.00 //  $164.50 //  $212.15 // 
13364 //  Felix the Cat //  $55.00 //  $299.97 //  $689.77 // 
13365 //  Ferrari Grand Prix Challenge //  $5.52 //  $36.74 //  $66.42 // 
2844 //  Final Fantasy Adventure //  $23.32 //  $72.39 //  $159.99 // 
2845 //  Final Fantasy Legend //  $15.89 //  $46.72 //  $151.76 // 
2846 //  Final Fantasy Legend 2 //  $18.99 //  $45.75 //  $96.00 // 
2847 //  Final Fantasy Legend 3 //  $15.12 //  $50.08 //  $122.68 // 
34770 //  Fish Dude //  $22.74 //  $102.37 //  $235.45 // 
13366 //  Fist of the North Star //  $7.56 //  $20.52 //  $68.08 // 
13469 //  Flintstones King Rock Treasure Island //  $32.48 //  $172.57 //  $458.05 // 
13470 //  Flintstones the Movie //  $5.08 //  $29.45 //  $88.67 // 
37843 //  Flipull //  $6.14 //  $19.95 //  $48.95 // 
13368 //  Foreman for Real //  $4.26 //  $16.88 //  $34.82 // 
13369 //  Fortified Zone //  $6.49 //  $22.28 //  $54.35 // 
11844 //  Fortress of Fear //  $6.13 //  $34.25 //  $65.08 // 
36522 //  Four Player Adapter //  $5.44 //  $19.04 //  $43.79 // 
13370 //  Frank Thomas Big Hurt Baseball //  $1.89 //  $19.95 //  $39.97 // 
39982 //  Frogger //  $6.87 //  $24.54 //  $39.99 // 
13371 //  "Frommers Travel Guide" //  $6.97 //  $13.25 //  $21.74 // 
20088 //  Game Boy Printer //  $22.50 //  $40.92 //  $47.73 // 
18479 //  Game Genie for Gameboy //  $12.09 //  $15.95 //  $36.69 // 
2851 //  Game and Watch Gallery //  $5.54 //  $20.55 //  $65.74 // 
35382 //  Game of Harmony //  $5.71 //  $10.32 //  $71.00 // 
2204 //  Gameboy Camera //  $14.99 //  $33.38 //  $44.65 // 
58004 //  Gameboy Cleaning Kit //  $1.99 //  $7.17 //  $16.50 // 
39945 //  Gameboy Light //  $31.68 //  $110.83 //  $254.92 // 
67297 //  Gameboy Rechargeable Battery Pack/AC Adapter //   //   //   // 
67311 //  Gameboy System [Clear Play It Loud] //  $59.99 //  $209.97 //  $509.92 // 
2856 //  "Gargoyles Quest" //  $23.27 //  $87.99 //  $179.99 // 
2857 //  Gauntlet II //  $10.00 //  $34.11 //  $80.72 // 
18694 //  Gear Works //  $8.47 //  $28.95 //  $66.45 // 
33799 //  "George Foremans KO Boxing" //  $3.94 //  $12.25 //  $23.22 // 
18646 //  Getaway: High Speed II //  $11.48 //  $74.95 //  $100.00 // 
13373 //  Ghostbusters II //  $28.65 //  $100.29 //  $174.98 // 
2860 //  Go Go Tank //  $5.68 //  $28.01 //  $68.98 // 
13374 //  Goal //  $7.16 //  $49.99 //  $60.84 // 
2862 //  Godzilla //  $9.76 //  $39.91 //  $56.36 // 
66730 //  "Godzilla [Players Choice]" //   //   //   // 
2866 //  Golf //  $6.00 //  $19.23 //  $29.03 // 
13375 //  Gradius Interstellar Assault //  $27.25 //  $78.77 //  $299.00 // 
13376 //  Great Greed //  $45.05 //  $171.96 //  $371.43 // 
16871 //  Green Game Boy Pocket //  $27.28 //  $60.40 //  $169.01 // 
2869 //  Gremlins 2 //  $8.49 //  $28.60 //  $107.68 // 
21130 //  HAL Wrestling //  $8.05 //  $9.84 //  $51.17 // 
21149 //  Harvest Moon //  $15.91 //  $45.00 //  $129.47 // 
13377 //  Hatris //  $10.95 //  $31.62 //  $50.70 // 
13378 //  Heavyweight Championship Boxing //  $3.61 //  $39.95 //  $40.00 // 
31051 //  Heiankyo Alien //  $6.99 //  $16.75 //  $37.07 // 
13340 //  Hercules //  $6.13 //  $21.47 //  $88.40 // 
13380 //  High Stakes //  $3.00 //  $12.13 //  $22.27 // 
13381 //  Hit the Ice //  $19.40 //  $76.39 //  $175.70 // 
13382 //  Home Alone //  $6.04 //  $20.19 //  $116.77 // 
2882 //  Home Alone 2 Lost In New York //  $3.21 //  $13.53 //  $69.97 // 
13383 //  Hook //  $8.86 //  $22.45 //  $75.31 // 
13384 //  Hudson Hawk //  $11.88 //  $35.94 //  $87.21 // 
13385 //  Hunchback of Notre Dame //  $9.34 //  $30.69 //  $110.00 // 
13386 //  Hunt for Red October //  $5.00 //  $20.63 //  $42.55 // 
10442 //  Hyper Lode Runner //  $6.33 //  $24.80 //  $54.99 // 
50203 //  Ice Blue Game Boy Pocket //  $31.24 //  $132.50 //  $304.75 // 
13387 //  In Your Face //  $4.00 //  $24.87 //  $45.06 // 
13331 //  Incredible Crash Dummies //  $3.94 //  $15.16 //  $35.72 // 
13388 //  Indiana Jones Last Crusade //  $10.67 //  $48.00 //  $147.71 // 
21083 //  InfoGenius Berlitz Spanish Translator //  $7.90 //  $24.99 //  $57.48 // 
21084 //  InfoGenius: Spell Checker and Calculator //  $4.36 //  $20.67 //  $25.00 // 
13390 //  International Superstar Soccer //  $9.99 //  $73.69 //  $169.49 // 
13394 //  Iron Man X-O Manowar in Heavy Metal //  $9.97 //  $90.31 //  $109.99 // 
13395 //  Ishido: The Way of Stones //  $4.51 //  $15.66 //  $23.01 // 
2887 //  Itchy and Scratchy Miniature Golf Madness //  $20.00 //  $251.44 //  $515.33 // 
13396 //  Jack Nicklaus Golf //  $4.59 //  $13.90 //  $41.71 // 
13397 //  Jeep Jamboree //  $6.34 //  $47.98 //  $49.01 // 
13399 //  Jeopardy //  $4.64 //  $10.11 //  $28.15 // 
13400 //  Jeopardy Platinum Edition //  $9.48 //  $32.23 //  $69.95 // 
13398 //  Jeopardy Sports Edition //  $5.64 //  $23.50 //  $59.99 // 
2890 //  Jeopardy Teen Tournament //  $7.70 //  $27.09 //  $100.95 // 
13403 //  Jimmy Connors Tennis //  $170.73 //  $600.00 //  $1379.34 // 
15880 //  Joe and Mac //  $18.32 //  $75.00 //  $172.50 // 
13408 //  Jordan vs Bird One on One //  $7.07 //  $7.50 //  $189.99 // 
16189 //  Joshua: The Battle of Jericho //  $21.25 //  $59.61 //  $137.10 // 
13409 //  Judge Dredd //  $7.33 //  $26.09 //  $54.99 // 
13411 //  Jungle Strike //  $9.49 //  $20.78 //  $78.88 // 
2893 //  Jurassic Park //  $6.56 //  $27.37 //  $67.19 // 
2894 //  Jurassic Park 2 The Chaos Continues //  $11.43 //  $40.00 //  $40.55 // 
13414 //  Ken Griffey Jr Presents Major League Baseball //  $3.78 //  $19.99 //  $33.00 // 
10575 //  Kid Dracula //  $108.75 //  $749.00 //  $924.17 // 
2896 //  Kid Icarus Of Myths and Monsters //  $12.89 //  $48.53 //  $304.80 // 
2897 //  Killer Instinct //  $6.99 //  $29.55 //  $127.62 // 
58164 //  King James Bible //  $99.99 //  $338.10 //  $339.04 // 
13417 //  King of Fighters 95 //  $17.99 //  $56.01 //  $62.51 // 
13419 //  Kingdom Crusade //  $10.37 //  $53.11 //  $100.00 // 
2899 //  Kirby Pinball Land //  $8.00 //  $32.25 //  $120.01 // 
66736 //  "Kirby Pinball Land [Players Choice]" //   //   //   // 
9214 //  "Kirbys Block Ball" //  $6.97 //  $52.50 //  $90.00 // 
2901 //  "Kirbys Dream Land" //  $11.44 //  $29.99 //  $260.68 // 
2898 //  "Kirbys Dream Land 2" //  $20.67 //  $99.99 //  $499.85 // 
66733 //  "Kirbys Dream Land 2 [Players Choice]" //   //   //   // 
66751 //  "Kirbys Dream Land [Players Choice]" //  $8.99 //  $31.47 //  $76.42 // 
13420 //  "Kirbys Star Stacker" //  $10.16 //  $39.73 //  $174.77 // 
46435 //  Klax //  $6.70 //  $19.68 //  $45.27 // 
13422 //  "Knights Quest" //  $94.15 //  $312.49 //  $610.00 // 
13424 //  "Krustys Fun House" //  $10.99 //  $28.42 //  $46.00 // 
13425 //  Kung Fu Master //  $16.96 //  $242.38 //  $279.20 // 
2903 //  Kwirk //  $7.99 //  $20.89 //  $48.05 // 
13427 //  Lamborghini American Challenge //  $14.99 //  $27.77 //  $126.88 // 
13428 //  Last Action Hero //  $10.77 //  $98.79 //  $101.48 // 
13429 //  "Lazlos Leap" //  $20.55 //  $81.30 //  $186.99 // 
21082 //  Legend of the River King //  $13.79 //  $37.79 //  $70.00 // 
34781 //  Lemmings //  $7.68 //  $19.86 //  $65.30 // 
13432 //  Lethal Weapon //  $10.53 //  $38.41 //  $140.00 // 
54001 //  Light Boy //  $2.28 //  $7.99 //  $18.38 // 
2911 //  Little Mermaid //  $6.14 //  $24.31 //  $100.63 // 
13435 //  Lock n Chase //  $6.30 //  $23.00 //  $53.27 // 
37413 //  Looney Tunes //  $6.96 //  $25.65 //  $80.00 // 
2919 //  Loopz //  $5.42 //  $19.94 //  $45.86 // 
13472 //  Lost World Jurassic Park //  $8.92 //  $45.00 //  $48.00 // 
13404 //  Madden 95 //  $4.09 //  $6.83 //  $33.00 // 
13405 //  Madden 96 //  $2.67 //  $10.22 //  $53.00 // 
13406 //  Madden 97 //  $3.24 //  $25.01 //  $57.53 // 
13443 //  Malibu Beach Volleyball //  $3.39 //  $11.93 //  $29.28 // 
35120 //  Marble Madness //  $5.49 //  $15.51 //  $42.12 // 
13444 //  "Marios Picross" //  $14.95 //  $27.55 //  $139.94 // 
13445 //  "Marus Mission" //  $15.10 //  $80.00 //  $128.75 // 
20387 //  Maui Mallard in Cold Shadow //  $19.99 //  $130.23 //  $356.28 // 
2931 //  Mega Man 2 //  $11.85 //  $64.06 //  $376.17 // 
66742 //  "Mega Man 2 [Players Choice]" //   //   //   // 
13452 //  Mega Man 3 //  $19.47 //  $179.83 //  $255.00 // 
13453 //  Mega Man 4 //  $46.00 //  $394.26 //  $800.00 // 
13451 //  Mega Man 5 //  $110.08 //  $934.75 //  $2150.03 // 
2932 //  Mega Man Dr Wily Revenge //  $9.35 //  $36.41 //  $135.13 // 
66738 //  "Mega Man Dr Wily Revenge [Players Choice]" //   //   //   // 
13455 //  Megalit //  $15.99 //  $80.41 //  $135.66 // 
13456 //  Mercenary Force //  $8.76 //  $27.47 //  $125.00 // 
13457 //  Metal Masters //  $33.90 //  $163.95 //  $377.06 // 
2938 //  Metroid 2 Return of Samus //  $18.09 //  $84.22 //  $270.94 // 
66743 //  "Metroid 2 Return of Samus [Players Choice]" //   //   //   // 
19898 //  Mickey Mouse Magic Wands //  $5.99 //  $24.01 //  $46.44 // 
2940 //  "Mickeys Dangerous Chase" //  $6.50 //  $16.00 //  $61.38 // 
66752 //  "Mickeys Dangerous Chase [Players Choice]" //   //   //   // 
13526 //  "Mickeys Ultimate Challenge" //  $6.05 //  $86.93 //  $89.99 // 
13184 //  Micro Machines //  $5.60 //  $21.82 //  $76.76 // 
2944 //  Mighty Morphin Power Rangers //  $9.93 //  $43.80 //  $96.77 // 
13531 //  "Milons Secret Castle" //  $9.08 //  $82.86 //  $166.83 // 
13532 //  Miner 2049er //  $12.43 //  $115.00 //  $400.00 // 
36592 //  Missile Command //  $8.00 //  $17.23 //  $27.55 // 
2947 //  Mole Mania //  $23.35 //  $68.03 //  $139.00 // 
2948 //  Monopoly //  $6.30 //  $11.14 //  $41.47 // 
13535 //  Monster Truck Wars //  $6.50 //  $46.09 //  $89.95 // 
13536 //  Mortal Kombat //  $10.47 //  $18.89 //  $87.00 // 
2951 //  Mortal Kombat 3 //  $8.48 //  $30.64 //  $64.22 // 
2954 //  Mortal Kombat II //  $9.16 //  $24.99 //  $139.08 // 
2953 //  Mortal Kombat and Mortal Kombat II //  $18.99 //  $175.35 //  $339.98 // 
13537 //  Motocross Maniacs //  $5.08 //  $15.75 //  $41.38 // 
13538 //  Mouse Trap Hotel //  $7.16 //  $49.95 //  $95.62 // 
13539 //  "Mr. Chins Gourmet Paradise" //  $10.45 //  $41.50 //  $74.36 // 
13540 //  Mr. Do! //  $27.49 //  $159.99 //  $235.68 // 
2957 //  Ms. Pac-Man //  $7.24 //  $13.72 //  $34.99 // 
46355 //  Muhammad Ali Heavyweight Boxing //  $9.27 //  $39.99 //  $92.03 // 
13341 //  Mulan //  $8.32 //  $39.27 //  $77.69 // 
13541 //  Mysterium //  $9.86 //  $29.99 //  $84.60 // 
13430 //  Mystical Ninja Starring Goemon //  $24.99 //  $86.00 //  $378.32 // 
13543 //  NBA All-Star Challenge //  $3.14 //  $5.06 //  $32.75 // 
13544 //  NBA All-Star Challenge 2 //  $4.43 //  $12.10 //  $30.00 // 
36404 //  NBA Jam //  $3.00 //  $10.08 //  $27.95 // 
13548 //  NBA Jam Tournament Edition //  $7.02 //  $20.48 //  $47.10 // 
13549 //  NBA Live 96 //  $4.97 //  $9.99 //  $13.98 // 
13552 //  NFL Football //  $2.64 //  $9.76 //  $34.00 // 
13553 //  NFL Quarterback Club //  $3.19 //  $13.38 //  $24.98 // 
13555 //  NFL Quarterback Club 2 //  $4.22 //  $5.06 //  $34.99 // 
13554 //  NFL Quarterback Club 96 //  $2.77 //  $7.41 //  $15.00 // 
13558 //  NHL 96 //  $4.39 //  $9.99 //  $22.97 // 
13556 //  NHL Hockey 95 //  $7.25 //  $24.99 //  $33.32 // 
19502 //  NIV Bible and Lost Levels of Joshua //  $76.47 //  $282.61 //  $650.00 // 
13559 //  Nail n Scale //  $23.11 //  $94.79 //  $124.50 // 
13560 //  Navy Seals //  $5.68 //  $13.65 //  $19.60 // 
2966 //  Nemesis //  $8.74 //  $38.02 //  $132.87 // 
13475 //  New Chessmaster //  $7.00 //  $23.72 //  $24.57 // 
20101 //  "Nigel Mansells World Championship Racing" //  $3.44 //  $19.65 //  $52.95 // 
13562 //  Ninja Boy //  $16.55 //  $119.99 //  $256.00 // 
13563 //  Ninja Boy 2 //  $19.99 //  $24.45 //  $114.75 // 
2971 //  Ninja Gaiden Shadow //  $32.50 //  $151.03 //  $290.33 // 
13564 //  Ninja Taro //  $54.99 //  $175.41 //  $403.44 // 
3130 //  Nintendo World Cup //  $3.87 //  $14.89 //  $64.72 // 
13566 //  "Nobunagas Ambition" //  $13.37 //  $25.99 //  $30.02 // 
7411 //  Oddworld Adventures //  $6.21 //  $21.05 //  $25.54 // 
13568 //  Olympic Summer Games //  $4.20 //  $13.86 //  $29.99 // 
2795 //  Operation C //  $16.19 //  $109.95 //  $147.39 // 
38642 //  Original Gameboy Black //   //   //   // 
40418 //  Original Gameboy Green //   //   //   // 
46989 //  Original Gameboy Red //  $37.66 //  $140.07 //  $322.16 // 
16869 //  Original Gameboy System //  $31.27 //  $104.83 //  $448.54 // 
40419 //  Original Gameboy Yellow //   //   //   // 
13569 //  Out of Gas //  $20.51 //  $71.78 //  $188.32 // 
13570 //  PGA European Tour //  $4.00 //  $19.99 //  $26.91 // 
13571 //  PGA Tour 96 //  $4.68 //  $9.99 //  $39.95 // 
13574 //  Pac-Attack //  $12.78 //  $51.50 //  $105.63 // 
2972 //  Pac-Man //  $6.90 //  $11.64 //  $42.39 // 
66744 //  "Pac-Man [Players Choice]" //   //   //   // 
13575 //  Pac-in-Time //  $8.65 //  $74.84 //  $172.13 // 
13576 //  Pagemaster //  $7.99 //  $35.67 //  $162.50 // 
13578 //  Panel Action Bingo //  $5.34 //  $19.45 //  $45.66 // 
21142 //  Paperboy //  $6.12 //  $20.00 //  $58.75 // 
13579 //  Paperboy 2 //  $7.99 //  $26.37 //  $69.22 // 
13580 //  Penguin Wars //  $6.74 //  $32.67 //  $78.12 // 
46397 //  Personal Organizer & Phone Book //  $9.99 //  $34.97 //  $57.51 // 
13572 //  Pinball Dreams //  $11.80 //  $31.45 //  $95.00 // 
13581 //  Pinball Fantasies //  $9.49 //  $29.76 //  $170.99 // 
13582 //  Pinocchio //  $7.43 //  $37.00 //  $38.57 // 
13573 //  Pipe Dream //  $6.01 //  $8.04 //  $31.38 // 
13584 //  Pit-Fighter //  $6.50 //  $12.76 //  $34.99 // 
