2888 //  007 James Bond //  $7.01 //  $24.56 //  $148.50 // 
13573 //  Pipe Dream //  $6.14 //  $8.31 //  $31.38 // 
13584 //  Pit-Fighter //  $6.95 //  $13.08 //  $34.99 // 
13585 //  Play Action Football //  $3.44 //  $9.99 //  $29.00 // 
13587 //  Pocahontas //  $5.97 //  $28.68 //  $30.49 // 
2979 //  Pokemon Blue //  $21.78 //  $97.90 //  $836.48 // 
2985 //  Pokemon Red //  $25.08 //  $84.58 //  $1337.00 // 
2988 //  Pokemon Yellow //  $24.99 //  $100.49 //  $499.18 // 
13589 //  Popeye 2 //  $16.95 //  $56.66 //  $143.57 // 
36675 //  Power Mission //  $9.80 //  $33.11 //  $38.05 // 
21126 //  Power Racer //  $11.00 //  $47.50 //  $74.99 // 
2994 //  Power Rangers The Movie //  $9.50 //  $42.78 //  $295.02 // 
13593 //  Prehistorik Man //  $20.09 //  $69.95 //  $102.47 // 
13594 //  Primal Rage //  $7.35 //  $18.00 //  $64.87 // 
34961 //  Prince of Persia //  $11.33 //  $38.67 //  $72.95 // 
13597 //  Prophecy of the Viking Child //  $13.76 //  $39.06 //  $90.14 // 
13599 //  Pyramids of Ra //  $12.76 //  $50.00 //  $65.00 // 
13600 //  Q Billion //  $4.70 //  $17.35 //  $34.24 // 
14863 //  Q*bert //  $9.72 //  $16.63 //  $96.06 // 
3001 //  Qix //  $5.89 //  $12.67 //  $25.99 // 
13601 //  Quarth //  $7.08 //  $18.49 //  $46.56 // 
13602 //  R-Type //  $12.85 //  $53.82 //  $112.51 // 
13603 //  Race Days //  $11.35 //  $30.83 //  $80.00 // 
13604 //  Race Drivin //  $7.28 //  $15.29 //  $62.44 // 
13605 //  Radar Mission //  $4.83 //  $17.17 //  $59.79 // 
13606 //  Raging Fighter //  $4.53 //  $29.99 //  $69.99 // 
3008 //  Rampart //  $20.83 //  $122.76 //  $283.64 // 
13478 //  Real Ghostbusters //  $21.67 //  $140.99 //  $324.07 // 
40544 //  Red Game Boy Pocket //  $32.14 //  $112.94 //  $259.76 // 
13609 //  Ren & Stimpy Space Cadet Adventures //  $7.62 //  $25.23 //  $125.87 // 
13610 //  Ren & Stimpy Veediots //  $4.19 //  $14.28 //  $96.00 // 
13611 //  Rescue of Princess Blobette //  $6.75 //  $38.33 //  $90.00 // 
3013 //  Revenge of the Gator //  $8.20 //  $20.00 //  $79.99 // 
13614 //  Riddick Bowe Boxing //  $6.19 //  $41.93 //  $57.29 // 
13085 //  Ring Rage //  $6.05 //  $24.95 //  $57.39 // 
21155 //  Road Rash //  $12.49 //  $30.84 //  $122.35 // 
13182 //  Robin Hood Prince of Thieves //  $9.00 //  $35.36 //  $114.50 // 
3017 //  RoboCop //  $9.38 //  $25.00 //  $64.86 // 
13616 //  RoboCop 2 //  $10.33 //  $40.50 //  $93.15 // 
13617 //  Robocop vs The Terminator //  $20.11 //  $74.41 //  $170.94 // 
13619 //  "Roger Clemens MVP Baseball" //  $4.64 //  $14.95 //  $37.55 // 
13621 //  "Rolans Curse" //  $23.67 //  $124.59 //  $286.56 // 
13620 //  "Rolans Curse 2" //  $62.50 //  $191.66 //  $225.00 // 
13626 //  Samurai Shodown //  $24.99 //  $85.00 //  $300.00 // 
21129 //  SeaQuest DSV //  $10.04 //  $99.99 //  $200.00 // 
21128 //  Serpent //  $11.67 //  $68.68 //  $98.66 // 
45784 //  Shanghai //  $5.93 //  $9.19 //  $19.99 // 
13630 //  Shaq Fu //  $52.79 //  $119.04 //  $396.83 // 
13631 //  Side Pocket //  $5.99 //  $12.71 //  $34.37 // 
45735 //  Silver Game Boy Pocket //  $22.70 //  $79.42 //  $182.67 // 
36570 //  Singer Sewing Machine Operation Software //  $59.03 //  $147.82 //  $340.00 // 
13633 //  Skate or Die 2 Tour de Thrash //  $9.50 //  $99.25 //  $163.86 // 
13634 //  Skate or Die Bad n Rad //  $6.50 //  $29.99 //  $100.00 // 
3040 //  Small Soldiers //  $7.95 //  $23.19 //  $53.41 // 
13635 //  Sneaky Snakes //  $12.47 //  $52.34 //  $113.03 // 
13636 //  Snoopy Magic Show //  $6.28 //  $29.00 //  $93.95 // 
13637 //  Snow Brothers //  $47.49 //  $214.01 //  $382.23 // 
20086 //  Soccer Mania //  $5.29 //  $129.99 //  $230.00 // 
13638 //  Solar Striker //  $7.88 //  $31.25 //  $79.55 // 
13639 //  Solitaire Fun Pak //  $3.22 //  $11.62 //  $26.16 // 
13640 //  "Solomons Club" //  $11.32 //  $29.67 //  $95.51 // 
34639 //  Space Invaders //  $9.95 //  $23.28 //  $55.38 // 
13645 //  "Spankys Quest" //  $16.11 //  $137.42 //  $299.99 // 
13646 //  Speedball 2 //  $10.00 //  $20.63 //  $47.97 // 
13647 //  Speedy Gonzales //  $10.06 //  $26.78 //  $61.74 // 
13648 //  Spiderman 3 //  $13.49 //  $83.69 //  $134.61 // 
13649 //  "Spiderman and the X-Men: Arcades Revenge" //  $8.21 //  $89.99 //  $206.98 // 
21125 //  Spiritual Warfare //  $22.00 //  $49.77 //  $161.86 // 
21124 //  Sports Illustrated Championship Football & Baseball //  $3.88 //  $16.15 //  $38.05 // 
13650 //  Sports Illustrated Golf Classic //  $2.98 //  $16.51 //  $20.69 // 
13651 //  Sports Illustrated for Kids the Ultimate Triple Dare //  $3.98 //  $140.00 //  $210.00 // 
13652 //  Spot the Cool Adventure //  $7.37 //  $44.95 //  $62.10 // 
13653 //  Spot the Video Game //  $6.08 //  $18.81 //  $47.94 // 
13654 //  "Spuds Adventure" //  $211.52 //  $1896.34 //  $3500.00 // 
21157 //  Spy vs. Spy //  $9.59 //  $42.95 //  $280.15 // 
13656 //  Square Deal //  $6.33 //  $18.55 //  $55.35 // 
13657 //  Star Trek 25th Anniversary //  $9.15 //  $34.99 //  $35.00 // 
10443 //  Star Trek Generations Beyond the Nexus //  $9.16 //  $29.99 //  $80.00 // 
13658 //  Star Trek the Next Generation //  $6.90 //  $19.47 //  $46.13 // 
3050 //  Star Wars //  $8.99 //  $33.74 //  $43.68 // 
3051 //  Star Wars The Empire Strikes Back //  $11.00 //  $36.71 //  $40.30 // 
68879 //  Star Wars The Empire Strikes Back [Classic Edition] //   //   //   // 
60615 //  Star Wars [Classic Edition] //  $9.52 //  $41.00 //  $44.00 // 
66745 //  "Star Wars [Players Choice]" //  $6.63 //  $36.00 //  $45.00 // 
60616 //  Star Wars [Premium Edition] //   //   //   // 
13659 //  Stargate //  $6.62 //  $25.00 //  $57.83 // 
13661 //  Stop that Roach //  $24.49 //  $302.41 //  $440.00 // 
3056 //  Street Fighter II //  $13.22 //  $26.26 //  $119.19 // 
13662 //  Street Racer //  $5.59 //  $19.56 //  $76.51 // 
13663 //  Sumo Fighter //  $109.99 //  $1141.52 //  $1526.01 // 
13664 //  Super Battletank //  $5.13 //  $19.74 //  $44.99 // 
13665 //  Super Black Bass //  $19.29 //  $68.22 //  $160.45 // 
45806 //  Super Breakout //  $6.49 //  $16.87 //  $50.00 // 
13666 //  Super Chase HQ //  $13.55 //  $82.50 //  $599.99 // 
13667 //  Super Hunchback //  $9.80 //  $29.74 //  $88.38 // 
3059 //  Super Mario Land //  $10.00 //  $31.56 //  $317.38 // 
3060 //  Super Mario Land 2 //  $14.92 //  $32.18 //  $274.76 // 
66747 //  "Super Mario Land 2 [Players Choice]" //   //   //   // 
66746 //  "Super Mario Land [Players Choice]" //  $9.97 //  $74.98 //  $160.95 // 
13668 //  Super Off Road //  $6.65 //  $24.95 //  $34.74 // 
16470 //  Super R.C. Pro-Am //  $4.00 //  $21.59 //  $53.44 // 
66748 //  "Super R.C. Pro-Am [Players Choice]" //   //   //   // 
14393 //  Super Scrabble //  $3.96 //  $13.55 //  $42.39 // 
10597 //  Super Star Wars Return of the Jedi //  $9.14 //  $35.58 //  $72.00 // 
13669 //  Superman //  $8.49 //  $32.31 //  $77.90 // 
13179 //  Swamp Thing //  $36.00 //  $145.00 //  $204.99 // 
13670 //  Sword of Hope //  $18.99 //  $68.26 //  $130.42 // 
13671 //  Sword of Hope II //  $40.00 //  $131.25 //  $224.53 // 
13672 //  T2 The Arcade Game //  $5.19 //  $23.97 //  $67.99 // 
13674 //  Tail Gator //  $45.79 //  $185.47 //  $389.23 // 
13342 //  TaleSpin //  $12.98 //  $54.17 //  $110.28 // 
3062 //  Tamagotchi //  $5.71 //  $20.00 //  $34.94 // 
13675 //  Tarzan Lord of the Jungle //  $9.88 //  $37.07 //  $65.88 // 
13676 //  Tasmania Story //  $11.70 //  $103.50 //  $110.16 // 
3065 //  Taz Mania 2 //  $5.20 //  $23.15 //  $125.00 // 
20125 //  Taz-Mania //  $6.56 //  $19.59 //  $67.38 // 
3067 //  Tecmo Bowl //  $6.96 //  $17.99 //  $40.52 // 
3068 //  Teenage Mutant Ninja Turtles Fall of the Foot Clan //  $8.92 //  $36.72 //  $357.00 // 
13673 //  Teenage Mutant Ninja Turtles II Back from the Sewers //  $13.76 //  $89.98 //  $143.75 // 
13678 //  Teenage Mutant Ninja Turtles III Radical Rescue //  $36.00 //  $140.92 //  $350.00 // 
16083 //  Tennis //  $5.38 //  $19.99 //  $45.00 // 
66753 //  "Tennis [Players Choice]" //  $4.57 //  $15.99 //  $36.78 // 
9952 //  Terminator 2 Judgment Day //  $5.73 //  $20.78 //  $59.93 // 
13679 //  Tesserae //  $6.24 //  $15.07 //  $38.20 // 
3073 //  Tetris //  $8.97 //  $14.14 //  $240.19 // 
9965 //  Tetris 2 //  $6.54 //  $16.49 //  $35.99 // 
3074 //  Tetris Attack //  $5.20 //  $17.07 //  $39.00 // 
13460 //  Tetris Blast //  $6.53 //  $15.11 //  $39.78 // 
3076 //  Tetris Plus //  $6.25 //  $13.00 //  $29.90 // 
66739 //  "Tetris [Players Choice]" //  $6.00 //  $53.75 //  $134.49 // 
13463 //  The Adventures of Rocky and Bullwinkle and Friends //  $6.86 //  $39.56 //  $140.01 // 
13467 //  The Fidgetts //  $9.41 //  $18.38 //  $80.00 // 
13468 //  The Flash //  $18.80 //  $62.55 //  $66.46 // 
3080 //  The Humans //  $8.98 //  $32.07 //  $109.45 // 
3081 //  The Jetsons Robot Panic //  $33.78 //  $232.56 //  $437.00 // 
3082 //  The Jungle Book //  $4.98 //  $17.25 //  $47.24 // 
14392 //  The Lion King //  $5.69 //  $28.20 //  $82.12 // 
13477 //  The Punisher //  $12.47 //  $107.83 //  $112.39 // 
21156 //  The Rugrats Movie //  $4.85 //  $10.05 //  $25.30 // 
13632 //  The Simpsons Bart and the Beanstalk //  $19.99 //  $199.35 //  $212.53 // 
13285 //  The Simpsons Bart vs the Juggernauts //  $9.27 //  $35.36 //  $67.00 // 
11971 //  The Smurfs //  $7.43 //  $26.82 //  $29.99 // 
13483 //  "Tiny Toon Adventures 2 Montanas Movie Madness" //  $6.99 //  $29.89 //  $39.99 // 
13481 //  "Tiny Toon Adventures Babs Big Break" //  $6.67 //  $22.37 //  $119.99 // 
13484 //  Tiny Toon Adventures Wacky Sports //  $7.94 //  $45.00 //  $186.76 // 
34783 //  Titus the Fox //  $31.26 //  $265.86 //  $300.00 // 
35455 //  Tom and Jerry //  $5.88 //  $20.59 //  $51.13 // 
13485 //  Tom and Jerry Frantic Antics //  $7.84 //  $29.51 //  $82.67 // 
13180 //  Top Gun Guts to Glory //  $6.75 //  $34.99 //  $38.25 // 
13486 //  Top Rank Tennis //  $6.83 //  $17.00 //  $31.72 // 
13487 //  Torpedo Range //  $7.54 //  $34.97 //  $63.53 // 
13488 //  Total Carnage //  $24.86 //  $158.15 //  $210.16 // 
13491 //  Toxic Crusaders //  $192.08 //  $498.71 //  $850.45 // 
3104 //  Toy Story //  $4.99 //  $15.79 //  $54.93 // 
31327 //  Track & Field //  $6.42 //  $19.61 //  $54.97 // 
13493 //  Track Meet //  $8.94 //  $19.95 //  $110.00 // 
13494 //  Trax //  $29.99 //  $54.39 //  $169.54 // 
13497 //  True Lies //  $7.90 //  $49.99 //  $102.00 // 
13498 //  Tumble Pop //  $34.87 //  $130.00 //  $130.00 // 
15876 //  Turn And Burn The F-14 Dogfight Simulator //  $4.06 //  $14.18 //  $34.51 // 
13086 //  Turok Battle of the Bionosaurs //  $8.82 //  $31.03 //  $61.48 // 
13500 //  Turrican //  $17.48 //  $61.12 //  $87.46 // 
13502 //  Ultima Runes of Virtue //  $16.05 //  $57.72 //  $199.99 // 
13503 //  Ultima Runes of Virtue II //  $30.74 //  $151.45 //  $263.50 // 
13506 //  Ultra Golf //  $3.21 //  $17.62 //  $29.20 // 
13507 //  Universal Soldier //  $29.82 //  $128.57 //  $241.46 // 
3111 //  Urban Strike //  $6.57 //  $19.95 //  $72.90 // 
13509 //  Vegas Stakes //  $4.99 //  $15.15 //  $20.00 // 
13510 //  WCW The Main Event //  $30.07 //  $59.01 //  $135.73 // 
13512 //  WWF King of the Ring //  $5.79 //  $22.34 //  $64.19 // 
13513 //  WWF Raw //  $7.19 //  $13.99 //  $29.50 // 
13514 //  WWF Superstars //  $7.98 //  $19.57 //  $57.04 // 
13515 //  WWF Superstars 2 //  $6.35 //  $29.99 //  $61.43 // 
13517 //  WWF Warzone //  $7.04 //  $12.67 //  $50.97 // 
3117 //  Wario Blast //  $8.66 //  $40.08 //  $119.51 // 
21158 //  Wario Land II //  $15.00 //  $46.38 //  $330.00 // 
57974 //  Wario Land II [Not for Resale] //  $70.00 //   //   // 
3119 //  Wario Land Super Mario Land 3 //  $14.00 //  $50.00 //  $176.25 // 
66741 //  "Wario Land Super Mario Land 3 [Players Choice]" //   //   //   // 
7496 //  Wave Race //  $4.06 //  $19.99 //  $24.34 // 
66754 //  "Wave Race [Players Choice]" //   //   //   // 
13518 //  "Waynes World" //  $24.63 //  $116.35 //  $224.57 // 
13519 //  "Were Back A Dinosaur Story" //  $5.68 //  $59.99 //  $200.76 // 
3124 //  Wheel of Fortune //  $4.95 //  $12.30 //  $24.92 // 
7498 //  Who Framed Roger Rabbit //  $10.46 //  $49.99 //  $56.80 // 
13522 //  WildSnake //  $3.81 //  $19.97 //  $51.25 // 
20079 //  Wordtris //  $7.13 //  $14.55 //  $25.95 // 
3129 //  Wordzap //  $8.57 //  $29.99 //  $71.63 // 
13523 //  World Bowling //  $4.07 //  $13.72 //  $35.00 // 
21127 //  World Circuit Series //  $8.11 //  $53.38 //  $89.93 // 
13680 //  World Cup 98 //  $4.25 //  $14.89 //  $34.30 // 
13681 //  World Heroes 2 Jet //  $17.92 //  $69.99 //  $147.47 // 
13479 //  XVII Olympic Winter Games Lillehammer 94 //  $4.85 //  $16.98 //  $39.02 // 
13682 //  Xenon 2 //  $28.09 //  $68.01 //  $182.14 // 
16872 //  Yellow Game Boy Pocket //  $22.63 //  $56.54 //  $130.05 // 
13685 //  "Yogi Bears Gold Rush" //  $7.33 //  $40.00 //  $99.95 // 
3138 //  Yoshi //  $7.27 //  $17.95 //  $51.31 // 
3139 //  "Yoshis Cookie" //  $6.91 //  $18.40 //  $100.07 // 
16123 //  "Zelda Links Awakening" //  $22.54 //  $125.20 //  $350.00 // 
66737 //  "Zelda Links Awakening [Players Choice]" //  $19.00 //  $99.97 //  $161.50 // 
13687 //  Zen Intergalactic Ninja //  $36.96 //  $165.00 //  $299.45 // 
13689 //  Zool Ninja of the Nth Dimension //  $39.99 //  $91.27 //  $209.93 // 
10907 //  Zoop //  $4.96 //  $5.22 //  $30.00 // 
