2888 //  007 James Bond //  $6.45 //  $22.33 //  $148.50 // 
13585 //  Play Action Football //  $3.50 //  $9.12 //  $29.00 // 
13587 //  Pocahontas //  $5.04 //  $28.68 //  $29.99 // 
2979 //  Pokemon Blue //  $19.84 //  $89.48 //  $580.67 // 
2985 //  Pokemon Red //  $24.98 //  $86.69 //  $977.70 // 
2988 //  Pokemon Yellow //  $22.99 //  $95.00 //  $625.12 // 
13589 //  Popeye 2 //  $16.17 //  $56.60 //  $137.45 // 
36675 //  Power Mission //  $9.80 //  $31.92 //  $38.05 // 
21126 //  Power Racer //  $8.95 //  $47.50 //  $74.38 // 
2994 //  Power Rangers The Movie //  $9.14 //  $41.21 //  $295.02 // 
13593 //  Prehistorik Man //  $19.99 //  $69.95 //  $104.44 // 
13594 //  Primal Rage //  $7.58 //  $18.00 //  $65.75 // 
34961 //  Prince of Persia //  $11.95 //  $37.84 //  $72.95 // 
13597 //  Prophecy of the Viking Child //  $13.83 //  $39.26 //  $90.30 // 
13599 //  Pyramids of Ra //  $12.20 //  $50.00 //  $65.00 // 
13600 //  Q Billion //  $4.59 //  $17.35 //  $34.24 // 
14863 //  Q*bert //  $8.05 //  $16.52 //  $100.25 // 
3001 //  Qix //  $5.66 //  $12.91 //  $28.74 // 
13601 //  Quarth //  $6.31 //  $18.01 //  $46.56 // 
13602 //  R-Type //  $12.60 //  $40.65 //  $112.51 // 
13603 //  Race Days //  $10.99 //  $18.97 //  $43.63 // 
13604 //  Race Drivin //  $5.99 //  $15.25 //  $62.50 // 
13605 //  Radar Mission //  $4.95 //  $17.06 //  $59.73 // 
13606 //  Raging Fighter //  $5.95 //  $28.85 //  $69.99 // 
3008 //  Rampart //  $18.37 //  $125.00 //  $287.51 // 
13478 //  Real Ghostbusters //  $19.38 //  $142.22 //  $324.07 // 
40544 //  Red Game Boy Pocket //  $32.14 //  $112.94 //  $259.76 // 
13609 //  Ren & Stimpy Space Cadet Adventures //  $7.40 //  $24.99 //  $125.87 // 
13610 //  Ren & Stimpy Veediots //  $3.35 //  $16.49 //  $96.00 // 
13611 //  Rescue of Princess Blobette //  $8.31 //  $38.49 //  $90.00 // 
3013 //  Revenge of the Gator //  $6.90 //  $22.37 //  $79.99 // 
13614 //  Riddick Bowe Boxing //  $6.00 //  $35.95 //  $57.29 // 
13085 //  Ring Rage //  $6.06 //  $24.95 //  $57.39 // 
21155 //  Road Rash //  $12.00 //  $42.56 //  $122.35 // 
13182 //  Robin Hood Prince of Thieves //  $10.11 //  $35.39 //  $114.50 // 
3017 //  RoboCop //  $8.30 //  $25.00 //  $64.86 // 
13616 //  RoboCop 2 //  $10.33 //  $40.50 //  $93.15 // 
13617 //  Robocop vs The Terminator //  $18.69 //  $74.17 //  $169.58 // 
13619 //  "Roger Clemens MVP Baseball" //  $4.33 //  $14.95 //  $37.55 // 
13621 //  "Rolans Curse" //  $23.25 //  $124.59 //  $286.56 // 
13620 //  "Rolans Curse 2" //  $63.69 //  $191.66 //  $225.00 // 
13626 //  Samurai Shodown //  $19.32 //  $85.00 //  $300.00 // 
21129 //  SeaQuest DSV //  $10.70 //  $99.99 //  $200.00 // 
21128 //  Serpent //  $10.94 //  $68.68 //  $99.35 // 
45784 //  Shanghai //  $5.92 //  $9.19 //  $20.01 // 
13630 //  Shaq Fu //  $52.79 //  $129.97 //  $396.83 // 
13631 //  Side Pocket //  $5.97 //  $12.36 //  $34.56 // 
45735 //  Silver Game Boy Pocket //  $22.70 //  $79.42 //  $182.67 // 
36570 //  Singer Sewing Machine Operation Software //  $49.81 //  $147.74 //  $340.00 // 
13633 //  Skate or Die 2 Tour de Thrash //  $9.47 //  $99.29 //  $163.86 // 
13634 //  Skate or Die Bad n Rad //  $6.38 //  $30.00 //  $100.00 // 
3040 //  Small Soldiers //  $7.87 //  $23.19 //  $54.32 // 
13635 //  Sneaky Snakes //  $11.43 //  $48.38 //  $111.26 // 
13636 //  Snoopy Magic Show //  $5.79 //  $29.00 //  $89.95 // 
13637 //  Snow Brothers //  $45.00 //  $214.01 //  $373.62 // 
20086 //  Soccer Mania //  $5.29 //  $129.99 //  $230.00 // 
13638 //  Solar Striker //  $7.15 //  $31.11 //  $79.09 // 
13639 //  Solitaire Fun Pak //  $2.98 //  $10.22 //  $25.28 // 
13640 //  "Solomons Club" //  $11.42 //  $28.78 //  $94.87 // 
34639 //  Space Invaders //  $8.98 //  $19.69 //  $55.39 // 
13645 //  "Spankys Quest" //  $16.52 //  $137.42 //  $299.99 // 
13646 //  Speedball 2 //  $10.00 //  $20.63 //  $48.03 // 
13647 //  Speedy Gonzales //  $8.99 //  $26.99 //  $64.00 // 
13648 //  Spiderman 3 //  $12.16 //  $86.54 //  $134.61 // 
13649 //  "Spiderman and the X-Men: Arcades Revenge" //  $9.13 //  $89.99 //  $206.98 // 
21125 //  Spiritual Warfare //  $22.00 //  $49.77 //  $161.82 // 
21124 //  Sports Illustrated Championship Football & Baseball //  $3.88 //  $16.72 //  $38.60 // 
13650 //  Sports Illustrated Golf Classic //  $3.18 //  $16.73 //  $20.69 // 
13651 //  Sports Illustrated for Kids the Ultimate Triple Dare //  $3.98 //  $140.00 //  $210.00 // 
13652 //  Spot the Cool Adventure //  $7.15 //  $44.95 //  $60.78 // 
13653 //  Spot the Video Game //  $5.59 //  $16.73 //  $48.34 // 
13654 //  "Spuds Adventure" //  $205.02 //  $1892.46 //  $3500.00 // 
21157 //  Spy vs. Spy //  $9.59 //  $42.72 //  $258.33 // 
13656 //  Square Deal //  $6.24 //  $18.55 //  $52.72 // 
13657 //  Star Trek 25th Anniversary //  $9.41 //  $35.00 //  $45.91 // 
10443 //  Star Trek Generations Beyond the Nexus //  $8.45 //  $29.10 //  $80.00 // 
13658 //  Star Trek the Next Generation //  $6.12 //  $17.99 //  $41.42 // 
3050 //  Star Wars //  $9.39 //  $29.99 //  $46.06 // 
3051 //  Star Wars The Empire Strikes Back //  $11.31 //  $35.07 //  $40.60 // 
68879 //  Star Wars The Empire Strikes Back [Classic Edition] //   //   //   // 
60615 //  Star Wars [Classic Edition] //  $9.52 //  $44.00 //  $48.00 // 
66745 //  "Star Wars [Players Choice]" //  $6.14 //  $37.06 //  $52.00 // 
60616 //  Star Wars [Premium Edition] //   //   //   // 
13659 //  Stargate //  $7.37 //  $25.00 //  $62.65 // 
13661 //  Stop that Roach //  $24.75 //  $275.14 //  $440.00 // 
3056 //  Street Fighter II //  $13.24 //  $27.96 //  $119.35 // 
13662 //  Street Racer //  $5.59 //  $19.52 //  $76.51 // 
13663 //  Sumo Fighter //  $105.56 //  $1212.49 //  $1526.01 // 
13664 //  Super Battletank //  $4.48 //  $19.56 //  $44.99 // 
13665 //  Super Black Bass //  $18.54 //  $65.07 //  $153.83 // 
45806 //  Super Breakout //  $6.49 //  $12.00 //  $50.00 // 
13666 //  Super Chase HQ //  $11.63 //  $82.50 //  $102.68 // 
13667 //  Super Hunchback //  $9.98 //  $44.08 //  $100.90 // 
3059 //  Super Mario Land //  $8.62 //  $43.44 //  $372.00 // 
3060 //  Super Mario Land 2 //  $10.97 //  $38.99 //  $280.25 // 
66747 //  "Super Mario Land 2 [Players Choice]" //   //   //   // 
66746 //  "Super Mario Land [Players Choice]" //  $9.97 //  $69.98 //  $160.95 // 
13668 //  Super Off Road //  $5.97 //  $22.53 //  $34.74 // 
16470 //  Super R.C. Pro-Am //  $4.48 //  $23.23 //  $53.44 // 
66748 //  "Super R.C. Pro-Am [Players Choice]" //   //   //   // 
14393 //  Super Scrabble //  $3.98 //  $14.03 //  $42.39 // 
10597 //  Super Star Wars Return of the Jedi //  $9.34 //  $35.70 //  $72.00 // 
13669 //  Superman //  $8.63 //  $32.51 //  $78.05 // 
13179 //  Swamp Thing //  $35.50 //  $144.95 //  $204.99 // 
13670 //  Sword of Hope //  $21.54 //  $87.48 //  $131.19 // 
13671 //  Sword of Hope II //  $37.50 //  $131.29 //  $224.02 // 
13672 //  T2 The Arcade Game //  $5.38 //  $21.82 //  $67.99 // 
13674 //  Tail Gator //  $45.80 //  $185.47 //  $388.97 // 
13342 //  TaleSpin //  $12.98 //  $49.95 //  $106.35 // 
3062 //  Tamagotchi //  $5.49 //  $19.22 //  $31.92 // 
13675 //  Tarzan Lord of the Jungle //  $8.70 //  $37.15 //  $65.88 // 
13676 //  Tasmania Story //  $10.50 //  $103.50 //  $110.16 // 
3065 //  Taz Mania 2 //  $5.20 //  $23.11 //  $125.00 // 
20125 //  Taz-Mania //  $6.69 //  $19.59 //  $67.38 // 
3067 //  Tecmo Bowl //  $6.08 //  $19.68 //  $40.52 // 
3068 //  Teenage Mutant Ninja Turtles Fall of the Foot Clan //  $8.83 //  $39.87 //  $357.07 // 
13673 //  Teenage Mutant Ninja Turtles II Back from the Sewers //  $13.00 //  $85.10 //  $143.75 // 
13678 //  Teenage Mutant Ninja Turtles III Radical Rescue //  $32.87 //  $231.32 //  $350.00 // 
16083 //  Tennis //  $5.11 //  $18.50 //  $42.67 // 
66753 //  "Tennis [Players Choice]" //  $4.57 //  $15.99 //  $36.78 // 
9952 //  Terminator 2 Judgment Day //  $4.99 //  $19.27 //  $59.93 // 
13679 //  Tesserae //  $6.23 //  $15.07 //  $38.30 // 
3073 //  Tetris //  $7.95 //  $14.75 //  $231.64 // 
9965 //  Tetris 2 //  $4.34 //  $15.57 //  $35.99 // 
3074 //  Tetris Attack //  $4.00 //  $15.16 //  $39.00 // 
13460 //  Tetris Blast //  $5.25 //  $15.00 //  $39.35 // 
3076 //  Tetris Plus //  $6.09 //  $13.00 //  $29.90 // 
66739 //  "Tetris [Players Choice]" //  $15.82 //  $62.49 //  $134.49 // 
13463 //  The Adventures of Rocky and Bullwinkle and Friends //  $7.42 //  $48.95 //  $147.73 // 
13467 //  The Fidgetts //  $9.41 //  $20.16 //  $80.01 // 
13468 //  The Flash //  $18.55 //  $62.55 //  $66.54 // 
3080 //  The Humans //  $8.78 //  $27.39 //  $111.13 // 
3081 //  The Jetsons Robot Panic //  $34.41 //  $232.36 //  $437.00 // 
3082 //  The Jungle Book //  $4.19 //  $17.25 //  $46.98 // 
14392 //  The Lion King //  $6.45 //  $26.14 //  $82.12 // 
13477 //  The Punisher //  $12.21 //  $109.64 //  $113.18 // 
21156 //  The Rugrats Movie //  $4.44 //  $10.75 //  $25.30 // 
13632 //  The Simpsons Bart and the Beanstalk //  $20.00 //  $171.73 //  $212.53 // 
13285 //  The Simpsons Bart vs the Juggernauts //  $8.59 //  $33.24 //  $66.99 // 
11971 //  The Smurfs //  $7.21 //  $26.82 //  $29.99 // 
13483 //  "Tiny Toon Adventures 2 Montanas Movie Madness" //  $6.96 //  $30.46 //  $39.99 // 
13481 //  "Tiny Toon Adventures Babs Big Break" //  $5.95 //  $23.42 //  $119.99 // 
13484 //  Tiny Toon Adventures Wacky Sports //  $8.10 //  $41.34 //  $130.72 // 
34783 //  Titus the Fox //  $29.98 //  $234.99 //  $268.93 // 
35455 //  Tom and Jerry //  $4.84 //  $23.70 //  $54.54 // 
13485 //  Tom and Jerry Frantic Antics //  $7.84 //  $42.37 //  $97.65 // 
13180 //  Top Gun Guts to Glory //  $6.59 //  $34.99 //  $38.25 // 
13486 //  Top Rank Tennis //  $6.82 //  $17.00 //  $31.72 // 
13487 //  Torpedo Range //  $7.40 //  $34.97 //  $58.66 // 
13488 //  Total Carnage //  $24.46 //  $158.15 //  $196.25 // 
13491 //  Toxic Crusaders //  $190.21 //  $299.01 //  $850.45 // 
3104 //  Toy Story //  $4.96 //  $15.83 //  $54.94 // 
31327 //  Track & Field //  $5.95 //  $19.61 //  $86.88 // 
13493 //  Track Meet //  $8.82 //  $12.64 //  $110.00 // 
13494 //  Trax //  $29.48 //  $54.39 //  $169.69 // 
13497 //  True Lies //  $7.90 //  $35.50 //  $100.01 // 
13498 //  Tumble Pop //  $34.00 //  $130.00 //  $130.00 // 
15876 //  Turn And Burn The F-14 Dogfight Simulator //  $3.90 //  $13.91 //  $36.49 // 
13086 //  Turok Battle of the Bionosaurs //  $6.90 //  $31.49 //  $61.48 // 
13500 //  Turrican //  $17.51 //  $60.98 //  $87.46 // 
13502 //  Ultima Runes of Virtue //  $16.49 //  $57.77 //  $199.99 // 
13503 //  Ultima Runes of Virtue II //  $31.00 //  $151.78 //  $263.50 // 
13506 //  Ultra Golf //  $3.71 //  $16.73 //  $29.13 // 
13507 //  Universal Soldier //  $26.00 //  $128.57 //  $221.07 // 
3111 //  Urban Strike //  $6.77 //  $19.92 //  $73.00 // 
13509 //  Vegas Stakes //  $4.05 //  $15.26 //  $23.29 // 
13510 //  WCW The Main Event //  $34.22 //  $59.01 //  $135.73 // 
13512 //  WWF King of the Ring //  $5.43 //  $21.10 //  $74.19 // 
13513 //  WWF Raw //  $7.31 //  $13.99 //  $29.50 // 
13514 //  WWF Superstars //  $7.85 //  $24.85 //  $57.04 // 
13515 //  WWF Superstars 2 //  $6.96 //  $29.99 //  $61.55 // 
13517 //  WWF Warzone //  $6.99 //  $12.67 //  $50.97 // 
3117 //  Wario Blast //  $9.73 //  $40.16 //  $95.50 // 
21158 //  Wario Land II //  $12.91 //  $45.50 //  $330.00 // 
57974 //  Wario Land II [Not for Resale] //  $70.00 //   //   // 
3119 //  Wario Land Super Mario Land 3 //  $15.75 //  $51.84 //  $176.25 // 
66741 //  "Wario Land Super Mario Land 3 [Players Choice]" //   //   //   // 
7496 //  Wave Race //  $3.99 //  $19.99 //  $24.34 // 
66754 //  "Wave Race [Players Choice]" //   //   //   // 
13518 //  "Waynes World" //  $25.74 //  $90.09 //  $207.21 // 
13519 //  "Were Back A Dinosaur Story" //  $5.73 //  $59.99 //  $203.22 // 
3124 //  Wheel of Fortune //  $4.18 //  $11.45 //  $19.59 // 
7498 //  Who Framed Roger Rabbit //  $9.22 //  $50.31 //  $56.80 // 
13522 //  WildSnake //  $3.83 //  $24.99 //  $51.25 // 
20079 //  Wordtris //  $6.78 //  $14.61 //  $25.95 // 
3129 //  Wordzap //  $8.04 //  $29.99 //  $71.48 // 
13523 //  World Bowling //  $4.11 //  $13.96 //  $35.00 // 
21127 //  World Circuit Series //  $7.72 //  $53.38 //  $89.93 // 
13680 //  World Cup 98 //  $4.25 //  $14.92 //  $34.86 // 
13681 //  World Heroes 2 Jet //  $16.96 //  $69.99 //  $131.82 // 
13479 //  XVII Olympic Winter Games Lillehammer 94 //  $4.85 //  $16.91 //  $38.37 // 
13682 //  Xenon 2 //  $24.13 //  $67.18 //  $180.19 // 
16872 //  Yellow Game Boy Pocket //  $22.63 //  $56.54 //  $130.05 // 
13685 //  "Yogi Bears Gold Rush" //  $9.95 //  $40.00 //  $99.95 // 
3138 //  Yoshi //  $6.99 //  $15.95 //  $51.10 // 
3139 //  "Yoshis Cookie" //  $6.62 //  $16.81 //  $102.62 // 
16123 //  "Zelda Links Awakening" //  $18.40 //  $138.18 //  $319.68 // 
66737 //  "Zelda Links Awakening [Players Choice]" //  $19.00 //  $89.50 //  $161.50 // 
13687 //  Zen Intergalactic Ninja //  $35.98 //  $165.00 //  $299.99 // 
13689 //  Zool Ninja of the Nth Dimension //  $39.99 //  $91.27 //  $209.93 // 
10907 //  Zoop //  $4.97 //  $6.27 //  $30.00 // 
