2888 //  007 James Bond //  $8.00 //  $16.58 //  $148.50 // 
13589 //  Popeye 2 //  $17.00 //  $40.92 //  $147.23 // 
36675 //  Power Mission //  $7.58 //  $30.99 //  $38.05 // 
21126 //  Power Racer //  $7.48 //  $47.49 //  $63.51 // 
2994 //  Power Rangers The Movie //  $12.09 //  $38.55 //  $295.02 // 
13593 //  Prehistorik Man //  $19.99 //  $69.95 //  $101.07 // 
13594 //  Primal Rage //  $8.01 //  $17.50 //  $67.77 // 
34961 //  Prince of Persia //  $11.31 //  $33.06 //  $76.04 // 
13597 //  Prophecy of the Viking Child //  $11.99 //  $39.26 //  $90.30 // 
13599 //  Pyramids of Ra //  $14.03 //  $79.68 //  $85.61 // 
13600 //  Q Billion //  $4.89 //  $16.64 //  $34.99 // 
14863 //  Q*bert //  $9.99 //  $17.49 //  $66.98 // 
3001 //  Qix //  $5.69 //  $14.98 //  $29.03 // 
13601 //  Quarth //  $7.49 //  $19.99 //  $43.42 // 
13602 //  R-Type //  $10.98 //  $35.48 //  $112.51 // 
13603 //  Race Days //  $7.89 //  $18.97 //  $43.63 // 
13604 //  Race Drivin //  $6.78 //  $14.80 //  $65.00 // 
13605 //  Radar Mission //  $5.05 //  $22.57 //  $42.95 // 
13606 //  Raging Fighter //  $5.99 //  $28.85 //  $70.52 // 
3008 //  Rampart //  $18.84 //  $197.50 //  $454.25 // 
13478 //  Real Ghostbusters //  $16.49 //  $174.81 //  $317.51 // 
40544 //  Red Game Boy Pocket //  $33.34 //  $112.94 //  $259.76 // 
13609 //  Ren & Stimpy Space Cadet Adventures //  $7.25 //  $25.47 //  $125.84 // 
13610 //  Ren & Stimpy Veediots //  $5.99 //  $23.95 //  $96.00 // 
13611 //  Rescue of Princess Blobette //  $8.48 //  $39.13 //  $90.00 // 
3013 //  Revenge of the Gator //  $6.59 //  $20.50 //  $79.99 // 
13614 //  Riddick Bowe Boxing //  $5.91 //  $35.91 //  $45.00 // 
13085 //  Ring Rage //  $7.31 //  $24.95 //  $57.39 // 
21155 //  Road Rash //  $9.98 //  $32.58 //  $40.13 // 
13182 //  Robin Hood Prince of Thieves //  $6.71 //  $35.43 //  $114.50 // 
3017 //  RoboCop //  $8.47 //  $25.30 //  $64.86 // 
13616 //  RoboCop 2 //  $10.97 //  $37.31 //  $85.77 // 
13617 //  Robocop vs The Terminator //  $20.15 //  $73.60 //  $169.58 // 
13619 //  "Roger Clemens MVP Baseball" //  $4.56 //  $12.43 //  $37.55 // 
13621 //  "Rolans Curse" //  $23.74 //  $124.59 //  $293.32 // 
13620 //  "Rolans Curse 2" //  $62.83 //  $225.00 //  $225.00 // 
13626 //  Samurai Shodown //  $16.14 //  $71.92 //  $305.07 // 
21129 //  SeaQuest DSV //  $9.92 //  $99.99 //  $200.00 // 
21128 //  Serpent //  $10.78 //  $69.02 //  $79.00 // 
45784 //  Shanghai //  $5.41 //  $13.40 //  $26.61 // 
13630 //  Shaq Fu //  $43.83 //  $129.97 //  $372.64 // 
13631 //  Side Pocket //  $5.24 //  $14.40 //  $30.09 // 
45735 //  Silver Game Boy Pocket //  $32.58 //  $79.42 //  $182.67 // 
36570 //  Singer Sewing Machine Operation Software //  $41.31 //  $146.73 //  $340.00 // 
13633 //  Skate or Die 2 Tour de Thrash //  $9.43 //  $99.42 //  $163.86 // 
13634 //  Skate or Die Bad n Rad //  $3.66 //  $28.67 //  $100.00 // 
3040 //  Small Soldiers //  $7.56 //  $25.80 //  $59.35 // 
13635 //  Sneaky Snakes //  $10.50 //  $37.42 //  $89.68 // 
13636 //  Snoopy Magic Show //  $6.79 //  $26.84 //  $63.68 // 
13637 //  Snow Brothers //  $40.60 //  $162.50 //  $345.21 // 
20086 //  Soccer Mania //  $5.42 //  $129.99 //  $230.00 // 
13638 //  Solar Striker //  $6.86 //  $25.48 //  $71.38 // 
13639 //  Solitaire Fun Pak //  $5.48 //  $10.38 //  $25.28 // 
13640 //  "Solomons Club" //  $12.34 //  $27.41 //  $95.48 // 
34639 //  Space Invaders //  $8.62 //  $20.95 //  $55.39 // 
13645 //  "Spankys Quest" //  $15.76 //  $120.60 //  $277.38 // 
13646 //  Speedball 2 //  $9.80 //  $25.99 //  $50.00 // 
13647 //  Speedy Gonzales //  $9.88 //  $28.62 //  $65.82 // 
13648 //  Spiderman 3 //  $12.08 //  $67.00 //  $134.61 // 
13649 //  "Spiderman and the X-Men: Arcades Revenge" //  $9.72 //  $90.03 //  $207.65 // 
21125 //  Spiritual Warfare //  $19.97 //  $69.81 //  $161.69 // 
21124 //  Sports Illustrated Championship Football & Baseball //  $3.82 //  $12.69 //  $32.05 // 
13650 //  Sports Illustrated Golf Classic //  $3.33 //  $13.97 //  $20.66 // 
13651 //  Sports Illustrated for Kids the Ultimate Triple Dare //  $3.82 //  $168.74 //  $267.48 // 
13652 //  Spot the Cool Adventure //  $6.48 //  $47.51 //  $56.45 // 
13653 //  Spot the Video Game //  $4.60 //  $16.10 //  $49.54 // 
13654 //  "Spuds Adventure" //  $177.50 //  $1876.33 //  $3500.00 // 
21157 //  Spy vs. Spy //  $9.83 //  $42.49 //  $230.00 // 
13656 //  Square Deal //  $6.14 //  $18.80 //  $43.22 // 
13657 //  Star Trek 25th Anniversary //  $8.34 //  $29.48 //  $31.47 // 
10443 //  Star Trek Generations Beyond the Nexus //  $7.74 //  $34.78 //  $80.00 // 
13658 //  Star Trek the Next Generation //  $6.21 //  $17.59 //  $39.99 // 
3050 //  Star Wars //  $7.18 //  $23.68 //  $106.79 // 
3051 //  Star Wars The Empire Strikes Back //  $9.99 //  $30.26 //  $56.27 // 
60615 //  Star Wars [Classic Edition] //   //   //   // 
66745 //  "Star Wars [Players Choice]" //   //   //   // 
60616 //  Star Wars [Premium Edition] //   //   //   // 
13659 //  Stargate //  $7.85 //  $26.47 //  $62.86 // 
13661 //  Stop that Roach //  $26.15 //  $267.48 //  $440.00 // 
3056 //  Street Fighter II //  $13.91 //  $34.99 //  $119.73 // 
13662 //  Street Racer //  $5.30 //  $21.32 //  $76.51 // 
13663 //  Sumo Fighter //  $110.27 //  $900.00 //  $1526.01 // 
13664 //  Super Battletank //  $3.69 //  $16.01 //  $44.99 // 
13665 //  Super Black Bass //  $14.09 //  $55.44 //  $127.50 // 
45806 //  Super Breakout //  $6.10 //  $12.00 //  $50.00 // 
13666 //  Super Chase HQ //  $12.59 //  $89.99 //  $107.54 // 
13667 //  Super Hunchback //  $7.02 //  $33.33 //  $79.00 // 
3059 //  Super Mario Land //  $8.99 //  $29.40 //  $354.23 // 
3060 //  Super Mario Land 2 //  $11.51 //  $34.65 //  $216.28 // 
66747 //  "Super Mario Land 2 [Players Choice]" //   //   //   // 
66746 //  "Super Mario Land [Players Choice]" //   //   //   // 
13668 //  Super Off Road //  $5.46 //  $20.00 //  $34.74 // 
16470 //  Super R.C. Pro-Am //  $4.97 //  $14.24 //  $34.95 // 
66748 //  "Super R.C. Pro-Am [Players Choice]" //   //   //   // 
14393 //  Super Scrabble //  $3.90 //  $14.99 //  $42.39 // 
10597 //  Super Star Wars Return of the Jedi //  $8.93 //  $31.30 //  $72.00 // 
13669 //  Superman //  $8.26 //  $34.59 //  $79.99 // 
13179 //  Swamp Thing //  $29.75 //  $110.19 //  $204.99 // 
13670 //  Sword of Hope //  $20.37 //  $94.66 //  $97.32 // 
13671 //  Sword of Hope II //  $40.00 //  $125.43 //  $221.50 // 
13672 //  T2 The Arcade Game //  $6.17 //  $21.65 //  $67.99 // 
13674 //  Tail Gator //  $45.71 //  $185.47 //  $382.43 // 
13342 //  TaleSpin //  $12.51 //  $43.06 //  $100.10 // 
3062 //  Tamagotchi //  $6.99 //  $13.46 //  $30.00 // 
13675 //  Tarzan Lord of the Jungle //  $9.34 //  $37.99 //  $68.42 // 
13676 //  Tasmania Story //  $10.00 //  $103.50 //  $110.16 // 
3065 //  Taz Mania 2 //  $5.09 //  $24.24 //  $125.00 // 
20125 //  Taz-Mania //  $6.99 //  $19.47 //  $67.38 // 
3067 //  Tecmo Bowl //  $6.00 //  $17.50 //  $39.74 // 
3068 //  Teenage Mutant Ninja Turtles Fall of the Foot Clan //  $8.09 //  $35.52 //  $324.01 // 
13673 //  Teenage Mutant Ninja Turtles II Back from the Sewers //  $11.00 //  $79.34 //  $280.01 // 
13678 //  Teenage Mutant Ninja Turtles III Radical Rescue //  $32.26 //  $221.40 //  $350.00 // 
16083 //  Tennis //  $5.06 //  $17.08 //  $45.00 // 
66753 //  "Tennis [Players Choice]" //   //   //   // 
9952 //  Terminator 2 Judgment Day //  $5.19 //  $19.50 //  $37.44 // 
13679 //  Tesserae //  $6.00 //  $11.92 //  $27.24 // 
3073 //  Tetris //  $7.93 //  $17.38 //  $142.66 // 
9965 //  Tetris 2 //  $6.00 //  $14.84 //  $33.50 // 
3074 //  Tetris Attack //  $5.00 //  $14.35 //  $45.00 // 
13460 //  Tetris Blast //  $6.48 //  $13.48 //  $39.71 // 
3076 //  Tetris Plus //  $5.36 //  $11.02 //  $28.44 // 
66739 //  "Tetris [Players Choice]" //   //   //   // 
13463 //  The Adventures of Rocky and Bullwinkle and Friends //  $8.44 //  $50.71 //  $58.25 // 
13467 //  The Fidgetts //  $7.65 //  $27.10 //  $80.00 // 
13468 //  The Flash //  $14.71 //  $58.37 //  $84.09 // 
3080 //  The Humans //  $7.54 //  $29.95 //  $113.64 // 
3081 //  The Jetsons Robot Panic //  $34.97 //  $229.36 //  $437.00 // 
3082 //  The Jungle Book //  $3.78 //  $18.99 //  $55.98 // 
14392 //  The Lion King //  $7.68 //  $27.20 //  $69.63 // 
13477 //  The Punisher //  $13.00 //  $87.40 //  $201.02 // 
21156 //  The Rugrats Movie //  $3.81 //  $11.00 //  $25.30 // 
13632 //  The Simpsons Bart and the Beanstalk //  $19.99 //  $167.92 //  $212.53 // 
13285 //  The Simpsons Bart vs the Juggernauts //  $7.50 //  $24.99 //  $57.29 // 
11971 //  The Smurfs //  $6.97 //  $26.33 //  $29.99 // 
13483 //  "Tiny Toon Adventures 2 Montanas Movie Madness" //  $6.00 //  $39.99 //  $40.00 // 
13481 //  "Tiny Toon Adventures Babs Big Break" //  $5.41 //  $22.95 //  $119.51 // 
13484 //  Tiny Toon Adventures Wacky Sports //  $7.33 //  $45.61 //  $46.67 // 
34783 //  Titus the Fox //  $30.27 //  $329.00 //  $382.93 // 
35455 //  Tom and Jerry //  $6.05 //  $23.97 //  $55.12 // 
13485 //  Tom and Jerry Frantic Antics //  $5.42 //  $25.74 //  $99.00 // 
13180 //  Top Gun Guts to Glory //  $6.87 //  $39.99 //  $40.00 // 
13486 //  Top Rank Tennis //  $5.47 //  $17.00 //  $31.90 // 
13487 //  Torpedo Range //  $7.35 //  $34.99 //  $63.14 // 
13488 //  Total Carnage //  $20.00 //  $158.15 //  $169.90 // 
13491 //  Toxic Crusaders //  $160.00 //  $301.22 //  $850.45 // 
3104 //  Toy Story //  $5.00 //  $15.19 //  $54.99 // 
31327 //  Track & Field //  $5.95 //  $15.28 //  $33.55 // 
13493 //  Track Meet //  $8.32 //  $12.60 //  $110.00 // 
13494 //  Trax //  $18.60 //  $52.71 //  $157.98 // 
13497 //  True Lies //  $9.46 //  $26.99 //  $100.01 // 
13498 //  Tumble Pop //  $32.31 //  $130.00 //  $132.18 // 
15876 //  Turn And Burn The F-14 Dogfight Simulator //  $3.20 //  $14.45 //  $36.06 // 
13086 //  Turok Battle of the Bionosaurs //  $8.24 //  $37.80 //  $69.65 // 
13500 //  Turrican //  $12.88 //  $60.98 //  $87.46 // 
13502 //  Ultima Runes of Virtue //  $18.85 //  $57.09 //  $199.99 // 
13503 //  Ultima Runes of Virtue II //  $29.98 //  $148.37 //  $254.75 // 
13506 //  Ultra Golf //  $3.41 //  $17.70 //  $28.28 // 
13507 //  Universal Soldier //  $31.29 //  $128.57 //  $225.00 // 
3111 //  Urban Strike //  $6.67 //  $19.78 //  $73.13 // 
13509 //  Vegas Stakes //  $5.78 //  $14.68 //  $15.14 // 
13510 //  WCW The Main Event //  $21.28 //  $59.02 //  $135.90 // 
13512 //  WWF King of the Ring //  $5.48 //  $20.92 //  $74.99 // 
13513 //  WWF Raw //  $5.55 //  $13.51 //  $29.50 // 
13514 //  WWF Superstars //  $7.95 //  $20.61 //  $55.01 // 
13515 //  WWF Superstars 2 //  $4.33 //  $26.41 //  $39.37 // 
13517 //  WWF Warzone //  $4.99 //  $12.55 //  $44.99 // 
3117 //  Wario Blast //  $9.99 //  $43.41 //  $99.76 // 
21158 //  Wario Land II //  $13.99 //  $43.55 //  $163.74 // 
57974 //  Wario Land II [Not for Resale] //  $70.00 //   //   // 
3119 //  Wario Land Super Mario Land 3 //  $9.99 //  $51.44 //  $175.00 // 
66741 //  "Wario Land Super Mario Land 3 [Players Choice]" //   //   //   // 
7496 //  Wave Race //  $3.21 //  $13.02 //  $24.91 // 
66754 //  "Wave Race [Players Choice]" //   //   //   // 
13518 //  "Waynes World" //  $20.47 //  $89.99 //  $206.98 // 
13519 //  "Were Back A Dinosaur Story" //  $5.93 //  $50.68 //  $222.43 // 
3124 //  Wheel of Fortune //  $4.35 //  $10.00 //  $19.13 // 
7498 //  Who Framed Roger Rabbit //  $9.29 //  $46.47 //  $56.80 // 
13522 //  WildSnake //  $5.06 //  $24.99 //  $51.25 // 
20079 //  Wordtris //  $5.78 //  $14.72 //  $25.95 // 
3129 //  Wordzap //  $8.04 //  $29.99 //  $71.52 // 
13523 //  World Bowling //  $4.82 //  $15.61 //  $36.83 // 
21127 //  World Circuit Series //  $7.71 //  $53.38 //  $89.93 // 
13680 //  World Cup 98 //  $4.55 //  $15.93 //  $38.69 // 
13681 //  World Heroes 2 Jet //  $15.97 //  $69.99 //  $130.00 // 
13479 //  XVII Olympic Winter Games Lillehammer 94 //  $4.24 //  $15.68 //  $36.05 // 
13682 //  Xenon 2 //  $24.97 //  $65.00 //  $149.50 // 
16872 //  Yellow Game Boy Pocket //  $18.33 //  $56.52 //  $130.05 // 
13685 //  "Yogi Bears Gold Rush" //  $11.63 //  $58.90 //  $99.95 // 
3138 //  Yoshi //  $6.66 //  $18.48 //  $51.10 // 
3139 //  "Yoshis Cookie" //  $7.29 //  $18.00 //  $92.99 // 
16123 //  "Zelda Links Awakening" //  $18.17 //  $132.74 //  $221.20 // 
66737 //  "Zelda Links Awakening [Players Choice]" //   //   //   // 
13687 //  Zen Intergalactic Ninja //  $34.77 //  $165.00 //  $284.23 // 
13689 //  Zool Ninja of the Nth Dimension //  $39.99 //  $91.27 //  $209.93 // 
10907 //  Zoop //  $3.54 //  $6.27 //  $30.00 // 
