33629 //  007 Legends //  $11.15 //  $14.66 //  $19.34 // 
34294 //  Scribblenauts Unmasked: A DC Comics Adventure //  $4.13 //  $5.61 //  $9.16 // 
38409 //  Scribblenauts Unmasked: A DC Comics Adventure [DVD Bundle] //  $27.58 //  $31.72 //  $149.97 // 
37188 //  Shantae Half-Genie Hero //  $19.99 //  $23.12 //  $29.88 // 
62374 //  Shantae Half-Genie Hero [Risky Beats Edition] //   //   //   // 
36231 //  Shovel Knight //  $11.37 //  $12.93 //  $22.97 // 
33407 //  Sing Party //  $6.24 //  $7.15 //  $10.01 // 
53796 //  Sing Party [Microphone Bundle] //  $11.05 //  $12.71 //  $18.38 // 
33411 //  "Skylanders Giants Starter Pack" //  $15.00 //  $15.42 //  $16.39 // 
37008 //  Skylanders Imaginators: Starter Pack  //  $4.97 //  $7.75 //  $12.73 // 
35990 //  Skylanders SuperChargers Starter Pack //  $10.34 //  $14.03 //  $14.62 // 
35996 //  Skylanders SuperChargers: Dark Edition Starter Pack //  $32.50 //  $35.66 //  $44.00 // 
34410 //  Skylanders Swap Force: Starter Pack //  $11.29 //  $15.90 //  $20.49 // 
35132 //  Skylanders Trap Team Dark Edition: Starter Pack //  $40.00 //  $49.80 //  $68.85 // 
35126 //  Skylanders Trap Team: Starter Pack //  $13.98 //  $14.18 //  $16.68 // 
35452 //  Sniper Elite V2 //  $9.99 //  $10.95 //  $13.81 // 
36229 //  "Snoopys Grand Adventure" //  $7.71 //  $8.00 //  $10.97 // 
33349 //  Sonic & All-Stars Racing Transformed //  $7.49 //  $8.80 //  $16.42 // 
35313 //  Sonic Boom: Rise of Lyric //  $10.67 //  $12.99 //  $33.05 // 
34495 //  Sonic Lost World //  $10.56 //  $11.99 //  $19.96 // 
35765 //  Splatoon //  $9.90 //  $10.22 //  $19.99 // 
34187 //  Splinter Cell: Blacklist //  $8.25 //  $8.39 //  $16.81 // 
34956 //  Splinter Cell: Blacklist Upper Echelon Edition //  $10.25 //  $10.51 //  $16.60 // 
34448 //  "SpongeBob SquarePants: Planktons Robotic Revenge" //  $13.00 //  $14.27 //  $49.99 // 
37156 //  Star Fox Guard //  $3.74 //  $4.07 //  $4.96 // 
36571 //  Star Fox Zero //  $5.93 //  $6.70 //  $9.97 // 
45082 //  Star Fox Zero & Star Fox Guard Bundle //  $5.18 //  $6.03 //  $8.57 // 
37088 //  SteamWorld Collection //  $16.20 //  $21.15 //  $32.21 // 
34615 //  Super Mario 3D World //  $11.22 //  $12.99 //  $24.01 // 
36492 //  Super Mario 3D World [Nintendo Selects] //  $14.44 //  $14.68 //  $20.64 // 
35958 //  Super Mario Maker //  $13.63 //  $15.97 //  $39.75 // 
58054 //  Super Mario Maker [Book Bundle] //  $16.18 //  $16.74 //  $35.89 // 
35376 //  Super Smash Bros. for Wii U //  $11.99 //  $13.49 //  $29.00 // 
35378 //  Super Smash Bros. for Wii U [Controller Bundle] //  $11.86 //  $75.15 //  $119.99 // 
33406 //  Tank! Tank! Tank! //  $14.99 //  $20.19 //  $29.99 // 
33417 //  Tekken Tag Tournament 2 //  $11.49 //  $13.79 //  $34.21 // 
36690 //  Terraria //  $10.03 //  $13.49 //  $16.86 // 
36664 //  The Book of Unwritten Tales 2 //  $14.93 //  $30.30 //  $44.33 // 
33921 //  The Croods: Prehistoric Party //  $25.00 //  $25.86 //  $39.49 // 
34128 //  The Smurfs 2 //  $9.44 //  $13.96 //  $22.34 // 
35203 //  The Voice with Microphone //  $10.68 //  $12.27 //  $18.16 // 
36680 //  Tokyo Mirage Sessions #FE //  $17.40 //  $19.50 //  $22.99 // 
36679 //  Tokyo Mirage Sessions #FE [Special Edition] //  $23.51 //  $46.25 //  $51.74 // 
33418 //  Transformers: Prime //  $9.19 //  $10.57 //  $18.32 // 
34948 //  Transformers: Rise of the Dark Spark //  $9.52 //  $11.46 //  $26.44 // 
37080 //  Tumblestone //  $11.32 //  $13.07 //  $17.94 // 
34110 //  Turbo: Super Stunt Squad //  $25.03 //  $44.04 //  $126.98 // 
33934 //  Walking Dead: Survival Instinct //  $9.11 //  $14.62 //  $24.74 // 
33419 //  Warriors Orochi 3 Hyper //  $8.50 //  $11.75 //  $16.76 // 
34913 //  Watch Dogs //  $9.99 //  $11.12 //  $17.70 // 
33633 //  Wheel of Fortune //  $14.96 //  $17.93 //  $35.37 // 
36525 //  Wii Fit U (game only) //  $4.50 //  $4.98 //  $6.26 // 
34646 //  Wii Fit U with Balance Board and Fit Meter //  $12.40 //  $37.49 //  $37.50 // 
34645 //  Wii Fit U with Fit Meter //  $6.30 //  $7.25 //  $9.99 // 
35453 //  Wii Party U //  $15.72 //  $19.23 //  $29.99 // 
34979 //  Wii Sports Club //  $35.00 //  $35.53 //  $51.43 // 
33364 //  Wii U Console Basic White 8GB //  $75.16 //  $112.15 //  $272.57 // 
33363 //  Wii U Console Deluxe Black 32GB //  $85.30 //  $103.50 //  $459.49 // 
34958 //  Wii U Console Deluxe: Mario & Luigi Edition //  $139.75 //  $145.53 //  $494.48 // 
34957 //  Wii U Console Deluxe: Mario Kart 8 Edition //  $104.50 //  $155.60 //  $418.74 // 
50156 //  Wii U Console Deluxe: Smash Splat Edition //  $116.20 //  $125.00 //  $400.00 // 
37113 //  Wii U Console Deluxe: Super Mario World Edition //  $114.62 //  $162.50 //  $365.66 // 
34959 //  Wii U Console Deluxe: Zelda Wind Waker Edition //  $149.33 //  $232.50 //  $497.50 // 
34822 //  Wii U Console Deluxe: ZombiU Edition //  $206.15 //  $249.69 //  $350.00 // 
45083 //  Wii U Party [Controller Bundle] //  $19.54 //  $22.47 //  $55.03 // 
33366 //  Wii U Pro Controller Black //  $20.89 //  $28.01 //  $38.58 // 
33367 //  Wii U Pro Controller White //  $25.64 //  $28.12 //  $90.28 // 
33420 //  Wipeout 3 //  $6.56 //  $9.04 //  $14.85 // 
34420 //  Wipeout: Create & Crash //  $9.29 //  $13.04 //  $40.98 // 
34271 //  Wonderful 101 //  $12.08 //  $15.00 //  $28.00 // 
36322 //  Xenoblade Chronicles X //  $14.83 //  $16.00 //  $22.56 // 
36323 //  Xenoblade Chronicles X [Special Edition] //  $50.44 //  $50.69 //  $65.04 // 
36115 //  "Yoshis Woolly World" //  $14.10 //  $17.63 //  $29.96 // 
58205 //  "Yoshis Woolly World [Blue Yarn Yoshi Bundle]" //  $30.43 //  $35.00 //  $38.13 // 
36116 //  "Yoshis Woolly World [Green Yarn Yoshi Bundle]" //  $26.53 //  $26.53 //  $34.28 // 
58206 //  "Yoshis Woolly World [Pink Yarn Yoshi Bundle]" //  $22.60 //  $25.99 //  $34.45 // 
33358 //  Your Shape Fitness Evolved 2013 //  $3.98 //  $4.35 //  $4.99 // 
37321 //  Zelda Breath of the Wild //  $24.13 //  $28.09 //  $36.22 // 
36467 //  Zelda Twilight Princess HD //  $34.70 //  $39.90 //  $60.75 // 
36483 //  Zelda Twilight Princess HD [amiibo Bundle] //  $35.28 //  $43.21 //  $69.99 // 
34270 //  Zelda Wind Waker HD //  $16.99 //  $20.43 //  $47.41 // 
34405 //  Zelda Wind Waker HD [Limited Edition] //  $24.00 //  $34.42 //  $113.68 // 
33395 //  ZombiU //  $5.05 //  $5.96 //  $7.12 // 
34522 //  Zumba Fitness World Party //  $10.09 //  $11.21 //  $15.50 // 
